test_season,window,n_train_seasons,fit_seconds,n_matches,correct_3,a3_in_top2,a3_in_top3,exact_321,unordered_top3,top3_ev_precision,log_loss_p3,brier_p3,ev_mae,ece_p3,n_player_rows,correct_3_ci_lo,correct_3_ci_hi,log_loss_p3_ci_lo,log_loss_p3_ci_hi,exact_321_ci_lo,exact_321_ci_hi,n_players,season_mae,season_rmse,season_bias,spearman,rank_mae_top30,winner_pred_rank,winner_correct,top3_hit,top3_n,top5_hit,top5_n,top10_hit,top10_n
2017,recent8,8,49.1,198,0.6363636363636364,0.8232323232323232,0.8888888888888888,0.11616161616161616,0.25757575757575757,0.6851851851851852,1.101450951025154,0.01171019223726351,0.11127165694200894,0.00232813511661853,8712,0.5707070707070707,0.7121212121212122,0.976005480240297,1.2425705257290367,0.07575757575757576,0.16666666666666666,656,0.7048194813082447,1.5068368028721237,1.181981342070441e-15,0.770845552621998,9.594594594594595,2,False,1.0,3,0.6,5,0.5,10
2018,recent8,8,50.7,198,0.5303030303030303,0.7424242424242424,0.8585858585858586,0.09090909090909091,0.2676767676767677,0.6801346801346803,1.447027069964231,0.014461053296885976,0.11724245361650011,0.004026323887909472,8712,0.45694444444444443,0.5959595959595959,1.2594333101352517,1.6860932206212915,0.05555555555555555,0.12891414141414131,656,0.8228663000810533,1.796751420788181,-1.2737778311796918e-14,0.777326910765789,13.882352941176471,1,True,0.3333333333333333,3,0.2,5,0.5454545454545454,11
2019,recent8,8,49.2,198,0.6060606060606061,0.797979797979798,0.8888888888888888,0.09090909090909091,0.2676767676767677,0.7087542087542089,1.21067084428288,0.012345248112223565,0.10850182699702869,0.0037129128023755207,8712,0.5454545454545454,0.6818181818181818,1.0499048950022407,1.3811097719062733,0.05555555555555555,0.13636363636363635,654,0.7099176104347283,1.463602357610514,1.9542641375359026e-15,0.752141072096593,9.258064516129032,2,False,0.75,4,0.6,5,0.8,10
2020,recent8,8,41.8,153,0.49019607843137253,0.7189542483660131,0.869281045751634,0.08496732026143791,0.20915032679738563,0.6470588235294118,1.4088178112680105,0.014122553210214973,0.12729816132237012,0.003494749525261053,6732,0.41486928104575166,0.5720588235294116,1.2446319411407292,1.5830722892298268,0.0457516339869281,0.13071895424836602,654,0.6580979373801059,1.3074762895535408,-6.844677729799131e-16,0.754929285548704,10.133333333333333,1,True,0.5,4,0.625,8,0.8,10
2021,recent8,8,45.7,198,0.6515151515151515,0.8434343434343434,0.9040404040404041,0.11616161616161616,0.25252525252525254,0.6868686868686869,1.130972272475269,0.010639447679409815,0.1059549333810389,0.004217371558696,9108,0.5959595959595959,0.7222222222222222,0.9634692495253615,1.3078493513767542,0.0707070707070707,0.16426767676767665,674,0.7277940787408788,1.541993759084664,-1.1438262140945233e-15,0.7465868226561464,8.225806451612904,2,False,0.6666666666666666,3,0.6666666666666666,6,0.8,10
2022,recent8,8,47.3,198,0.6111111111111112,0.8383838383838383,0.8838383838383839,0.0707070707070707,0.2222222222222222,0.6750841750841751,1.1677976494763753,0.011626578698156637,0.10584995974248684,0.003742189122498618,9108,0.5478535353535353,0.6767676767676768,1.0182773612803888,1.3267603739022824,0.04040404040404041,0.10366161616161605,683,0.6815803322284352,1.436200954179447,-4.499410442404734e-16,0.7722818109361823,14.411764705882353,3,False,0.6666666666666666,3,0.8,5,0.7,10
2023,recent8,8,57.7,207,0.48792270531400966,0.7004830917874396,0.7922705314009661,0.057971014492753624,0.2028985507246377,0.607085346215781,1.6082460323552832,0.014367023941137438,0.12398434561928982,0.004570001470837133,9522,0.4225845410628019,0.5484299516908211,1.3764657078473563,1.8465299532011712,0.028985507246376812,0.09178743961352658,663,0.8840200893752135,1.8723012931217335,6.537421852393078e-15,0.73534578762383,9.766666666666667,7,False,0.3333333333333333,3,0.4,5,0.7,10
2024,recent8,8,52.0,207,0.5217391304347826,0.7342995169082126,0.8309178743961353,0.06280193236714976,0.18357487922705315,0.6199677938808372,1.5504103520905677,0.014254677791628496,0.12116403002055033,0.00428371228389913,9522,0.45893719806763283,0.5797101449275363,1.3500502292548544,1.756179494277738,0.033816425120772944,0.0966183574879227,658,0.8720961690867611,1.8070842406537002,4.535379164426171e-16,0.7310503445207608,7.117647058823529,2,False,0.6666666666666666,3,0.4,5,0.7,10
2025,recent8,8,51.7,207,0.5410628019323671,0.6908212560386473,0.8067632850241546,0.07246376811594203,0.19806763285024154,0.6296296296296297,1.476006337257135,0.013601258938926827,0.12023716658229268,0.0029180481238560868,9522,0.4782608695652174,0.6015700483091786,1.3158137375779904,1.6504253996092764,0.04094202898550725,0.1111111111111111,742,0.7558709923260933,1.7884007828800734,-1.570471814887553e-15,0.7083617352052565,9.4,6,False,0.6666666666666666,3,0.4,5,0.7,10
2026,recent8,8,24.9,207,0.7101449275362319,0.8647342995169082,0.927536231884058,0.17391304347826086,0.34782608695652173,0.747181964573269,0.9513230748459633,0.0095154957344263,0.09342527323857826,0.0045533883589242985,9522,0.6570048309178744,0.7803140096618356,0.8321084163747482,1.066260189413684,0.12560386473429952,0.2222222222222222,745,0.5839766194839668,1.3204895094106126,-1.324518421861529e-15,0.7177925841938112,6.096774193548387,1,True,1.0,3,0.8571428571428571,7,0.8,10
