test_season,window,n_train_seasons,fit_seconds,n_matches,correct_3,a3_in_top2,a3_in_top3,exact_321,unordered_top3,top3_ev_precision,log_loss_p3,brier_p3,ev_mae,ece_p3,n_player_rows,correct_3_ci_lo,correct_3_ci_hi,log_loss_p3_ci_lo,log_loss_p3_ci_hi,exact_321_ci_lo,exact_321_ci_hi,n_players,season_mae,season_rmse,season_bias,spearman,rank_mae_top30,winner_pred_rank,winner_correct,top3_hit,top3_n,top5_hit,top5_n,top10_hit,top10_n
2017,recent8,8,30.0,198,0.6313131313131313,0.8282828282828283,0.9090909090909091,0.12626262626262627,0.25757575757575757,0.6936026936026937,1.0747550406674238,0.011650563121334116,0.10816298124464853,0.002833725821280384,8712,0.5606060606060606,0.694570707070707,0.9525622175703573,1.2144919858098377,0.08080808080808081,0.1717171717171717,656,0.6948050756238369,1.4600883996841973,-6.620720232215873e-16,0.7690529704209101,9.08108108108108,2,False,1.0,3,0.6,5,0.6,10
2018,recent8,8,31.7,198,0.5353535353535354,0.7525252525252525,0.8737373737373737,0.12121212121212122,0.30303030303030304,0.7020202020202022,1.404557557860616,0.014146868671851094,0.11457199920901066,0.003909441738334833,8712,0.46704545454545454,0.6111111111111112,1.2146651327289073,1.6249215250246876,0.07575757575757576,0.16666666666666666,656,0.8138269907532805,1.7633111707632025,-3.149783956692639e-14,0.7770384618353916,13.823529411764707,1,True,0.3333333333333333,3,0.2,5,0.5454545454545454,11
2019,recent8,8,30.9,198,0.6363636363636364,0.8181818181818182,0.9191919191919192,0.10606060606060606,0.2828282828282828,0.7087542087542088,1.126303149194247,0.011562849135314995,0.1049766816507181,0.0030701206778970523,8712,0.5707070707070707,0.702020202020202,0.965827793690679,1.2936713740923498,0.06565656565656566,0.15416666666666656,654,0.6914825738868549,1.399942260984652,-8.555847162248913e-17,0.7534183267799062,8.774193548387096,3,False,0.75,4,0.6,5,0.8,10
2020,recent8,8,29.5,153,0.5620915032679739,0.7712418300653595,0.8954248366013072,0.08496732026143791,0.2222222222222222,0.6557734204793029,1.308104776707464,0.013310832867562607,0.12248666837131007,0.004160397237723355,6732,0.48366013071895425,0.6374183006535946,1.1403895454962452,1.489416135112083,0.0423202614379085,0.13725490196078433,654,0.643221054467307,1.2660727601548676,3.2593703475233955e-16,0.7558248734008565,9.566666666666666,1,True,0.5,4,0.75,8,0.8,10
2021,recent8,8,31.2,198,0.6818181818181818,0.8585858585858586,0.9191919191919192,0.13131313131313133,0.2727272727272727,0.696969696969697,1.0577022364068718,0.009849754311550727,0.10143068727268564,0.004963832230293435,9108,0.6262626262626263,0.7424242424242424,0.8900589640033229,1.2463517009731933,0.08585858585858586,0.17676767676767677,674,0.706240603269835,1.4907268264941897,8.644585212511604e-16,0.7468122801172148,7.806451612903226,1,True,1.0,3,0.6666666666666666,6,0.9,10
2022,recent8,8,32.8,198,0.6313131313131313,0.8484848484848485,0.9040404040404041,0.0707070707070707,0.25252525252525254,0.6952861952861954,1.092491727942872,0.010979527612647316,0.10151162236464632,0.0034587837292447245,9108,0.5707070707070707,0.696969696969697,0.9498680285893981,1.2488108346681404,0.04040404040404041,0.10366161616161605,683,0.6785418647400023,1.4272357547908892,4.4213859838659237e-16,0.7732577022165592,14.147058823529411,3,False,0.6666666666666666,3,0.8,5,0.8,10
2023,recent8,8,31.6,207,0.5120772946859904,0.6908212560386473,0.8115942028985508,0.04830917874396135,0.2028985507246377,0.6151368760064413,1.526748306960932,0.013862525400569843,0.12106415044418624,0.004585474411613783,9522,0.4444444444444444,0.5748792270531401,1.3161185577411676,1.7507255951942096,0.01932367149758454,0.0821256038647343,663,0.8692430370512744,1.8391712526348076,-2.2152214703109006e-14,0.7382102973195773,9.466666666666667,6,False,0.3333333333333333,3,0.6,5,0.7,10
2024,recent8,8,34.9,207,0.5120772946859904,0.714975845410628,0.8260869565217391,0.06280193236714976,0.22705314009661837,0.6360708534621579,1.5288806366093997,0.014122589899697054,0.11862410068219094,0.004566394646539852,9522,0.4444444444444444,0.5748792270531401,1.330361154711362,1.7458055744642018,0.028985507246376812,0.0966183574879227,658,0.8645590261404069,1.8090083695863253,0.0,0.732413435288647,6.794117647058823,2,False,0.6666666666666666,3,0.4,5,0.7,10
2025,recent8,8,32.8,207,0.5458937198067633,0.714975845410628,0.8647342995169082,0.05314009661835749,0.178743961352657,0.6409017713365539,1.4307655575924332,0.013533591893478152,0.11650614572815336,0.0041395434933028325,9522,0.4757246376811594,0.6183574879227053,1.266293217630144,1.5997053265849859,0.024154589371980676,0.0821256038647343,742,0.7433157403514483,1.7383165991498797,-3.830419060701349e-17,0.7127275964401482,9.033333333333333,5,False,0.6666666666666666,3,0.6,5,0.7,10
2026,recent8,8,20.1,207,0.7053140096618358,0.8792270531400966,0.9323671497584541,0.17391304347826086,0.34299516908212563,0.750402576489533,0.8858962048493886,0.008873348018346307,0.09114946440774631,0.004522783541644922,9522,0.6376811594202898,0.7754830917874395,0.7669816486476674,1.0028022320384686,0.13043478260869565,0.2222222222222222,745,0.5806893201375847,1.2900629966088362,5.3165525673190715e-15,0.7160605319044414,5.451612903225806,1,True,1.0,3,0.8571428571428571,7,0.8,10
