model,experiment,season,n_matches,correct_3,a3_in_top2,a3_in_top3,exact_321,unordered_top3,top3_ev_precision,log_loss_p3,brier_p3,ev_mae,ece_p3,n_player_rows,n_players,season_mae,season_rmse,season_bias,spearman,rank_mae_top30,winner_pred_rank,winner_correct,top3_hit,top3_n,top5_hit,top5_n,top10_hit,top10_n
Structural (A),A_structural_pl,2012,183,0.5628415300546448,0.7868852459016393,0.8579234972677595,0.08196721311475409,0.22404371584699453,0.6575591985428052,1.293664519213564,0.012988817490282169,0.12542622115307117,0.006107582501087052,8052,544,0.9860209851483955,1.6943753899178045,-0.002038279618095956,0.7797363477263984,11.516129032258064,4,False,0.0,3,0.6,5,0.8,10
Structural (A),A_structural_pl,2013,174,0.5747126436781609,0.7586206896551724,0.8390804597701149,0.09770114942528736,0.2471264367816092,0.6685823754789271,1.3705235750878144,0.01321619960460074,0.12721144847583035,0.006576771840440047,7656,571,0.9278545917736765,1.6270020631500328,-0.007242734282793483,0.7960874391931839,10.970588235294118,1,True,1.0,3,0.6,5,0.6,10
Structural (A),A_structural_pl,2014,183,0.6338797814207651,0.7978142076502732,0.8961748633879781,0.12568306010928962,0.3005464480874317,0.7158469945355191,1.1748724656459886,0.0121288714516361,0.11375678442683308,0.005843893650127476,8052,558,0.827278613334356,1.4486112215242273,-0.0053575519555101895,0.7992265192057237,10.3,5,False,0.5,4,0.75,8,0.7,10
Structural (A),A_structural_pl,2015,178,0.5955056179775281,0.7528089887640449,0.8932584269662921,0.10674157303370786,0.25280898876404495,0.6910112359550562,1.2221867142788871,0.012520176830229744,0.11461656374246072,0.004880781321176215,7832,557,0.8115565687460818,1.462087196817644,-0.0049947723544512875,0.80359644306058,12.0,1,True,0.6666666666666666,3,0.8,5,0.7,10
Structural (A),A_structural_pl,2016,179,0.5977653631284916,0.7988826815642458,0.888268156424581,0.09497206703910614,0.2346368715083799,0.6890130353817505,1.2135385052769312,0.012842367920791664,0.10995490289491244,0.002763136747050747,7876,560,0.8509915257605952,1.6634896471060974,-0.002640940164541001,0.7863695829709212,9.833333333333334,1,True,0.6666666666666666,3,0.42857142857142855,7,0.6666666666666666,12
Structural (A),A_structural_pl,2017,181,0.6353591160220995,0.8397790055248618,0.9171270718232044,0.10497237569060773,0.26519337016574585,0.7053406998158379,1.0443181271419748,0.01141219017019997,0.10665125079013327,0.002668000883689016,7964,551,0.8169051288196306,1.5889892199600069,-0.0038962333493907666,0.8036703528911979,9.162162162162161,2,False,1.0,3,0.6,5,0.6,10
Structural (A),A_structural_pl,2018,184,0.5380434782608695,0.75,0.8804347826086957,0.10869565217391304,0.27717391304347827,0.6956521739130433,1.4069811405703092,0.014339837675897464,0.11402140324712921,0.004750581515382122,8096,552,0.9596898033282684,1.9132125428158162,-0.006986145918158388,0.8058623692983776,13.676470588235293,1,True,0.3333333333333333,3,0.2,5,0.6363636363636364,11
Structural (A),A_structural_pl,2019,184,0.6467391304347826,0.8260869565217391,0.907608695652174,0.09782608695652174,0.28804347826086957,0.7119565217391305,1.1000862208828008,0.011334158372409751,0.10375824140002393,0.0034984565350583956,8096,552,0.8126264140382315,1.5253014497441248,-0.005815069008306142,0.7827107808611333,8.612903225806452,3,False,0.75,4,0.6,5,0.8,10
Structural (A),A_structural_pl,2020,125,0.536,0.744,0.896,0.072,0.24,0.656,1.3509177176456333,0.01386516385083211,0.12237071479300857,0.004201765768778813,5500,522,0.7790724969910314,1.4060647168265792,0.004876986390031051,0.7878884952951772,14.578947368421053,1,True,0.5,4,0.625,8,0.8,10
Structural (A),A_structural_pl,2021,180,0.6777777777777778,0.8666666666666667,0.9166666666666666,0.13333333333333333,0.26666666666666666,0.6962962962962963,1.0499649301332876,0.009924764567727092,0.10027830086161096,0.004408717615197054,8280,569,0.8305117028046785,1.6259279650883238,-0.0018572046884842565,0.7736889555368739,7.774193548387097,1,True,0.6666666666666666,3,0.6666666666666666,6,0.9,10
Structural (A),A_structural_pl,2022,183,0.644808743169399,0.8469945355191257,0.9016393442622951,0.06557377049180328,0.24043715846994534,0.692167577413479,1.064281509753659,0.01070653475372668,0.1002591091384513,0.003523942315375754,8418,573,0.8019918122111339,1.5642113398456707,-0.0019513211934599109,0.8058848442119411,14.264705882352942,3,False,0.6666666666666666,3,0.8,5,0.7,10
Structural (A),A_structural_pl,2023,181,0.5248618784530387,0.7182320441988951,0.8232044198895028,0.03867403314917127,0.2154696132596685,0.6279926335174953,1.4724092893102463,0.013265017193400154,0.11750826135429374,0.003454475183847063,8326,573,0.9973045354126937,1.9711257291221973,0.0021138798047969924,0.759854772529964,9.4,6,False,0.3333333333333333,3,0.6,5,0.7,10
Structural (A),A_structural_pl,2024,190,0.5,0.7263157894736842,0.8157894736842105,0.07894736842105263,0.23684210526315788,0.6421052631578947,1.5202408145903283,0.01406510978770052,0.11774055593782236,0.004972602876866895,8740,564,0.9972658823735494,1.943986055777944,-0.002474129468603423,0.7563941068616553,6.911764705882353,2,False,0.6666666666666666,3,0.4,5,0.7,10
Structural (A),A_structural_pl,2025,193,0.5440414507772021,0.7512953367875648,0.8704663212435233,0.06735751295336788,0.18134715025906736,0.6476683937823834,1.38231256836958,0.013280908067289682,0.11568914597548685,0.004190537145250856,8878,559,0.9753998484900898,2.002795969030826,-0.00918738711131102,0.765143950798277,9.2,6,False,0.6666666666666666,3,0.4,5,0.7,10
