metric,n_matches,mean_diff,ci_lo,ci_hi
correct_3,2960,-0.0006756756756756757,-0.006418918918918919,0.005405405405405406
log_loss_p3,2960,0.003910728035743035,0.0004435063663024743,0.00736703443059127
exact_321,2960,-0.0010135135135135136,-0.006418918918918919,0.004054054054054054
brier_p3,2960,3.4445559128833774e-05,2.4680090353154776e-06,6.917457510505443e-05
