model,experiment,season,n_matches,correct_3,a3_in_top2,a3_in_top3,exact_321,unordered_top3,top3_ev_precision,log_loss_p3,brier_p3,ev_mae,ece_p3,n_player_rows,n_players,season_mae,season_rmse,season_bias,spearman,rank_mae_top30,winner_pred_rank,winner_correct,top3_hit,top3_n,top5_hit,top5_n,top10_hit,top10_n
Performance ML (B),B_performance_xgb_rank_tuned,2026,191,0.6858638743455497,0.8534031413612565,0.93717277486911,0.16230366492146597,0.39267015706806285,0.7643979057591623,0.9830996090812267,0.009962530309881645,0.0974344451849129,0.008075682393423851,8786,569,0.8439428021874076,1.608657727173271,-0.0023688023701341587,0.7664813479144811,5.32258064516129,1,True,0.6666666666666666,3,0.7142857142857143,7,0.9,10
Stats-only (C),C_stats_only_pl,2012,183,0.5792349726775956,0.7814207650273224,0.8797814207650273,0.09289617486338798,0.2568306010928962,0.6666666666666666,1.311552030883905,0.012857678248945494,0.1298150932062922,0.007877678169085427,8052,544,0.9769473131433548,1.713625100666582,-0.0028022247194440307,0.7786647470800409,11.709677419354838,3,False,0.3333333333333333,3,0.6,5,0.8,10
Stats-only (C),C_stats_only_pl,2013,174,0.5804597701149425,0.7931034482758621,0.8563218390804598,0.09195402298850575,0.21839080459770116,0.6743295019157087,1.4103731119905802,0.013590896604648088,0.13291796170638667,0.008168679618500437,7656,571,0.9525777386356239,1.6479867915780408,-0.005480334159458272,0.7908946853002689,10.441176470588236,1,True,1.0,3,0.8,5,0.6,10
Stats-only (C),C_stats_only_pl,2014,183,0.644808743169399,0.7814207650273224,0.8852459016393442,0.10382513661202186,0.2459016393442623,0.6921675774134791,1.2312238257147599,0.012474048911450061,0.12070941415595055,0.007373311871428555,8052,558,0.8938355391845355,1.5713594469200036,-0.004326415273685437,0.7908246093611989,11.2,6,False,0.5,4,0.75,8,0.6,10
Stats-only (C),C_stats_only_pl,2015,178,0.5730337078651685,0.7640449438202247,0.8932584269662921,0.08426966292134831,0.24157303370786518,0.6816479400749064,1.2676275951921825,0.01274649642770828,0.12179029100262312,0.006710483774755195,7832,557,0.8840152651443072,1.5776388722791574,-0.004917608718044756,0.799256611703373,12.5,1,True,0.6666666666666666,3,1.0,5,0.8,10
Stats-only (C),C_stats_only_pl,2016,179,0.5810055865921788,0.7821229050279329,0.8770949720670391,0.0782122905027933,0.22346368715083798,0.6834264432029795,1.2654918727993685,0.01297702890189106,0.11682441709407514,0.004503745749364271,7876,560,0.9002964658024525,1.732130160673979,-0.005678736916805376,0.7774860901310501,10.666666666666666,1,True,0.6666666666666666,3,0.5714285714285714,7,0.6666666666666666,12
Stats-only (C),C_stats_only_pl,2017,181,0.6298342541436464,0.8121546961325967,0.9005524861878453,0.11602209944751381,0.24861878453038674,0.6998158379373849,1.1252812115201158,0.01176485640243224,0.11563331014844051,0.0052666416980012,7964,551,0.8641649255597748,1.5968483218184941,-0.0033437623532218,0.7948040905029183,9.864864864864865,2,False,1.0,3,0.6,5,0.6,10
Stats-only (C),C_stats_only_pl,2018,184,0.5217391304347826,0.7608695652173914,0.875,0.07608695652173914,0.25,0.6902173913043478,1.4578458806915153,0.014721560073066946,0.1214708620038615,0.003575101499356937,8096,552,0.9585651049547962,1.8362447862558395,-0.008482545771388425,0.80242917225581,13.411764705882353,1,True,0.3333333333333333,3,0.2,5,0.5454545454545454,11
Stats-only (C),C_stats_only_pl,2019,184,0.625,0.7880434782608695,0.8804347826086957,0.10326086956521739,0.25,0.6974637681159421,1.1950344103278532,0.011859339478972455,0.1141956043900205,0.0052361504385075915,8096,552,0.8989098045956532,1.7134949684554526,-0.009177358780989067,0.7735301351939298,9.129032258064516,7,False,0.5,4,0.4,5,0.7,10
Stats-only (C),C_stats_only_pl,2020,125,0.52,0.744,0.864,0.064,0.24,0.6613333333333334,1.3956016501753565,0.013811588773100979,0.13158597008062115,0.004751147736111938,5500,522,0.8186267556237632,1.411377237271514,0.007084644913908563,0.7841625192522858,13.368421052631579,1,True,0.75,4,0.875,8,0.8,10
Stats-only (C),C_stats_only_pl,2021,180,0.6666666666666666,0.8888888888888888,0.9222222222222223,0.1,0.25555555555555554,0.6944444444444444,1.098588236625121,0.01036226617155145,0.10914894964375302,0.007557285251134311,8280,569,0.8503191370857097,1.6626661857101441,-0.0023306435591354483,0.7745243209443404,7.451612903225806,1,True,0.6666666666666666,3,0.8333333333333334,6,0.7,10
