market_type,market_name,selection,player,team,opponent_or_pair,line,odds,implied_probability,model_probability,probability_edge_pp,expected_value,model_disagreement,structural_break_sensitivity,simulation_uncertainty,confidence_tier,audit_status,audit_notes,quality_label,source_url,timestamp
TOP_N,Top 10 Finish (Includes Ineligible),Zak Butters,Zak Butters,,,10.0,4.75,0.21052631578947367,0.81155,60.10236842105263,2.8548625,6.428976510436936,4.498847565358734,13.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/top-10-finish-includes-ineligible--10804256,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To poll 10 or more votes,Hugo Garcia,Hugo Garcia,,,10.0,8.75,0.11428571428571428,0.65563,54.13442857142857,4.7367625,2.998778291239515,2.998778291239515,12.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-10-or-more-votes-10865473,2026-09-17T04:16:34.686425+00:00
TOP_N,Top 10 Finish (Includes Ineligible),Harry Sheezel,Harry Sheezel,,,10.0,2.5,0.4,0.89792,49.792,1.2448000000000001,3.295562707918688,2.261067858862265,15.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/top-10-finish-includes-ineligible--10804256,2026-09-17T04:16:34.686425+00:00
GROUP_H2H,Brownlow Group - Group B,Harry Sheezel,Harry Sheezel,,Group B,,4.0,0.25,0.7329241666666666,48.29241666666666,1.9316966666666664,3.295562707918688,2.261067858862265,15.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/brownlow-group-group-b-10915096,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To Poll a Vote,Mabior Chol,Mabior Chol,,,1.0,4.0,0.25,0.72645,47.645,1.9058000000000002,0.1252168344135031,0.1252168344135031,4.0,MEDIUM,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier MEDIUM: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-a-vote-10868936,2026-09-17T04:16:34.686425+00:00
PLAYER_H2H,AFL Brownlow H2H's,Max Hall to outpoll Murphy Reid,Max Hall,,Murphy Reid,,2.46,0.4065040650406504,0.86952,46.30159349593496,1.1390192,1.5980022838115655,1.584897362457781,12.0,HIGH,SETTLEMENT_UNCERTAIN,non-trivial tie probability between the two players (0.045),REVIEW REQUIRED,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-h2hs/murphy-reid-v-max-hall-10911800,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To Poll a Vote,Will Hayward,Will Hayward,,,1.0,6.0,0.16666666666666666,0.60519,43.852333333333334,2.6311400000000003,0.2187155957174336,0.2047063876651971,5.0,MEDIUM,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier MEDIUM: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-a-vote-10868936,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To Poll a Vote,Marcus Windhager,Marcus Windhager,,,1.0,4.25,0.23529411764705882,0.67327,43.79758823529412,1.8613975000000003,0.504590784735589,0.504590784735589,6.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-a-vote-10868936,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To Poll a Vote,Jordon Sweet,Jordon Sweet,,,1.0,2.2,0.45454545454545453,0.88728,43.27345454545454,0.952016,1.3720861614723754,0.8202596204522381,8.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-a-vote-10868936,2026-09-17T04:16:34.686425+00:00
TOP_N,Top 5 Finish (Includes Ineligible),Harry Sheezel,Harry Sheezel,,,5.0,10.0,0.1,0.52591,42.591,4.2591,3.295562707918688,2.261067858862265,15.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/top-5-finish-includes-ineligible--10804245,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To poll 25 or more votes,Harry Sheezel,Harry Sheezel,,,25.0,6.25,0.16,0.57561,41.56099999999999,2.5975624999999996,3.295562707918688,2.261067858862265,15.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-25-or-more-votes-10865487,2026-09-17T04:16:34.686425+00:00
PLAYER_VOTES_OU,Zak Butters Votes O/U,Over,Zak Butters,,,18.5,1.87,0.53475935828877,0.93183,39.70706417112301,0.7425221000000002,6.428976510436936,4.498847565358734,13.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-player-votes-o-u/zak-butters-votes-o-u-10911175,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To poll 20 or more votes,Zak Butters,Zak Butters,,,20.0,1.99,0.5025125628140703,0.88181,37.92974371859297,0.7548018999999999,6.428976510436936,4.498847565358734,13.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-20-or-more-votes-10865485,2026-09-17T04:16:34.686425+00:00
PLAYER_VOTES_OU,Luke Jackson Votes O/U,Under,Luke Jackson,,,17.5,1.87,0.53475935828877,0.90018,36.542064171123,0.6833366000000001,1.907590918545143,1.3768516536469768,14.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-player-votes-o-u/luke-jackson-votes-o-u-10911200,2026-09-17T04:16:34.686425+00:00
PLAYER_VOTES_OU,Marcus Bontempelli Votes O/U,Under,Marcus Bontempelli,,,30.5,1.87,0.53475935828877,0.8928,35.80406417112301,0.6695360000000001,1.5780527912117996,1.5780527912117996,13.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-player-votes-o-u/marcus-bontempelli-votes-o-u-10911135,2026-09-17T04:16:34.686425+00:00
PLAYER_VOTES_OU,Nick Daicos Votes O/U,Over,Nick Daicos,,,43.5,1.87,0.53475935828877,0.87644,34.168064171123,0.6389428000000001,0.9232905686771886,0.2331800353149589,12.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-player-votes-o-u/nick-daicos-votes-o-u-10911131,2026-09-17T04:16:34.686425+00:00
TEAM_TOP_POLLER,Gold Coast SUNS Most Votes,Noah Anderson,Noah Anderson,Gold Coast SUNS,,,6.0,0.16666666666666666,0.503199,33.65323333333333,2.0191939999999997,0.6012730846110834,0.5326948944087739,14.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-teams/gold-coast-suns-most-votes-10819441,2026-09-17T04:16:34.686425+00:00
TOP_N,Top 20 Finish (Includes Ineligible),Shai Bolton,Shai Bolton,,,20.0,12.0,0.08333333333333333,0.41887,33.55366666666667,4.02644,0.9293998610991724,0.3206460777763489,13.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/top-20-finish-includes-ineligible--10804257,2026-09-17T04:16:34.686425+00:00
EXACTA,Brownlow Medal Exacta,Nick Daicos/Bailey Smith,Nick Daicos,,Nick Daicos/Bailey Smith,,1.73,0.5780346820809249,0.91271,33.46753179190751,0.5789883,0.9232905686771886,0.2331800353149589,12.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/brownlow-medal-exacta-10861171,2026-09-17T04:16:34.686425+00:00
QUINELLA,Brownlow Medal Quinella,Bailey Smith/Nick Daicos,Bailey Smith,,Bailey Smith/Nick Daicos,,1.67,0.5988023952095809,0.92567,32.68676047904191,0.5458688999999999,0.581983245516696,0.2682935583187955,15.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/brownlow-medal-quinella-10861170,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To poll 25 or more votes,Zak Butters,Zak Butters,,,25.0,16.0,0.0625,0.38661,32.411,5.18576,6.428976510436936,4.498847565358734,13.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,SPECULATIVE UPSIDE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-25-or-more-votes-10865487,2026-09-17T04:16:34.686425+00:00
TEAM_VOTES_OU,Western Bulldogs Team Votes O/U,Over,,Western Bulldogs,,66.5,1.87,0.53475935828877,0.85639,32.163064171123004,0.6014493000000001,,,,UNKNOWN,PRICE_SUSPECT,Over and Under both priced at 1.87 - flat/templated pricing pattern shared across most team O/U markets; held out of headline value pending a market refresh,REVIEW REQUIRED — PRICE FRESHNESS,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-team-votes-o-u/western-bulldogs-team-votes-o-u-10911283,2026-09-17T04:16:34.686425+00:00
TEAM_VOTES_OU,Port Adelaide Team Votes O/U,Under,,Port Adelaide,,53.5,1.87,0.53475935828877,0.85633,32.157064171123004,0.6013371000000001,,,,UNKNOWN,PRICE_SUSPECT,Over and Under both priced at 1.87 - flat/templated pricing pattern shared across most team O/U markets; held out of headline value pending a market refresh,REVIEW REQUIRED — PRICE FRESHNESS,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-team-votes-o-u/port-adelaide-team-votes-o-u-10911274,2026-09-17T04:16:34.686425+00:00
PLAYER_VOTES_OU,Jai Newcombe Votes O/U,Under,Jai Newcombe,,,22.5,1.87,0.53475935828877,0.85225,31.749064171123,0.5937075,0.1835185378956296,0.1057104600025269,14.0,MEDIUM,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier MEDIUM: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-player-votes-o-u/jai-newcombe-votes-o-u-10911153,2026-09-17T04:16:34.686425+00:00
TEAM_VOTES_OU,Brisbane Lions Team Votes O/U,Over,,Brisbane Lions,,87.5,1.87,0.53475935828877,0.85077,31.601064171123006,0.5909399000000002,,,,UNKNOWN,PRICE_SUSPECT,Over and Under both priced at 1.87 - flat/templated pricing pattern shared across most team O/U markets; held out of headline value pending a market refresh,REVIEW REQUIRED — PRICE FRESHNESS,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-team-votes-o-u/brisbane-lions-team-votes-o-u-10911241,2026-09-17T04:16:34.686425+00:00
TEAM_VOTES_OU,St Kilda Team Votes O/U,Under,,St Kilda,,70.5,1.87,0.53475935828877,0.85023,31.547064171123008,0.5899301000000001,,,,UNKNOWN,PRICE_SUSPECT,Over and Under both priced at 1.87 - flat/templated pricing pattern shared across most team O/U markets; held out of headline value pending a market refresh,REVIEW REQUIRED — PRICE FRESHNESS,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-team-votes-o-u/st-kilda-team-votes-o-u-10911280,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To poll 10 or more votes,Zach Merrett,Zach Merrett,,,10.0,7.25,0.13793103448275862,0.4494,31.14689655172414,2.25815,0.552517649918391,0.1188754591178664,11.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-10-or-more-votes-10865473,2026-09-17T04:16:34.686425+00:00
PLAYER_H2H,AFL Brownlow H2H's,Zak Butters to outpoll Kysaiah Pickett,Zak Butters,,Kysaiah Pickett,,1.87,0.53475935828877,0.83379,29.903064171123006,0.5591873,6.428976510436936,4.498847565358734,13.0,HIGH,SETTLEMENT_UNCERTAIN,non-trivial tie probability between the two players (0.053),REVIEW REQUIRED,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-h2hs/kysaiah-pickett-v-zak-butters-10911762,2026-09-17T04:16:34.686425+00:00
TOP_N,Top 5 Finish (Includes Ineligible),Zak Butters,Zak Butters,,,5.0,34.0,0.029411764705882353,0.32683,29.741823529411764,10.11222,6.428976510436936,4.498847565358734,13.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,SPECULATIVE UPSIDE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/top-5-finish-includes-ineligible--10804245,2026-09-17T04:16:34.686425+00:00
TEAM_VOTES_OU,West Coast Eagles Team Votes O/U,Under,,West Coast Eagles,,30.5,1.87,0.53475935828877,0.8279,29.314064171123,0.548173,,,,UNKNOWN,PRICE_SUSPECT,Over and Under both priced at 1.87 - flat/templated pricing pattern shared across most team O/U markets; held out of headline value pending a market refresh,REVIEW REQUIRED — PRICE FRESHNESS,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-team-votes-o-u/west-coast-eagles-team-votes-o-u-10911282,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To poll 20 or more votes,Harry Sheezel,Harry Sheezel,,,20.0,1.54,0.6493506493506493,0.93915,28.97993506493507,0.446291,3.295562707918688,2.261067858862265,15.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-20-or-more-votes-10865485,2026-09-17T04:16:34.686425+00:00
TEAM_VOTES_OU,Geelong Cats Team Votes O/U,Over,,Geelong Cats,,87.5,1.87,0.53475935828877,0.81663,28.187064171122998,0.5270981000000001,,,,UNKNOWN,PRICE_SUSPECT,Over and Under both priced at 1.87 - flat/templated pricing pattern shared across most team O/U markets; held out of headline value pending a market refresh,REVIEW REQUIRED — PRICE FRESHNESS,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-team-votes-o-u/geelong-cats-team-votes-o-u-10911267,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To poll 10 or more votes,Charlie Curnow,Charlie Curnow,,,10.0,2.75,0.36363636363636365,0.64312,27.948363636363638,0.76858,1.0387589892435771,0.5821247913179057,8.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-10-or-more-votes-10865473,2026-09-17T04:16:34.686425+00:00
TOP_N,Top 20 Finish (Includes Ineligible),Clayton Oliver,Clayton Oliver,,,20.0,4.0,0.25,0.52796,27.796,1.11184,1.5406257026378594,0.344609362730635,16.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/top-20-finish-includes-ineligible--10804257,2026-09-17T04:16:34.686425+00:00
PLAYER_VOTES_OU,Max Gawn Votes O/U,Under,Max Gawn,,,22.5,1.87,0.53475935828877,0.81097,27.621064171123,0.5165139000000001,3.6638325386388537,0.7559909067700943,15.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-player-votes-o-u/max-gawn-votes-o-u-10911158,2026-09-17T04:16:34.686425+00:00
TOP_N,Top 20 Finish (Includes Ineligible),Noah Anderson,Noah Anderson,,,20.0,19.0,0.05263157894736842,0.32085,26.821842105263162,5.096150000000001,0.6012730846110834,0.5326948944087739,14.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,SPECULATIVE UPSIDE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/top-20-finish-includes-ineligible--10804257,2026-09-17T04:16:34.686425+00:00
PLAYER_VOTES_OU,Jordan Dawson Votes O/U,Under,Jordan Dawson,,,23.5,1.87,0.53475935828877,0.80031,26.555064171123,0.49657970000000007,0.6454235874816163,0.6454235874816163,12.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-player-votes-o-u/jordan-dawson-votes-o-u-10911145,2026-09-17T04:16:34.686425+00:00
TOP_N,Top 20 Finish (Includes Ineligible),Brodie Grundy,Brodie Grundy,,,20.0,14.0,0.07142857142857142,0.33356,26.213142857142856,3.6698400000000007,2.005547388796769,0.2885413989260588,12.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/top-20-finish-includes-ineligible--10804257,2026-09-17T04:16:34.686425+00:00
TEAM_TOP_POLLER,St Kilda Most Votes - Without N.Wanganeen-Milera,Hugo Garcia,Hugo Garcia,St Kilda,,,10.0,0.1,0.3575108333333333,25.751083333333323,2.5751083333333327,2.998778291239515,2.998778291239515,12.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-teams/st-kilda-most-votes-without-n-wanganeen-milera-10819443,2026-09-17T04:16:34.686425+00:00
PLAYER_VOTES_OU,Bailey Smith Votes O/U,Over,Bailey Smith,,,32.5,1.87,0.53475935828877,0.79214,25.738064171123,0.4813018,0.581983245516696,0.2682935583187955,15.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-player-votes-o-u/bailey-smith-votes-o-u-10911134,2026-09-17T04:16:34.686425+00:00
TEAM_VOTES_OU,Sydney Swans Team Votes O/U,Over,,Sydney Swans,,102.5,1.87,0.53475935828877,0.77948,24.472064171122998,0.4576275999999999,,,,UNKNOWN,PRICE_SUSPECT,Over and Under both priced at 1.87 - flat/templated pricing pattern shared across most team O/U markets; held out of headline value pending a market refresh,REVIEW REQUIRED — PRICE FRESHNESS,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-team-votes-o-u/sydney-swans-team-votes-o-u-10911281,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To Poll a Vote,Sam Draper,Sam Draper,,,1.0,4.5,0.2222222222222222,0.46034,23.81177777777778,1.07153,0.1602360760732281,0.1275899516829856,4.0,MEDIUM,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier MEDIUM: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-a-vote-10868936,2026-09-17T04:16:34.686425+00:00
PLAYER_H2H,AFL Brownlow H2H's,Lachie Neale to outpoll Jai Newcombe,Lachie Neale,,Jai Newcombe,,1.72,0.5813953488372093,0.81166,23.02646511627907,0.39605520000000016,0.639783272451762,0.4178617270819131,13.0,HIGH,SETTLEMENT_UNCERTAIN,non-trivial tie probability between the two players (0.050),REVIEW REQUIRED,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-h2hs/lachie-neale-v-jai-newcombe-10911705,2026-09-17T04:16:34.686425+00:00
PLAYER_VOTES_OU,Harry Sheezel Votes O/U,Over,Harry Sheezel,,,22.5,1.87,0.53475935828877,0.7637,22.894064171123006,0.42811900000000014,3.295562707918688,2.261067858862265,15.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-player-votes-o-u/harry-sheezel-votes-o-u-10911169,2026-09-17T04:16:34.686425+00:00
TOP_N,Top 3 Finish (Includes Ineligible),Harry Sheezel,Harry Sheezel,,,3.0,67.0,0.014925373134328358,0.2344,21.947462686567164,14.7048,3.295562707918688,2.261067858862265,15.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,SPECULATIVE UPSIDE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/top-3-finish-includes-ineligible--10804244,2026-09-17T04:16:34.686425+00:00
TEAM_VOTES_OU,North Melbourne Team Votes O/U,Under,,North Melbourne,,67.5,1.87,0.53475935828877,0.75017,21.541064171123004,0.40281790000000006,,,,UNKNOWN,PRICE_SUSPECT,Over and Under both priced at 1.87 - flat/templated pricing pattern shared across most team O/U markets; held out of headline value pending a market refresh,REVIEW REQUIRED — PRICE FRESHNESS,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-team-votes-o-u/north-melbourne-team-votes-o-u-10911273,2026-09-17T04:16:34.686425+00:00
TOP_N,Top 20 Finish (Includes Ineligible),Caleb Serong,Caleb Serong,,,20.0,3.2,0.3125,0.52354,21.104,0.6753280000000002,0.7101854195620962,0.4478862385459248,14.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-medal/top-20-finish-includes-ineligible--10804257,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To Poll a Vote,Josh Battle,Josh Battle,,,1.0,2.95,0.3389830508474576,0.54984,21.085694915254237,0.622028,0.0742602989015022,0.0742602989015022,5.0,MEDIUM,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier MEDIUM: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-a-vote-10868936,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To Poll a Vote,Massimo D'Ambrosio,Massimo D'Ambrosio,,,1.0,3.9,0.25641025641025644,0.4663,20.988974358974353,0.81857,0.1159535710173895,0.0938740007857283,5.0,MEDIUM,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier MEDIUM: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-a-vote-10868936,2026-09-17T04:16:34.686425+00:00
PLAYER_H2H,AFL Brownlow H2H's,Touk Miller to outpoll Jordan De Goey,Touk Miller,,Jordan De Goey,,1.6,0.625,0.83402,20.901999999999997,0.33443200000000006,0.3699715507946095,0.3699715507946095,10.0,HIGH,SETTLEMENT_UNCERTAIN,non-trivial tie probability between the two players (0.062),REVIEW REQUIRED,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-h2hs/touk-miller-v-jordan-de-goey-10911831,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To Poll a Vote,Bailey Williams,Bailey Williams,,,1.0,1.46,0.684931506849315,0.89062,20.568849315068494,0.30030519999999994,0.3255047753466218,0.0852850210664941,5.0,MEDIUM,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier MEDIUM: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-a-vote-10868936,2026-09-17T04:16:34.686425+00:00
PLAYER_H2H,AFL Brownlow H2H's,Toby Greene to outpoll Nick Watson,Toby Greene,,Nick Watson,,1.93,0.5181347150259068,0.72057,20.243528497409326,0.3907001000000001,1.4676632242243404,0.7926971329510515,12.0,HIGH,SETTLEMENT_UNCERTAIN,non-trivial tie probability between the two players (0.081),REVIEW REQUIRED,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-h2hs/nick-watson-v-toby-greene-10911812,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To poll 10 or more votes,Jack Gunston,Jack Gunston,,,10.0,1.54,0.6493506493506493,0.85023,20.08793506493507,0.3093542,1.545563377655002,0.3991962453741635,12.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-10-or-more-votes-10865473,2026-09-17T04:16:34.686425+00:00
PICK_YOUR_OWN_VOTES,To poll 15 or more votes,Jack Gunston,Jack Gunston,,,15.0,14.0,0.07142857142857142,0.26999,19.85614285714286,2.77986,1.545563377655002,0.3991962453741635,12.0,HIGH,VERIFIED_BUT_MODEL_SENSITIVE,confidence tier HIGH: elevated structural-break sensitivity and/or model disagreement for this player,MODEL-SENSITIVE VALUE,https://www.sportsbet.com.au/betting/australian-rules/afl-brownlow-pick-your-own-vote/to-poll-15-or-more-votes-10865474,2026-09-17T04:16:34.686425+00:00
