rank,player_id,player_name,team_id,A_historical,A_with_reputation,B_recent_era,C_stats_assisted,D_high,D_low,D_medium,FINAL_ENSEMBLE,structural_break_sensitivity,model_disagreement_range,reputation_effect,sim_mean_votes,sim_median_votes,sim_p10,sim_p90,sim_p2_5,sim_p97_5,prob_ge_10,prob_ge_15,prob_ge_20,prob_ge_25,prob_ge_30,prob_ge_35,prob_rank_1,prob_top3_rank,prob_top10_rank,projected_3_vote_games,projected_2_vote_games,projected_1_vote_games
288,12391,Conor McKenna,brisbane_lions,0.2849824653921418,0.3055523050780777,0.3179883242847942,0.2857326324992696,0.2854325656564186,0.285094990458211,0.2852450238796366,0.2918461956581671,0.0007501671071278,0.0330058588926524,0.0205698396859358,0.29148,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
289,13299,Jacob Farrow,essendon,0.2963223522292935,0.0,0.3335986120546805,0.2591508903945641,0.2740194751284557,0.2907466329540839,0.283312340587138,0.2907675925522154,0.0371714618347293,0.0744477216601163,-0.2963223522292935,0.29369,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
290,12453,Corey Wagner,fremantle,0.2956837848133229,0.2912143882536244,0.2858610337389468,0.2810208956552024,0.2868860513184507,0.2934843514396049,0.2905517736079808,0.2885872233931055,0.0146628891581205,0.0146628891581205,-0.0044693965596985,0.28751,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
291,12916,Lachlan Bramble,western_bulldogs,0.2731176059085632,0.2867980646096384,0.2451809865797522,0.3305101728173437,0.3075531460538318,0.2817264909448806,0.2932050043266367,0.2876176804608743,0.0573925669087804,0.0853291862375914,0.0136804587010752,0.28859,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
292,13156,Logan Evans,port_adelaide,0.2964375030302553,0.3151104362096086,0.305699570667776,0.2594838151951125,0.2742652903291697,0.290894449854984,0.2835037122879554,0.2853561258154595,0.0369536878351428,0.0462157554726635,0.0186729331793533,0.28281,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
293,13081,Luke Nankervis,adelaide,0.2450444866010463,0.2734630749356666,0.2619466072479963,0.3231926058929996,0.2919333581762182,0.2567667044948393,0.2723963283532299,0.2757767524826199,0.0781481192919532,0.0781481192919532,0.0284185883346202,0.27584,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
294,12740,Isaac Quaynor,collingwood,0.263142245876266,0.2737001744982713,0.2626576301012231,0.2944206779472448,0.2819093051188536,0.267834010686913,0.2740896971011088,0.2739927739461002,0.0312784320709787,0.0317630478460216,0.0105579286220052,0.27607,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
295,13032,Bailey Laurie,melbourne,0.2882729812237018,0.3262183052230007,0.3057981349285193,0.2370327095230084,0.2575288182032859,0.2805869404685979,0.2703388861284593,0.2738439168694228,0.0512402717006933,0.0687654254055109,0.0379453239992989,0.27351,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
296,13066,Oisin Mullin,geelong,0.261468237233087,0.2720197620919026,0.2687881992362435,0.2788021697309733,0.2718685967318188,0.2640683271077696,0.267535113607347,0.2689991060079786,0.0173339324978862,0.0173339324978862,0.0105515248588156,0.26514,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
297,12083,Jamie Elliott,collingwood,0.2451938032509183,0.2884547871253786,0.2716630236477489,0.2838955059300903,0.2684148248584211,0.2509990586527942,0.2587393991886284,0.2640332432679945,0.0387017026791719,0.0387017026791719,0.0432609838744602,0.26295,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
298,12499,Jack Bowes,geelong,0.2601197247541346,0.2398388574231944,0.2726294032750937,0.2641085315106043,0.2625130088080172,0.2607180457676062,0.2615158071189,0.264017742823093,0.0039888067564697,0.012509678520959,-0.0202808673309402,0.26618,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
299,13164,Joe Fonti,greater_western_sydney,0.2569765709388323,0.2909507564695239,0.2334775708214877,0.2903378356479313,0.2769933297642918,0.2619807606451973,0.2686530135870171,0.2639532135635481,0.033361264709099,0.0568602648264436,0.0339741855306915,0.26339,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
300,13279,Phoenix Gothard,greater_western_sydney,0.3159320468737331,0.0,0.2060834114871222,0.2298370876678615,0.2642750713502101,0.3030178029928522,0.285798811151678,0.2638290840743558,0.0860949592058716,0.1098486353866108,-0.3159320468737331,0.26157,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
301,12334,Liam Duggan,west_coast,0.2654864895935164,0.3036428568613334,0.2797112998561664,0.2517323286736478,0.2572339930415951,0.2634233654555361,0.2606725332715623,0.2635174953240922,0.0137541609198686,0.0279789711825185,0.0381563672678169,0.26226,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
302,12755,Jye Caldwell,essendon,0.2763670675809734,0.2540504045882348,0.3082430675189788,0.2213529792164719,0.2433586145622725,0.2681149543262981,0.2571121366533979,0.2634873366409989,0.0550140883645015,0.0868900883025068,-0.0223166629927386,0.25978,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
303,12902,Hugo Ralphsmith,richmond,0.2453060116544266,0.2919813847542908,0.2335318567445403,0.3005840316376489,0.2784728236443607,0.2535977146519105,0.2646533186485551,0.2622984876665775,0.0552780199832222,0.0670521748931086,0.0466753730998641,0.25637,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
304,13001,Ryan Angwin,greater_western_sydney,0.2553164148141608,0.2748490656396781,0.2809355097817358,0.2519956155668506,0.2533239352657744,0.2548182949270642,0.2541541350776021,0.2592779540711171,0.0033207992473102,0.0289398942148852,0.0195326508255172,0.25677,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
305,12772,Toby Bedford,greater_western_sydney,0.2408321283514749,0.2683315822568409,0.2557436446048049,0.2614703287993052,0.2532150486201731,0.2439278584186495,0.2480554985082155,0.2510378017588815,0.0206382004478302,0.0206382004478302,0.027499453905366,0.24887,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
306,13170,Cooper Lord,carlton,0.2586051358829371,0.2797415221940844,0.2670163373123815,0.230485570707098,0.2417333967774336,0.2543872011065612,0.2487632880713934,0.2504455283572823,0.028119565175839,0.0365307666052834,0.0211363863111472,0.25142,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
307,13028,Lachlan Cowan,carlton,0.247917678267929,0.2779189701044634,0.2522635927339763,0.249058457268356,0.2486021456681851,0.2480887951179931,0.2483169509180784,0.2491861338112879,0.001140779000427,0.0043459144660473,0.0300012918365344,0.24663,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
308,12377,Jayden Laverde,greater_western_sydney,0.2510851908726143,0.2674222605311934,0.2282323549809035,0.2581106828251679,0.2553004860441464,0.2521390146654974,0.2535441130560081,0.2489735458776659,0.0070254919525536,0.0298783278442644,0.016337069658579,0.24822,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
309,13182,Matthew Jefferson,melbourne,0.2324635228714256,0.2764979376574386,0.2288420422434139,0.2793769808545737,0.2606115976613144,0.2395005415688977,0.2488832331655273,0.2481589370399249,0.0469134579831481,0.0505349386111598,0.0440344147860129,0.24986,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
310,13138,Bruce Reville,brisbane_lions,0.2431514046538314,0.2415606881024339,0.2244644969589893,0.2558624830763912,0.2507780517073674,0.2450580664172152,0.2476002821017273,0.2438629005627589,0.0127110784225597,0.0313979861174018,-0.0015907165513975,0.2421,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
311,12597,Esava Ratugolea,port_adelaide,0.2229116839916235,0.2720049369247347,0.2225456052802583,0.2754890683374612,0.2544581145991262,0.2307982916434992,0.2413137685126667,0.2412405527703938,0.0525773843458377,0.0529434630572029,0.0490932529331112,0.23611,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
312,13248,Roan Steele,collingwood,0.2315633366506298,0.0,0.2253111344766305,0.2404157417316765,0.2368747796992577,0.2328911974127868,0.2346616784289961,0.2334112379941963,0.0088524050810467,0.015104607255046,-0.2315633366506298,0.23333,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
313,12175,Zac Williams,carlton,0.220528303208786,0.1997754890213417,0.2254196621814022,0.2465122667391522,0.2361186813270054,0.2244258977383409,0.2296226904444141,0.2306009622389372,0.0259839635303661,0.0259839635303661,-0.0207528141874442,0.22833,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
314,12655,Oscar Allen,brisbane_lions,0.2251744281246578,0.248572284824532,0.2405597253480976,0.2306880149767946,0.2284825802359398,0.2260014661524782,0.2271041835229056,0.2301812429675936,0.0055135868521367,0.0153852972234398,0.0233978566998741,0.23088,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
315,12838,Keidean Coleman,brisbane_lions,0.2190011149982845,0.2538870149255613,0.2137269970106811,0.2333895145948726,0.2276341547562373,0.2211593749377727,0.2240370548570903,0.2229822312595696,0.014388399596588,0.0196625175841914,0.0348858999272767,0.22303,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
316,12282,Rory Lobb,western_bulldogs,0.2467523885745342,0.2594145999115404,0.2142421815261509,0.1958365997988053,0.2162029153090969,0.2391150202581748,0.2289318625030291,0.2224298210933524,0.0509157887757288,0.0509157887757288,0.0126622113370062,0.22542,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
317,12437,Mason Redman,essendon,0.2327723840185001,0.2528620244014053,0.2155945508258189,0.2054775260279465,0.216395469224168,0.228678155319917,0.2232191837218064,0.2197836170832701,0.0272948579905535,0.0272948579905535,0.0200896403829052,0.21934,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
318,13062,Jhye Clark,geelong,0.2224595703339581,0.2467955533029556,0.1960126693224461,0.2286176345578821,0.2261544088683125,0.2233832799675468,0.2246148928123316,0.2193255126100291,0.006158064223924,0.0326049652354359,0.0243359829689975,0.22037,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
319,12769,Connor Budarick,western_bulldogs,0.2203709832097382,0.2290813054590962,0.2027769262255767,0.222041320650935,0.2213731856744563,0.2206215338259177,0.2209556013141571,0.2174367899173248,0.0016703374411968,0.0192643944253582,0.008710322249358,0.21716,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
320,12866,Tom Powell,north_melbourne,0.2167739919003412,0.2204588924142588,0.2422160970249562,0.1881518368951868,0.1996006988972486,0.2124806686495681,0.2067562376485372,0.2118446586734602,0.0286221550051543,0.0540642601297693,0.0036849005139175,0.2131,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
321,12672,Sam Switkowski,fremantle,0.2145792287205067,0.2330136800703151,0.215275038965907,0.2042605561144718,0.2083880251568858,0.2130314278296014,0.2109676933083945,0.2111068553574746,0.0103186726060349,0.0110144828514352,0.0184344513498083,0.2108,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
322,12385,Lachie Weller,gold_coast,0.2040262336128355,0.2186030346376157,0.2058563519902188,0.2155694838809804,0.2109521837737225,0.2057577211530572,0.2080663712066862,0.2084323948821629,0.0115432502681449,0.0115432502681449,0.0145768010247802,0.20683,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
323,12867,Miles Bergman,port_adelaide,0.2180086840724764,0.2612812392569784,0.2046975779140808,0.1966922086908032,0.2052187988434725,0.2148112127652255,0.2105479176888909,0.2078856964572117,0.0213164753816731,0.0213164753816731,0.0432725551845019,0.20837,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
324,12236,Jack Martin,geelong,0.2048175516058822,0.2031014106589993,0.2335681473816602,0.1725860017675488,0.1854786217028828,0.1999828191301333,0.1935365091624664,0.1992866283176228,0.0322315498383334,0.0609821456141114,-0.0017161409468828,0.20091,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
325,12349,Kyle Langford,essendon,0.1977516571933536,0.2229515531916654,0.1908843735193391,0.1988506665549603,0.1984110628103177,0.1979165085975946,0.1981363104699159,0.196762853735113,0.0010990093616067,0.0079662930356212,0.0251998959983118,0.19735,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
326,12444,Sam Collins,gold_coast,0.2071603260388502,0.2301655792697283,0.1861418492981857,0.1890332780512528,0.1962840972462918,0.2044412688407106,0.2008158592431911,0.1966121638950582,0.0181270479875974,0.0210184767406645,0.023005253230878,0.1948,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
327,12246,Luke McDonald,north_melbourne,0.2000446248846408,0.2266182459026955,0.2009712226459258,0.1860235323132902,0.1916319693418304,0.1979414609989382,0.1951372424846681,0.1953225620369251,0.0140210925713505,0.0149476903326356,0.0265736210180547,0.1983,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
328,12724,Darcy Fort,brisbane_lions,0.1795763302615675,0.1868092278903635,0.2062990952550114,0.2067493400312244,0.1958801361233618,0.183652281727016,0.1890868836809475,0.1944314366796362,0.0271730097696569,0.0271730097696569,0.007232897628796,0.19486,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
329,13204,Isaiah Dudley,fremantle,0.1875892284831281,0.1905943587953181,0.206207330017906,0.1882217059774411,0.1879687149797159,0.187684100107275,0.1878105956061377,0.1915342159130932,0.0006324774943129,0.0186181015347779,0.00300513031219,0.18801,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
330,12941,Ben Miller,richmond,0.2008198581077922,0.2167229748064634,0.1729464283776354,0.17753463419784,0.1868487237618209,0.1973270745212995,0.192670029739309,0.1870953437932776,0.0232852239099522,0.0278734297301568,0.0159031166986712,0.18815,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
331,13150,Billy Dowling,adelaide,0.1803572718168241,0.1750703240850829,0.1841474299288113,0.191100161073308,0.1868030053707141,0.1819687052052966,0.1841172830565933,0.1848753146789907,0.0107428892564838,0.0107428892564838,-0.0052869477317412,0.18298,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
332,12531,Mark OConnor,geelong,0.1691541479245666,0.1741782337098099,0.187211159194002,0.1885972393201765,0.1808200027619325,0.172070611633908,0.17595922991303,0.1795706321669171,0.0194430913956098,0.0194430913956098,0.0050240857852432,0.18041,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
333,12872,Nick Murray,adelaide,0.1891079799038048,0.2018515580236796,0.1661650003932715,0.17341353575544,0.179691313414786,0.1867538132815501,0.1836149244518772,0.1790263285497705,0.0156944441483647,0.0229429795105333,0.0127435781198747,0.17822,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
334,13297,Talor Byrne,carlton,0.185335407485896,0.0,0.1879695740210585,0.1604594263226034,0.1704098187879205,0.1816040103114022,0.1766288140787436,0.1771556473857762,0.0248759811632926,0.0275101476984551,-0.185335407485896,0.17896,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335,12976,Jack Carroll,st_kilda,0.1872758776846669,0.2114555224140315,0.1644119683083333,0.1692936231178682,0.1764865249445877,0.1845785394996471,0.1809820885862874,0.1764093067110207,0.0179822545667986,0.0228639093763335,0.0241796447293646,0.17971,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
336,13086,James Borlase,adelaide,0.1822173115954018,0.1991650435861462,0.1674165247446424,0.1724604623998406,0.1763632020780651,0.1807537842160677,0.1788024143769554,0.1758422570068036,0.0097568491955612,0.0148007868507594,0.0169477319907444,0.17542,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
337,13014,Tyler Sonsie,richmond,0.1665997030844909,0.1808013079377947,0.1851201937562475,0.1812960941651846,0.1754175377329074,0.1688041617465952,0.1717434399627339,0.1754475380970851,0.0146963910806936,0.0185204906717565,0.0142016048533037,0.17705,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
338,12906,Ned Reeves,hawthorn,0.1695020450307361,0.1934613869855888,0.137042292302734,0.2034812994863282,0.1898895977040914,0.1745989331990749,0.1813947840901934,0.174902833544593,0.033979254455592,0.0664390071835942,0.0239593419548526,0.17381,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
339,12676,Billy Frampton,collingwood,0.1660923836099726,0.1725053040815099,0.1734234936545652,0.1766633197213951,0.1724349452768263,0.1676780240266859,0.1697922112489705,0.171258433257889,0.0105709361114224,0.0105709361114224,0.0064129204715372,0.17404,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
340,12696,Xavier Duursma,essendon,0.1501592446543113,0.1624009708956497,0.1715427656417161,0.1880990045366727,0.1729231005837282,0.1558502086366656,0.1634381606131379,0.1677148648106188,0.0379397598823613,0.0379397598823613,0.0122417262413383,0.17007,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
341,12352,Alex Pearce,fremantle,0.1530660465405226,0.1702334820420311,0.155736116845197,0.1843137847899855,0.1718146894902003,0.157753207277942,0.1640027549278346,0.1645367689887695,0.0312477382494628,0.0312477382494628,0.0171674355015085,0.16316,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
342,13188,Joe Berry,port_adelaide,0.1728221571088616,0.1851206103620944,0.1651650420703144,0.1534438850332418,0.1611951938634898,0.1699154162975187,0.1660397618823947,0.1645083388746853,0.0193782720756197,0.0193782720756197,0.0122984532532328,0.16757,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
343,12752,Changkuoth Jiath,melbourne,0.1617687119956727,0.1818180833820255,0.1542634094528,0.1691560226671346,0.1662010983985497,0.1628768085963919,0.1643542707306843,0.1628532102221097,0.0073873106714618,0.0148926132143345,0.0200493713863527,0.16747,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
344,13098,Blake Howes,melbourne,0.1597728958701828,0.1790432834118317,0.1749278522744523,0.1536423297500826,0.1560945561981228,0.1588533109521679,0.1576271977281479,0.1606581890090018,0.0061305661201002,0.0212855225243697,0.0192703875416488,0.16003,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
345,12454,Eric Hipwood,brisbane_lions,0.1493998704040013,0.1660033527916996,0.1445677481822919,0.1731369026770468,0.1636420897678287,0.152960425244958,0.1577078316995672,0.1567414072552253,0.0237370322730455,0.0285691544947549,0.0166034823876982,0.15424,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
346,12860,James Jordon,sydney,0.1520472082061408,0.172155257068211,0.1680121734157068,0.1503180485712672,0.1510097124252167,0.1517878342609098,0.1514420023339351,0.1546349953758483,0.0017291596348735,0.0176941248444396,0.0201080488620702,0.15482,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
347,12383,Tom Barrass,hawthorn,0.1477505304315947,0.1574885232151774,0.1457856789989519,0.1658342870840334,0.1586007844230579,0.1504630939294605,0.1540798452599483,0.1536868749734197,0.0180837566524387,0.0200486080850815,0.0097379927835827,0.15682,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
348,12818,Sam Wicks,sydney,0.1521474838875383,0.166051524012615,0.163798269868695,0.1476105447782128,0.149425320421943,0.1514669430211395,0.1505595551992744,0.1528897123955057,0.0045369391093255,0.0161877250904822,0.0139040401250767,0.1516,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
349,13029,Oliver Hollands,carlton,0.154945288643363,0.1625874941994215,0.1572421921977487,0.1407835163733637,0.1464482252813634,0.1528210228028631,0.1499886683488632,0.1504480490597404,0.0141617722699992,0.0164586758243849,0.0076422055560584,0.14929,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
350,13027,Max Michalanney,adelaide,0.1481149547926341,0.1620132813316186,0.1573614957628779,0.1474627090698273,0.14772360735895,0.1480171179342131,0.1478866687896518,0.1497359769837005,0.0006522457228068,0.0098987866930506,0.0138983265389844,0.15243,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
351,13213,Cooper Hynes,western_bulldogs,0.1479644505091933,0.1595983727403331,0.1571114607487008,0.1406938706142591,0.1436021025722328,0.1468738635249532,0.1454197475459663,0.1472491495938678,0.0072705798949342,0.0164175901344417,0.0116339222311397,0.14886,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
352,12748,Rhylee West,western_bulldogs,0.1507502796396841,0.1474420481345814,0.1524830336738485,0.1377746535346145,0.1429649039766424,0.1488039357239237,0.1462088105029098,0.1465553613097426,0.0129756261050696,0.014708380139234,-0.0033082315051027,0.1454,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
353,12440,Jacob Hopper,richmond,0.1499850891187374,0.140487018902013,0.1865690479193377,0.1171539079692015,0.1302863804290159,0.1450604119463071,0.1384941757163999,0.1458109674765199,0.0328311811495359,0.0694151399501362,-0.0094980702167244,0.1451,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
354,13216,Jedd Busslinger,western_bulldogs,0.162793495483964,0.1595189563692509,0.1529553239229512,0.1183323048152031,0.1361167810827075,0.15612431688365,0.1472320787498978,0.1452644444376951,0.0444611906687609,0.0444611906687609,-0.003274539114713,0.14604,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
355,12821,Xavier OHalloran,greater_western_sydney,0.1423255838449309,0.1564094723264642,0.1614973917143233,0.1342541419895312,0.1374827187316908,0.141114867566621,0.1395005791955409,0.1433349407694193,0.0080714418553996,0.027243249724792,0.0140838884815333,0.1461,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
356,12900,Buku Khamis,western_bulldogs,0.1435617781153726,0.1483504240628025,0.1405695485585926,0.143942837658099,0.1437904138410085,0.1436189370467816,0.1436951489553269,0.1430967030439709,0.0003810595427264,0.0033732890995064,0.0047886459474298,0.14485,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
357,12402,Jacob Weitering,carlton,0.1503025838004883,0.1587717017796211,0.1340845557339522,0.1383423071659097,0.143126417819741,0.1485085423053015,0.1461164869783857,0.1428728813650785,0.0119602766345785,0.016218028066536,0.0084691179791328,0.14399,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
358,12267,Darcy Gardiner,brisbane_lions,0.1597108393170673,0.1679837830017744,0.1215146809988328,0.1221034382288693,0.1371463986641487,0.1540697291538378,0.1465482489361982,0.1389090172725513,0.0376074010881979,0.0381961583182344,0.0082729436847071,0.13786,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
359,12874,Jaxon Prior,essendon,0.1400487133176303,0.1574118322991473,0.1422214269406185,0.13368479186199,0.1362303604442461,0.1390941250992843,0.1378213408081562,0.1382558835327538,0.0063639214556403,0.0085366350786284,0.0173631189815169,0.13791,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
360,12491,Andrew McGrath,essendon,0.1326038082605838,0.1626008219214816,0.1323802042380406,0.1358120346659159,0.1345287441037831,0.1330850422213836,0.13372668750245,0.1336819666979414,0.0032082264053321,0.0034318304278753,0.0299970136608977,0.13132,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
361,13096,Tom Brown,richmond,0.1328190152673166,0.1702740097707792,0.1339385707250866,0.1197890538329586,0.1250010384067019,0.130864521052163,0.1282585287652914,0.1284824398568454,0.0130299614343579,0.0141495168921279,0.0374549945034625,0.13008,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
