rank,player_id,player_name,team_id,A_historical,A_with_reputation,B_recent_era,C_stats_assisted,D_high,D_low,D_medium,FINAL_ENSEMBLE,structural_break_sensitivity,model_disagreement_range,reputation_effect,sim_mean_votes,sim_median_votes,sim_p10,sim_p90,sim_p2_5,sim_p97_5,prob_ge_10,prob_ge_15,prob_ge_20,prob_ge_25,prob_ge_30,prob_ge_35,prob_rank_1,prob_top3_rank,prob_top10_rank,projected_3_vote_games,projected_2_vote_games,projected_1_vote_games
142,12937,Brodie Kemp,carlton,1.8339639239155956,2.2782787036904284,1.890823852431,1.591144471848138,1.6882722526751213,1.7975410061054768,1.7489771156919856,1.760349101395066,0.2428194520674573,0.2996793805828617,0.444314779774833,1.76329,2.0,0.0,3.0,0.0,5.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
143,12408,Josh Dunkley,brisbane_lions,1.79418465243513,1.912842871561027,1.797896161401207,1.659882376153135,1.7136032866659334,1.7740393109928307,1.747178855736432,1.7479211575296474,0.1343022762819952,0.138013785248072,0.1186582191258969,1.74362,1.0,0.0,4.0,0.0,6.0,0.00063,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
144,12393,Ed Langdon,melbourne,1.6841428175048132,1.6485226198519711,1.59331943934954,1.8872507013917408,1.8060075478369693,1.7146090000878524,1.755230576865238,1.7370659012341831,0.203107883886928,0.2939312620422012,-0.0356201976528418,1.73736,1.0,0.0,4.0,0.0,6.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
145,12653,Harry Petty,melbourne,1.6524067055876717,1.6232090621428128,1.936252422082405,1.6341828213051937,1.6414723750181848,1.6496731229452997,1.646028346088804,1.702797489387751,0.018223884282478,0.302069600777211,-0.0291976434448588,1.70379,1.0,0.0,4.0,0.0,6.0,0.00045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
146,13197,Levi Ashcroft,brisbane_lions,1.8876850983308624,1.8130269548926317,1.722673605479657,1.4365832778026053,1.617024006013908,1.8200198252516229,1.7297994611459715,1.696797162575731,0.4511018205282568,0.4511018205282568,-0.0746581434382307,1.69676,1.0,0.0,4.0,0.0,5.0,0.00032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
147,12061,Jack Crisp,collingwood,1.6115455277555464,1.5148379543668011,1.646818641190856,1.7817866199705452,1.7136901830845477,1.6370816915877962,1.6711299100307968,1.6781845327178588,0.1702410922149988,0.1702410922149988,-0.0967075733887452,1.67917,1.0,0.0,4.0,0.0,6.0,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
148,12300,Tim Membrey,collingwood,1.6909054118750393,1.8927550262222947,1.542354143501195,1.7090160859038992,1.701771816292356,1.6936220129793689,1.697244147785141,1.6675338941103723,0.0181106740288599,0.1666619424027042,0.2018496143472554,1.66437,2.0,0.0,4.0,0.0,5.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
149,12851,Oliver Henry,geelong,1.621575534217861,1.5814695204970417,1.6003048068516177,1.7454506730243369,1.6959006175017457,1.6401568050388322,1.6649318328001272,1.6606776873268787,0.1238751388064756,0.1451458661727191,-0.0401060137208195,1.66074,1.0,0.0,4.0,0.0,5.0,9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
150,13031,Cam Mackenzie,hawthorn,1.7375380917451946,1.7632072697977712,1.6480218039548276,1.5287956428956366,1.6122926224354597,1.706226724417761,1.664478234647849,1.6465749770897755,0.2087424488495579,0.2087424488495579,0.0256691780525766,1.64293,1.0,0.0,4.0,0.0,6.0,0.00058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
151,12028,Stephen Coniglio,greater_western_sydney,1.6934248613359073,1.749846473902778,1.6873751962048114,1.5252367817861945,1.592512013606079,1.668196649403451,1.6345590334935078,1.6333491004672889,0.1681880795497128,0.1681880795497128,0.0564216125668708,1.63858,1.0,0.0,4.0,0.0,5.0,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
152,13107,Colby McKercher,north_melbourne,1.7275795582521716,1.9870223221450989,1.597093201156794,1.527774827439676,1.607696719764678,1.6976088486302996,1.6576479024678012,1.6315506310487256,0.1998047308124957,0.1998047308124957,0.2594427638929271,1.63462,1.0,0.0,4.0,0.0,5.0,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
153,12417,Marc Pittonet,carlton,1.6932064597483891,1.7448978138914923,1.4972600344138138,1.495724164296504,1.5747170824772578,1.663584115430606,1.6240876563402291,1.5848983712733142,0.1974822954518851,0.1974822954518851,0.0516913541431032,1.58204,1.0,0.0,4.0,0.0,5.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
154,12150,Ollie Wines,port_adelaide,1.6533249273048782,1.6823021342185052,1.6556255548882903,1.4290567968934258,1.5187640490580068,1.6196847077431606,1.57483108166087,1.5752912071775524,0.2242681304114524,0.2265687579948645,0.0289772069136269,1.57922,1.0,0.0,4.0,0.0,5.0,0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
155,12433,Aliir Aliir,port_adelaide,1.429771866022026,1.4412586013423694,1.5076967842543394,1.7872532713072578,1.6442607091931654,1.483394076814811,1.5548903578718574,1.57047534151832,0.3574814052852317,0.3574814052852317,0.0114867353203433,1.57313,1.0,0.0,3.0,0.0,5.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
156,12948,Mitch Owens,st_kilda,1.501906068819702,1.5443791991084683,1.5577191609134913,1.5291743643336693,1.5182670461281471,1.5059963131468377,1.5114499722496424,1.522612590668401,0.0272682955139671,0.0558130920937891,0.0424731302887664,1.52529,1.0,0.0,3.0,0.0,5.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
157,12505,Tom Stewart,geelong,1.473659940538129,1.3279752993279983,1.3549989946934051,1.6749024164039543,1.594405426057622,1.5038463119179974,1.5440948070911638,1.5203626179222198,0.2012424758658253,0.319903421710549,-0.1456846412101307,1.51113,1.0,0.0,4.0,0.0,5.0,0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
158,12518,Hugh McCluggage,brisbane_lions,1.4469125822552786,2.1495942342269845,1.463438075526746,1.6309154158175312,1.5573142823926305,1.4745130072896164,1.5113135740020671,1.5146186726563606,0.1840028335622525,0.1840028335622525,0.7026816519717058,1.51838,1.0,0.0,4.0,0.0,5.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
159,12498,Ben Ainsworth,carlton,1.538682528479976,1.6749474900868375,1.2721603303773217,1.4973591830766146,1.5138885212379594,1.5324840266694724,1.5242193575888,1.4709149179682688,0.0413233454033614,0.2665221981026544,0.1362649616068616,1.47583,1.0,0.0,4.0,0.0,5.0,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
160,12485,Mabior Chol,hawthorn,1.3840102317146747,1.35442065954472,1.4166491489951407,1.5032107170616005,1.4555305229228284,1.401890304516713,1.425730401586098,1.4322581850421907,0.1192004853469255,0.1192004853469255,-0.0295895721699546,1.43551,1.0,0.0,3.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
161,12609,Jack Higgins,st_kilda,1.4427054610356054,1.429176384484392,1.4507671961308808,1.3843261810288316,1.4076778930315557,1.4339485690345983,1.422272713033246,1.423885060052302,0.0583792800067737,0.0664410151020491,-0.0135290765512134,1.42238,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
162,13148,Nate Caddy,essendon,1.4239080065993222,1.478889687692183,1.4502023846358978,1.2872128822515194,1.341890931990641,1.4034037379471522,1.3760647130775916,1.381323588684907,0.1366951243478027,0.1629895023843783,0.0549816810928609,1.3746,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
163,12542,Luke Ryan,fremantle,1.3679051110260054,1.4155104812216646,1.2671958841746278,1.360577146968343,1.363508332591408,1.366805916417356,1.3653403236058237,1.3451984782355482,0.0073279640576624,0.1007092268513776,0.0476053701956591,1.34565,1.0,0.0,3.0,0.0,5.0,0.00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
164,12777,Hayden Young,fremantle,1.346814003679789,1.4671607119968424,1.46763278047994,1.2717325842636278,1.301765152030092,1.3355517907673646,1.3205355068841325,1.3446992622441627,0.0750814194161613,0.1959001962163122,0.1203467083170533,1.34502,1.0,0.0,3.0,0.0,5.0,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
165,11905,Jack Darling,north_melbourne,1.249500033392304,1.2720980186438795,1.4020717295502094,1.2733242430447855,1.2637945591838031,1.253073664840183,1.2578385067706808,1.2883528460022622,0.0238242096524816,0.1525716961579055,0.0225979852515756,1.28867,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
166,12912,Josh Worrell,adelaide,1.1940378353867835,1.134516666518364,1.2145815875697663,1.392573710181762,1.3131593602637706,1.2238182166060303,1.263525391565026,1.2676341420016226,0.1985358747949785,0.1985358747949785,-0.0595211688684194,1.26511,1.0,0.0,3.0,0.0,5.0,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
167,12509,Will Hayward,carlton,1.2682880111768433,1.351557371078021,1.2542834426732152,1.2679724911707433,1.2680986991731833,1.2682406831759283,1.2681775791747083,1.2653766654739826,0.0003155200061,0.014004568503628,0.083269359901178,1.26849,1.0,0.0,3.0,0.0,5.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
168,12558,Josh Battle,hawthorn,1.217290760619633,1.2238602603464,1.268661942743841,1.252819064099373,1.238607742707477,1.222620006141594,1.229725666837542,1.2399999032623836,0.03552830347974,0.0513711821242079,0.0065694997267669,1.23731,1.0,0.0,3.0,0.0,5.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
169,12413,Callum Mills,sydney,1.1961951117190284,1.1602699349221597,1.1795071570298143,1.3113791435765378,1.265305530833534,1.2134727164976558,1.2365095228691574,1.233171931931314,0.1151840318575094,0.1318719865467235,-0.0359251767968686,1.23171,1.0,0.0,3.0,0.0,5.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
170,12824,Sam Flanders,st_kilda,1.2628434690946562,1.190228616510861,1.1440626000637195,1.2215201872870256,1.238049500010078,1.2566449768235115,1.2483803204619854,1.2246241466557983,0.0413232818076305,0.1187808690309364,-0.072614852583795,1.22407,1.0,0.0,3.0,0.0,5.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
171,12403,Daniel Rioli,gold_coast,1.2527180232558908,1.2425973947975468,1.0435145242973738,1.2862800139812265,1.2728552176910917,1.257752321864691,1.2644647200097583,1.2226240202180545,0.0335619907253357,0.2427654896838527,-0.0101206284583439,1.22471,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
172,12441,Bailey Williams,western_bulldogs,1.200552388789116,1.1549604730823084,1.0518145801698655,1.330746917263737,1.278669105873889,1.2200815680603097,1.2461204737552338,1.2163729120313835,0.1301945284746208,0.2789323370938712,-0.0455919157068076,1.21219,1.0,0.0,3.0,0.0,5.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
173,12166,Jack Macrae,st_kilda,1.2378858475233765,1.471179460997471,1.2028545203279624,1.1767859025641256,1.201225880547826,1.2287208557794886,1.2165008667876387,1.209494601348556,0.0610999449592506,0.0610999449592506,0.2332936134740948,1.20873,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
174,12567,Will Setterfield,essendon,1.143856209535559,1.1148402417996155,1.0932439403108458,1.3204058111991863,1.249785970533734,1.170338649785103,1.2056485701178277,1.195526116272885,0.1765496016636274,0.2271618708883407,-0.0290159677359436,1.189,1.0,0.0,3.0,0.0,4.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
175,12357,Karl Amon,hawthorn,1.1555968797506138,1.1578118590401942,1.102258269721463,1.2092387621746623,1.1877820092050426,1.1636431621142207,1.1743715385990303,1.1637038165932003,0.0536418824240485,0.1069804924531996,0.0022149792895804,1.15891,1.0,0.0,3.0,0.0,5.0,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
176,13101,Harvey Thomas,greater_western_sydney,1.104136588859316,1.108264913630336,1.1458483584327597,1.1538490567120836,1.1339640695709752,1.1115934590372316,1.1215359526077844,1.129878306522473,0.0497124678527676,0.0497124678527676,0.0041283247710199,1.12666,1.0,0.0,3.0,0.0,5.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
177,12578,Patrick Lipinski,collingwood,1.1186301881901153,1.1373055708264048,1.0842030962416611,1.1052093590752885,1.1105776907212186,1.1166170638228912,1.1139328979999257,1.1070474796102348,0.0134208291148267,0.0344270919484539,0.0186753826362895,1.10764,1.0,0.0,3.0,0.0,4.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
178,12434,Ben Keays,adelaide,1.0923410203320882,1.181198865313987,1.090848264790045,1.0279932169416302,1.053732338297818,1.082688849823516,1.069819289145428,1.06952073803702,0.064347803390458,0.064347803390458,0.088857844981899,1.07387,1.0,0.0,3.0,0.0,4.0,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
179,11751,Steele Sidebottom,collingwood,1.0366899463017365,1.1858318484760697,0.9709944990145046,1.1418300705341142,1.0997740208411653,1.0524609649365948,1.0734889897830704,1.0603499003256245,0.1051401242323777,0.1708355715196096,0.1491419021743332,1.06068,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
180,12998,Massimo DAmbrosio,hawthorn,1.0348722347552832,1.0356674445459548,1.0125853198295234,1.1120707191760768,1.0811913254077594,1.0464520074184025,1.061891704302561,1.057434321317409,0.0771984844207935,0.0994853993465534,0.0007952097906716,1.06055,0.0,0.0,3.0,0.0,5.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
181,12967,Marcus Windhager,st_kilda,1.0503508492163716,0.9860704540804572,1.0798338986633478,0.9916457191764608,1.0151277711924729,1.0415450797104184,1.0298040537024429,1.0357006635918389,0.0587051300399106,0.0881881794868868,-0.0642803951359143,1.04063,0.0,0.0,3.0,0.0,5.0,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
182,12801,Michael Frederick,fremantle,0.9875717131697468,0.9842760314513924,1.0220365240994989,1.1038728461980665,1.057352392986739,1.005016883123995,1.0282771097296588,1.0351700719156092,0.1163011330283195,0.1163011330283195,-0.0032956817183544,1.03614,0.0,0.0,3.0,0.0,5.0,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
183,12856,Lloyd Meek,hawthorn,1.065551259277938,1.2381558094121854,0.7454065647509232,1.1364903974542804,1.1081147421837434,1.0761921300043895,1.090379957639658,1.026351018734255,0.0709391381763422,0.3910838327033572,0.1726045501342472,1.02308,0.0,0.0,3.0,0.0,5.0,9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
184,13022,Jai Serong,sydney,1.0490135987872131,1.0644166987539958,0.981888883465454,1.011679886512452,1.0266133714223566,1.043413541946,1.0359467994910474,1.0225218564266958,0.0373337122747612,0.0671247153217592,0.0154030999667824,1.01846,1.0,0.0,3.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
185,12627,Tom McCartin,sydney,0.9889922731693384,0.9863464614425352,0.8806712607439853,1.1071336153689026,1.059877078489078,1.0067134744992747,1.0303417429391872,1.0086775404541166,0.1181413421995641,0.2264623546249173,-0.0026458117268031,1.00866,1.0,0.0,3.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
186,12714,James Rowbottom,sydney,0.9842487168107183,1.0145205436378182,1.015199046972116,0.9510771418229652,0.964345771818066,0.9792729805625554,0.9726386655650048,0.978828731597284,0.0331715749877532,0.0641219051491508,0.0302718268270998,0.97544,1.0,0.0,3.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
187,12537,Tim English,western_bulldogs,0.9467490790301386,1.0586984775627997,0.6755923418820544,1.1557571937880748,1.0721539478849,0.9781002962438292,1.0199019191954164,0.9656705717657994,0.2090081147579362,0.4801648519060204,0.111949398532661,0.96452,0.0,0.0,3.0,0.0,4.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
188,13195,Riley Bice,sydney,1.0081894474909756,1.0879173829376567,0.8463241859592566,0.9779545621153072,0.9900485162655748,1.0036542146846257,0.997607237609492,0.965234185303148,0.0302348853756683,0.1618652615317189,0.0797279354466811,0.96448,0.0,0.0,3.0,0.0,4.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
189,12966,Neil Erasmus,fremantle,0.9254328632991948,0.8749404734100942,0.9890320604278652,0.9409179890740398,0.9347239387641016,0.9277556321654208,0.93085265732039,0.9435724967461244,0.0154851257748449,0.0635991971286704,-0.0504923898891006,0.94384,0.0,0.0,3.0,0.0,4.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
190,13292,Willem Duursma,west_coast,1.0005310970508932,0.0,0.974144595158298,0.8383524562260093,0.9032239125559623,0.9762043009271604,0.9437685727621836,0.9384912723836644,0.1621786408248838,0.1621786408248838,-1.0005310970508932,0.94276,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
191,12153,Mark Blicavs,geelong,0.9197661179497644,1.082229650812251,0.9548818221785624,0.9426256443726572,0.9334818338035008,0.9231950469131994,0.9277669521977776,0.9347900930435384,0.0228595264228925,0.035115704228798,0.1624635328624866,0.93953,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
192,12367,Alex Neal-Bullen,adelaide,0.8899017511795153,0.8874917918059979,0.9028133221724848,0.9089742542298422,0.9013452530097112,0.8927626266370641,0.8965771272471295,0.8991594414457235,0.0190725030503269,0.0190725030503269,-0.0024099593735174,0.89867,0.0,0.0,3.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
193,13049,Bailey Humphrey,gold_coast,0.906430072066894,0.8888177554674158,1.0207914226548196,0.8041365455184629,0.845053956137832,0.8910860430846298,0.870627337774942,0.8934996078925262,0.1022935265484311,0.2166548771363566,-0.0176123165994782,0.8926,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
194,12366,Peter Wright,essendon,0.8467965131638212,0.8751595693165959,0.8381909607422376,0.927911109072274,0.8954652707088925,0.8589637025500888,0.8751866217317795,0.8734655112474626,0.0811145959084529,0.0897201483300365,0.0283630561527746,0.87514,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
195,12899,Nick Bryan,essendon,0.8497055623030519,1.0956983670797564,0.6512098935167647,0.9620037921882356,0.9170845002341618,0.8665502967858288,0.8890099427628657,0.8493108090056084,0.1122982298851836,0.3107938986714709,0.2459928047767045,0.84799,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
196,12268,Jake Lloyd,sydney,0.8686110763798567,0.8729067578536329,0.8275292339945846,0.7730881143940549,0.8112972991883755,0.8542826320819867,0.8351780396848262,0.8269616712077719,0.0955229619858017,0.0955229619858017,0.0042956814737762,0.8288,0.0,0.0,3.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
197,12422,Darcy Byrne-Jones,port_adelaide,0.8341583628614478,0.8935672740322436,0.6818076721971761,0.869755460214021,0.8555166212729922,0.8394979274643346,0.8466173469348492,0.8161472088019944,0.0355970973525731,0.1879477880168448,0.0594089111707957,0.81624,0.0,0.0,3.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
198,12750,Connor Idun,greater_western_sydney,0.808108169404389,0.810004316357443,0.762285498517031,0.8464283396767015,0.8311002715677764,0.8138561949452359,0.8215202289996983,0.8123556948222268,0.0383201702723124,0.0841428411596705,0.0018961469530539,0.81826,0.0,0.0,3.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
199,12664,Kane Farrell,port_adelaide,0.7615190810416449,0.7769017035007597,0.6860726427680132,0.874437077343246,0.8292698788226057,0.7784567804868852,0.8010403797472054,0.785951092092479,0.1129179963016011,0.1883644345752329,0.0153826224591148,0.78661,0.0,0.0,3.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
200,12177,Jarrod Witts,gold_coast,0.8927004399843762,0.9299626161011576,0.4240618525555526,0.8519868515657762,0.8682722869332163,0.8865934017215857,0.8784506840378661,0.7847229665521014,0.0407135884185999,0.4686385874288236,0.0372621761167814,0.78633,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
201,12276,Blake Acres,carlton,0.744510538616554,0.7906630435320273,0.7291183254057917,0.85122492383015,0.8085391697447115,0.7605176963985933,0.7818605734413127,0.77878213079916,0.106714385213596,0.1221065984243583,0.0461525049154732,0.78078,0.0,0.0,3.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
202,12996,Daniel Turner,melbourne,0.7797544505298885,0.7876206446285473,0.6784356943828148,0.8139638431549386,0.8002800861049186,0.7848858594236462,0.7917277379486563,0.7714639867192414,0.0342093926250501,0.1355281487721238,0.0078661940986588,0.7706,0.0,0.0,3.0,0.0,4.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
203,12778,Trent Rivers,melbourne,0.7359589003337387,0.743417376478758,0.7381225174752349,0.7923138175688053,0.769771850674778,0.7444121379189983,0.7556831213660116,0.7561158447943108,0.0563549172350665,0.0563549172350665,0.0074584761450193,0.76003,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
204,12592,Cam Rayner,brisbane_lions,0.7406421630296923,0.7609705928705844,0.8359775446731744,0.7139124231261376,0.7246043190875596,0.7366327020441589,0.7312867540634481,0.7503538303921445,0.0267297399035547,0.1220651215470368,0.0203284298408921,0.75555,0.0,0.0,2.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
205,12929,Cooper Sharman,st_kilda,0.7465639416653203,0.783532521934424,0.6911166173101173,0.7804769103238816,0.7669117228604572,0.7516508869641044,0.758433480695817,0.7473440158247762,0.0339129686585613,0.0893602930137642,0.0369685802691037,0.75209,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
206,13263,Cooper Trembath,north_melbourne,0.7410446488319904,0.0,0.5746499518344343,0.8299346209899391,0.7943786321267706,0.7543781446556908,0.772156139087282,0.7388771996877703,0.0888899721579487,0.2552846691555047,-0.7410446488319904,0.74003,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
207,13122,Connor OSullivan,geelong,0.7163185971699995,0.6809087212072102,0.6263822721505979,0.8153691888762103,0.7757489521937261,0.7311761859259308,0.7509863042671732,0.732999039263293,0.0990505917062108,0.1889869167256124,-0.0354098759627892,0.73948,0.0,0.0,3.0,0.0,4.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
208,12087,Elliot Yeo,west_coast,0.7053819325374876,0.8564103361236869,0.8587858953104989,0.6927417184919826,0.6977978041101847,0.703485900430662,0.7009578576215609,0.7316386501761631,0.0126402140455049,0.1660441768185162,0.1510284035861993,0.73111,0.0,0.0,2.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
209,12810,Sam Draper,brisbane_lions,0.7213874006057746,0.7507085168473885,0.6889007037045913,0.7657606073223849,0.7480113246357414,0.7280433816132654,0.7369180229565881,0.7304206835763517,0.0443732067166103,0.0768599036177936,0.0293211162416139,0.72557,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
210,13117,Kane McAuliffe,richmond,0.6520368218760364,0.6843627205039359,0.6649621637519588,0.8441149900388843,0.7672837227737449,0.6808485471004634,0.7192641807330329,0.7218492491082175,0.1920781681628479,0.1920781681628479,0.0323258986278994,0.722,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
211,13065,Lachlan McAndrew,adelaide,0.7773489268669317,0.0,0.5451726168167924,0.7457805935904452,0.7584079269010403,0.7726136768754586,0.7663000102201616,0.7198647482101338,0.0315683332764864,0.2321763100501392,-0.7773489268669317,0.72266,0.0,0.0,2.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
212,12619,James Worpel,geelong,0.7262423314237589,0.6798525951172018,0.8023129543987929,0.6601655804820906,0.6865962808587582,0.716330818782509,0.7031154685941754,0.7183295931891831,0.0660767509416683,0.1421473739167023,-0.0463897363065571,0.72002,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
213,13187,Finn OSullivan,north_melbourne,0.7180518363288784,0.689760932807131,0.691732335921101,0.7129394041881545,0.7149843770444522,0.7172849715077754,0.7162624850796317,0.7109985849980763,0.0051124321407238,0.0263195004077774,-0.0282909035217473,0.71493,0.0,0.0,3.0,0.0,4.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
214,12374,Toby Nankervis,richmond,0.7621508717070631,0.7786694975252912,0.5942267097191011,0.7108001425508902,0.7313404342133605,0.7544482623336382,0.7441781165024037,0.7105932841048107,0.0513507291561728,0.167924161987962,0.0165186258182281,0.71275,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
215,12932,Brayden Cook,adelaide,0.6969689026107343,0.7153828561951608,0.7036227653267219,0.7173304393906953,0.7091858246787108,0.7000231331277287,0.7040954404837207,0.7054262130269182,0.0203615367799609,0.0203615367799609,0.0184139535844265,0.70819,0.0,0.0,2.0,0.0,4.0,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
