match_id,season,round,player_id,player_name,team_id,predicted_votes,p3,p2,p1,expected_votes
2026_R11_north_melbourne_v_gold_coast_2026-05-23,2026,11,12590,Luke Davies-Uniacke,north_melbourne,3,0.31996006337037153,0.2601634761503852,0.1939998992541681,1.674207041666053
2026_R11_north_melbourne_v_gold_coast_2026-05-23,2026,11,12768,Matt Rowell,gold_coast,2,0.24219890153155732,0.23215595502164327,0.2034040737735796,1.3943126884115382
2026_R11_north_melbourne_v_gold_coast_2026-05-23,2026,11,12767,Noah Anderson,gold_coast,1,0.169965179255023,0.18381025095918752,0.19529353956270495,1.072809579246149
2026_R11_port_adelaide_v_carlton_2026-05-23,2026,11,12956,Jason Horne-Francis,port_adelaide,3,0.4496221897811308,0.3894599330128611,0.12619011655948456,2.253976551928599
2026_R11_port_adelaide_v_carlton_2026-05-23,2026,11,12261,Patrick Cripps,carlton,2,0.4255881748970459,0.4014276034929354,0.134585791383443,2.2142055230604516
2026_R11_port_adelaide_v_carlton_2026-05-23,2026,11,12684,Sam Walsh,carlton,1,0.03865860272829209,0.0641165999970669,0.22554477180578886,0.46975377998479895
2026_R11_richmond_v_essendon_2026-05-22,2026,11,12406,Darcy Parish,essendon,3,0.32539549374709753,0.26788083606486623,0.20411718202133128,1.7160653353923563
2026_R11_richmond_v_essendon_2026-05-22,2026,11,12504,Tim Taranto,richmond,2,0.22942642636119626,0.2312148758375303,0.22061063034157116,1.3713196611002205
2026_R11_richmond_v_essendon_2026-05-22,2026,11,12241,Zach Merrett,essendon,1,0.1855558162240612,0.2005670420220847,0.2148441329321642,1.1726456656485174
2026_R11_western_bulldogs_v_melbourne_2026-05-24,2026,11,12605,Ed Richards,western_bulldogs,3,0.7622707791768062,0.20641515949497496,0.028280883079211373,2.72792353959958
2026_R11_western_bulldogs_v_melbourne_2026-05-24,2026,11,12269,Marcus Bontempelli,western_bulldogs,2,0.1640841806030776,0.5381919849733254,0.21365662542938516,1.7822931371852688
2026_R11_western_bulldogs_v_melbourne_2026-05-24,2026,11,13103,Ryley Sanders,western_bulldogs,1,0.02375186248720282,0.08198162951847833,0.23876726798484013,0.4739861144834052
2026_R12_brisbane_lions_v_fremantle_2026-05-30,2026,12,12983,Jye Amiss,fremantle,3,0.29840226971083067,0.24797266087922978,0.19010265702340295,1.5812547879143546
2026_R12_brisbane_lions_v_fremantle_2026-05-30,2026,12,13129,Patrick Voss,fremantle,2,0.23863144892494256,0.22503456188599807,0.196186228636519,1.3621496991833428
2026_R12_brisbane_lions_v_fremantle_2026-05-30,2026,12,12610,Zac Bailey,brisbane_lions,1,0.19389503182610784,0.19734567012038384,0.19248841140732137,1.1688648471264125
2026_R12_carlton_v_geelong_2026-05-29,2026,12,12261,Patrick Cripps,carlton,3,0.46825610192825534,0.3040536440266213,0.15269642633842723,2.1655720201764357
2026_R12_carlton_v_geelong_2026-05-29,2026,12,12692,Bailey Smith,geelong,2,0.26492389555403584,0.30986471035096425,0.2356604664379887,1.6501615738020246
2026_R12_carlton_v_geelong_2026-05-29,2026,12,12684,Sam Walsh,carlton,1,0.13526599549603385,0.1861758813946008,0.26776643345797774,1.045916182735281
2026_R12_melbourne_v_greater_western_sydney_2026-05-31,2026,12,12969,Finn Callaghan,greater_western_sydney,3,0.7171664264392793,0.2155043775068589,0.05375148952170043,2.6362595238532567
2026_R12_melbourne_v_greater_western_sydney_2026-05-31,2026,12,12782,Lachie Ash,greater_western_sydney,2,0.11136672977771621,0.2987830640190806,0.24407971885671614,1.1757460362280259
2026_R12_melbourne_v_greater_western_sydney_2026-05-31,2026,12,12410,Clayton Oliver,greater_western_sydney,1,0.042631266375223076,0.11909769079661123,0.16231576418547033,0.528404944904362
2026_R12_st_kilda_v_hawthorn_2026-05-28,2026,12,12332,James Sicily,hawthorn,3,0.3276803378052562,0.2474842045393767,0.1757833114485225,1.6537927339430445
2026_R12_st_kilda_v_hawthorn_2026-05-28,2026,12,12469,Blake Hardwick,hawthorn,2,0.17745647367766837,0.18456790946001436,0.1766377133534659,1.0781429533064997
2026_R12_st_kilda_v_hawthorn_2026-05-28,2026,12,11845,Jack Gunston,hawthorn,1,0.1769198713929953,0.18119138618646283,0.173683381084282,1.0668257676361934
2026_R12_sydney_v_richmond_2026-05-30,2026,12,12326,Isaac Heeney,sydney,3,0.942246030539303,0.05629979474697676,0.0014497650428622788,2.940787446154725
2026_R12_sydney_v_richmond_2026-05-30,2026,12,12421,Charlie Curnow,sydney,2,0.04148107118565057,0.6824106867481514,0.2654291004421839,1.7546936874954384
