official_round,official_date,official_home,official_away,official_home_score,official_away_score,canonical_match_id,source_round,model_round,dashboard_round,identity_match,round_match,score_match,prediction_match,notes
20,2026-07-24,melbourne,geelong,97,117,2026_R20_melbourne_v_geelong_2026-07-24,21,20,20,True,True,True,True,source_round=21 corrected to official_round=20 (Opening Round offset)
20,2026-07-24,fremantle,west_coast,112,42,2026_R20_fremantle_v_west_coast_2026-07-24,21,20,20,True,True,True,True,source_round=21 corrected to official_round=20 (Opening Round offset)
20,2026-07-25,carlton,gold_coast,110,97,2026_R20_carlton_v_gold_coast_2026-07-25,21,20,20,True,True,True,True,source_round=21 corrected to official_round=20 (Opening Round offset)
20,2026-07-25,hawthorn,essendon,132,39,2026_R20_hawthorn_v_essendon_2026-07-25,21,20,20,True,True,True,True,source_round=21 corrected to official_round=20 (Opening Round offset)
20,2026-07-25,greater_western_sydney,sydney,88,139,2026_R20_greater_western_sydney_v_sydney_2026-07-25,21,20,20,True,True,True,True,source_round=21 corrected to official_round=20 (Opening Round offset)
20,2026-07-25,western_bulldogs,richmond,105,48,2026_R20_western_bulldogs_v_richmond_2026-07-25,21,20,20,True,True,True,True,source_round=21 corrected to official_round=20 (Opening Round offset)
20,2026-07-26,brisbane_lions,port_adelaide,126,67,2026_R20_brisbane_lions_v_port_adelaide_2026-07-26,21,20,20,True,True,True,True,source_round=21 corrected to official_round=20 (Opening Round offset)
20,2026-07-26,north_melbourne,st_kilda,62,93,2026_R20_north_melbourne_v_st_kilda_2026-07-26,21,20,20,True,True,True,True,source_round=21 corrected to official_round=20 (Opening Round offset)
21,2026-07-30,collingwood,geelong,72,97,2026_R21_collingwood_v_geelong_2026-07-30,22,21,21,True,True,True,True,source_round=22 corrected to official_round=21 (Opening Round offset)
21,2026-07-31,fremantle,western_bulldogs,78,41,2026_R21_fremantle_v_western_bulldogs_2026-07-31,22,21,21,True,True,True,True,source_round=22 corrected to official_round=21 (Opening Round offset)
21,2026-08-01,st_kilda,sydney,88,107,2026_R21_st_kilda_v_sydney_2026-08-01,22,21,21,True,True,True,True,source_round=22 corrected to official_round=21 (Opening Round offset)
21,2026-08-01,hawthorn,north_melbourne,99,83,2026_R21_hawthorn_v_north_melbourne_2026-08-01,22,21,21,True,True,True,True,source_round=22 corrected to official_round=21 (Opening Round offset)
21,2026-08-01,port_adelaide,greater_western_sydney,63,75,2026_R21_port_adelaide_v_greater_western_sydney_2026-08-01,22,21,21,True,True,True,True,source_round=22 corrected to official_round=21 (Opening Round offset)
21,2026-08-01,carlton,brisbane_lions,154,78,2026_R21_carlton_v_brisbane_lions_2026-08-01,22,21,21,True,True,True,True,source_round=22 corrected to official_round=21 (Opening Round offset)
21,2026-08-02,richmond,west_coast,84,73,2026_R21_richmond_v_west_coast_2026-08-02,22,21,21,True,True,True,True,source_round=22 corrected to official_round=21 (Opening Round offset)
21,2026-08-02,gold_coast,melbourne,105,114,2026_R21_gold_coast_v_melbourne_2026-08-02,22,21,21,True,True,True,True,source_round=22 corrected to official_round=21 (Opening Round offset)
21,2026-08-02,essendon,adelaide,73,145,2026_R21_essendon_v_adelaide_2026-08-02,22,21,21,True,True,True,True,source_round=22 corrected to official_round=21 (Opening Round offset)
22,2026-08-06,western_bulldogs,north_melbourne,77,100,2026_R22_western_bulldogs_v_north_melbourne_2026-08-06,23,22,22,True,True,True,True,source_round=23 corrected to official_round=22 (Opening Round offset)
22,2026-08-07,brisbane_lions,hawthorn,125,58,2026_R22_brisbane_lions_v_hawthorn_2026-08-07,23,22,22,True,True,True,True,source_round=23 corrected to official_round=22 (Opening Round offset)
22,2026-08-08,melbourne,fremantle,113,109,2026_R22_melbourne_v_fremantle_2026-08-08,23,22,22,True,True,True,True,source_round=23 corrected to official_round=22 (Opening Round offset)
22,2026-08-08,sydney,port_adelaide,167,70,2026_R22_sydney_v_port_adelaide_2026-08-08,23,22,22,True,True,True,True,source_round=23 corrected to official_round=22 (Opening Round offset)
22,2026-08-08,geelong,essendon,117,50,2026_R22_geelong_v_essendon_2026-08-08,23,22,22,True,True,True,True,source_round=23 corrected to official_round=22 (Opening Round offset)
22,2026-08-08,adelaide,richmond,63,54,2026_R22_adelaide_v_richmond_2026-08-08,23,22,22,True,True,True,True,source_round=23 corrected to official_round=22 (Opening Round offset)
22,2026-08-09,greater_western_sydney,gold_coast,77,79,2026_R22_greater_western_sydney_v_gold_coast_2026-08-09,23,22,22,True,True,True,True,source_round=23 corrected to official_round=22 (Opening Round offset)
22,2026-08-09,west_coast,collingwood,98,117,2026_R22_west_coast_v_collingwood_2026-08-09,23,22,22,True,True,True,True,source_round=23 corrected to official_round=22 (Opening Round offset)
22,2026-08-09,st_kilda,carlton,62,106,2026_R22_st_kilda_v_carlton_2026-08-09,23,22,22,True,True,True,True,source_round=23 corrected to official_round=22 (Opening Round offset)
23,2026-08-14,fremantle,adelaide,112,88,2026_R23_fremantle_v_adelaide_2026-08-14,24,23,23,True,True,True,True,source_round=24 corrected to official_round=23 (Opening Round offset)
23,2026-08-15,richmond,st_kilda,45,94,2026_R23_richmond_v_st_kilda_2026-08-15,24,23,23,True,True,True,True,source_round=24 corrected to official_round=23 (Opening Round offset)
23,2026-08-15,north_melbourne,geelong,110,125,2026_R23_north_melbourne_v_geelong_2026-08-15,24,23,23,True,True,True,True,source_round=24 corrected to official_round=23 (Opening Round offset)
23,2026-08-15,brisbane_lions,gold_coast,95,53,2026_R23_brisbane_lions_v_gold_coast_2026-08-15,24,23,23,True,True,True,True,source_round=24 corrected to official_round=23 (Opening Round offset)
23,2026-08-15,hawthorn,collingwood,92,92,2026_R23_hawthorn_v_collingwood_2026-08-15,24,23,23,True,True,True,True,source_round=24 corrected to official_round=23 (Opening Round offset)
23,2026-08-15,port_adelaide,melbourne,56,132,2026_R23_port_adelaide_v_melbourne_2026-08-15,24,23,23,True,True,True,True,source_round=24 corrected to official_round=23 (Opening Round offset)
23,2026-08-16,greater_western_sydney,west_coast,111,57,2026_R23_greater_western_sydney_v_west_coast_2026-08-16,24,23,23,True,True,True,True,source_round=24 corrected to official_round=23 (Opening Round offset)
23,2026-08-16,western_bulldogs,carlton,82,82,2026_R23_western_bulldogs_v_carlton_2026-08-16,24,23,23,True,True,True,True,source_round=24 corrected to official_round=23 (Opening Round offset)
23,2026-08-16,essendon,sydney,76,112,2026_R23_essendon_v_sydney_2026-08-16,24,23,23,True,True,True,True,source_round=24 corrected to official_round=23 (Opening Round offset)
24,2026-08-20,st_kilda,gold_coast,80,103,2026_R24_st_kilda_v_gold_coast_2026-08-20,25,24,24,True,True,True,True,source_round=25 corrected to official_round=24 (Opening Round offset)
24,2026-08-21,collingwood,brisbane_lions,96,159,2026_R24_collingwood_v_brisbane_lions_2026-08-21,25,24,24,True,True,True,True,source_round=25 corrected to official_round=24 (Opening Round offset)
24,2026-08-22,carlton,fremantle,119,82,2026_R24_carlton_v_fremantle_2026-08-22,25,24,24,True,True,True,True,source_round=25 corrected to official_round=24 (Opening Round offset)
24,2026-08-22,melbourne,western_bulldogs,87,108,2026_R24_melbourne_v_western_bulldogs_2026-08-22,25,24,24,True,True,True,True,source_round=25 corrected to official_round=24 (Opening Round offset)
24,2026-08-22,geelong,richmond,133,76,2026_R24_geelong_v_richmond_2026-08-22,25,24,24,True,True,True,True,source_round=25 corrected to official_round=24 (Opening Round offset)
24,2026-08-22,adelaide,greater_western_sydney,157,101,2026_R24_adelaide_v_greater_western_sydney_2026-08-22,25,24,24,True,True,True,True,source_round=25 corrected to official_round=24 (Opening Round offset)
24,2026-08-23,essendon,port_adelaide,95,105,2026_R24_essendon_v_port_adelaide_2026-08-23,25,24,24,True,True,True,True,source_round=25 corrected to official_round=24 (Opening Round offset)
24,2026-08-23,sydney,north_melbourne,123,70,2026_R24_sydney_v_north_melbourne_2026-08-23,25,24,24,True,True,True,True,source_round=25 corrected to official_round=24 (Opening Round offset)
24,2026-08-23,west_coast,hawthorn,45,107,2026_R24_west_coast_v_hawthorn_2026-08-23,25,24,24,True,True,True,True,source_round=25 corrected to official_round=24 (Opening Round offset)
