season,feature,source,pct_available
2002,marks,afltables_core,1.0
2002,handballs,afltables_core,1.0
2002,disposals,afltables_core,1.0
2002,goals,afltables_core,1.0
2002,behinds,afltables_core,1.0
2002,hitouts,afltables_core,1.0
2002,tackles,afltables_core,1.0
2002,rebound_50s,afltables_core,1.0
2002,inside_50s,afltables_core,1.0
2002,clearances,afltables_core,1.0
2002,clangers,afltables_core,1.0
2002,frees_for,afltables_core,1.0
2002,frees_against,afltables_core,1.0
2002,contested_possessions,afltables_core,1.0
2002,uncontested_possessions,afltables_core,1.0
2002,contested_marks,afltables_core,1.0
2002,marks_inside_50,afltables_core,1.0
2002,one_percenters,afltables_core,1.0
2002,bounces,afltables_core,1.0
2002,goal_assists,afltables_core,0.0
2002,time_on_ground_pct,afltables_core,0.0
2002,effective_disposals,footywire_advanced,0.0
2002,disposal_efficiency_pct,footywire_advanced,0.0
2002,centre_clearances,footywire_advanced,0.0
2002,stoppage_clearances,footywire_advanced,0.0
2002,score_involvements,footywire_advanced,0.0
2002,metres_gained,footywire_advanced,0.0
2002,turnovers,footywire_advanced,0.0
2002,intercepts,footywire_advanced,0.0
2002,tackles_inside_50,footywire_advanced,0.0
2003,kicks,afltables_core,1.0
2003,marks,afltables_core,1.0
2003,handballs,afltables_core,1.0
2003,disposals,afltables_core,1.0
2003,goals,afltables_core,1.0
2003,behinds,afltables_core,1.0
2003,hitouts,afltables_core,1.0
2003,tackles,afltables_core,1.0
2003,rebound_50s,afltables_core,1.0
2003,inside_50s,afltables_core,1.0
2003,clearances,afltables_core,1.0
2003,clangers,afltables_core,1.0
2003,frees_for,afltables_core,1.0
2003,frees_against,afltables_core,1.0
2003,contested_possessions,afltables_core,1.0
2003,uncontested_possessions,afltables_core,1.0
2003,contested_marks,afltables_core,1.0
2003,marks_inside_50,afltables_core,1.0
2003,one_percenters,afltables_core,1.0
2003,bounces,afltables_core,1.0
2003,goal_assists,afltables_core,1.0
2003,time_on_ground_pct,afltables_core,0.9999
2003,effective_disposals,footywire_advanced,0.0
2003,disposal_efficiency_pct,footywire_advanced,0.0
2003,centre_clearances,footywire_advanced,0.0
