player_id,player_name,team_id,sim_mean_votes,sim_median_votes,sim_mode_votes,sim_p10,sim_p90,sim_p2_5,sim_p97_5,prob_ge_10,prob_ge_15,prob_ge_20,prob_ge_25,prob_ge_30,prob_ge_35,mean_rank,median_rank,prob_rank_1,prob_top3_rank,prob_top10_rank
12408,Josh Dunkley,brisbane_lions,1.74815,1.0,0,0.0,4.0,0.0,6.0,0.00052,0.0,0.0,0.0,0.0,0.0,222.37451,182.0,0.0,0.0,0.0
12393,Ed Langdon,melbourne,1.73183,1.0,0,0.0,4.0,0.0,6.0,0.00031,0.0,0.0,0.0,0.0,0.0,249.42184,167.0,0.0,0.0,0.0
12653,Harry Petty,melbourne,1.70657,1.0,0,0.0,4.0,0.0,6.0,0.00052,0.0,0.0,0.0,0.0,0.0,217.12451,181.0,0.0,0.0,0.0
12300,Tim Membrey,collingwood,1.66583,2.0,0,0.0,4.0,0.0,5.0,9e-05,0.0,0.0,0.0,0.0,0.0,242.87848,163.0,0.0,0.0,0.0
12061,Jack Crisp,collingwood,1.65446,1.0,0,0.0,4.0,0.0,6.0,0.00031,0.0,0.0,0.0,0.0,0.0,227.20823,174.0,0.0,0.0,0.0
13031,Cam Mackenzie,hawthorn,1.64904,1.0,0,0.0,4.0,0.0,6.0,0.00057,0.0,0.0,0.0,0.0,0.0,186.60325,171.0,0.0,0.0,0.0
13107,Colby McKercher,north_melbourne,1.63726,1.0,0,0.0,4.0,0.0,5.0,0.00017,0.0,0.0,0.0,0.0,0.0,237.38423,175.0,0.0,0.0,0.0
12028,Stephen Coniglio,greater_western_sydney,1.63118,1.0,0,0.0,4.0,0.0,5.0,8e-05,0.0,0.0,0.0,0.0,0.0,241.09168,168.0,0.0,0.0,0.0
12851,Oliver Henry,geelong,1.60741,1.0,1,0.0,3.0,0.0,5.0,5e-05,0.0,0.0,0.0,0.0,0.0,220.45944,171.0,0.0,0.0,0.0
12417,Marc Pittonet,carlton,1.58989,1.0,0,0.0,4.0,0.0,5.0,0.00024,0.0,0.0,0.0,0.0,0.0,243.48948,194.0,0.0,0.0,0.0
12150,Ollie Wines,port_adelaide,1.56997,1.0,0,0.0,4.0,0.0,5.0,0.00013,0.0,0.0,0.0,0.0,0.0,255.98856,177.0,0.0,0.0,0.0
12433,Aliir Aliir,port_adelaide,1.56877,1.0,0,0.0,3.0,0.0,5.0,7e-05,0.0,0.0,0.0,0.0,0.0,247.28654,171.0,0.0,0.0,0.0
12948,Mitch Owens,st_kilda,1.52516,1.0,0,0.0,3.0,0.0,5.0,2e-05,0.0,0.0,0.0,0.0,0.0,248.71164,168.0,0.0,0.0,0.0
12505,Tom Stewart,geelong,1.51929,1.0,0,0.0,4.0,0.0,5.0,0.00018,0.0,0.0,0.0,0.0,0.0,212.94903,185.0,0.0,0.0,0.0
12518,Hugh McCluggage,brisbane_lions,1.51209,1.0,0,0.0,4.0,0.0,5.0,6e-05,0.0,0.0,0.0,0.0,0.0,238.84075,190.0,0.0,0.0,0.0
12498,Ben Ainsworth,carlton,1.47477,1.0,0,0.0,4.0,0.0,5.0,0.00024,0.0,0.0,0.0,0.0,0.0,249.98291,198.0,0.0,0.0,0.0
12485,Mabior Chol,hawthorn,1.43374,1.0,2,0.0,3.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,201.4446,168.0,0.0,0.0,0.0
12609,Jack Higgins,st_kilda,1.42284,1.0,0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,249.42874,170.0,0.0,0.0,0.0
13148,Nate Caddy,essendon,1.37911,1.0,1,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,177.66557,171.0,0.0,0.0,0.0
12542,Luke Ryan,fremantle,1.34861,1.0,0,0.0,3.0,0.0,5.0,0.00033,0.0,0.0,0.0,0.0,0.0,285.05214,181.0,0.0,0.0,0.0
12777,Hayden Young,fremantle,1.34637,1.0,0,0.0,3.0,0.0,5.0,0.00015,0.0,0.0,0.0,0.0,0.0,220.16264,189.0,0.0,0.0,0.0
12413,Callum Mills,sydney,1.28952,1.0,0,0.0,3.0,0.0,5.0,0.00024,0.0,0.0,0.0,0.0,0.0,266.65166,199.0,0.0,0.0,0.0
11905,Jack Darling,north_melbourne,1.28837,1.0,0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,263.74213,184.0,0.0,0.0,0.0
12912,Josh Worrell,adelaide,1.27254,1.0,0,0.0,3.0,0.0,5.0,0.00027,0.0,0.0,0.0,0.0,0.0,266.45652,178.0,0.0,0.0,0.0
12509,Will Hayward,carlton,1.26805,1.0,0,0.0,3.0,0.0,5.0,0.00024,0.0,0.0,0.0,0.0,0.0,271.60771,204.0,0.0,0.0,0.0
12558,Josh Battle,hawthorn,1.23912,1.0,0,0.0,3.0,0.0,5.0,0.00026,0.0,0.0,0.0,0.0,0.0,198.57194,190.0,0.0,0.0,0.0
12824,Sam Flanders,st_kilda,1.23166,1.0,0,0.0,3.0,0.0,5.0,0.00011,0.0,0.0,0.0,0.0,0.0,309.82,195.0,0.0,0.0,0.0
12403,Daniel Rioli,gold_coast,1.22731,1.0,0,0.0,3.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,273.33603,179.0,0.0,0.0,0.0
12441,Bailey Williams,western_bulldogs,1.2148,1.0,0,0.0,3.0,0.0,5.0,4e-05,0.0,0.0,0.0,0.0,0.0,261.43772,194.0,0.0,0.0,0.0
12166,Jack Macrae,st_kilda,1.20667,1.0,0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,190.47486,184.0,0.0,0.0,0.0
12567,Will Setterfield,essendon,1.19374,1.0,0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,192.21241,190.0,0.0,0.0,0.0
12357,Karl Amon,hawthorn,1.16156,1.0,0,0.0,3.0,0.0,5.0,0.00011,0.0,0.0,0.0,0.0,0.0,199.83092,195.0,0.0,0.0,0.0
13101,Harvey Thomas,greater_western_sydney,1.12459,1.0,0,0.0,3.0,0.0,5.0,0.00011,0.0,0.0,0.0,0.0,0.0,304.81511,193.0,0.0,0.0,0.0
12578,Patrick Lipinski,collingwood,1.09331,1.0,0,0.0,3.0,0.0,4.0,4e-05,0.0,0.0,0.0,0.0,0.0,274.37138,200.0,0.0,0.0,0.0
13022,Jai Serong,sydney,1.07712,1.0,0,0.0,3.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,281.98169,204.0,0.0,0.0,0.0
12434,Ben Keays,adelaide,1.0722,1.0,0,0.0,3.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,281.40443,207.0,0.0,0.0,0.0
11751,Steele Sidebottom,collingwood,1.06369,1.0,0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,271.41614,196.0,0.0,0.0,0.0
12998,Massimo DAmbrosio,hawthorn,1.0634,0.0,0,0.0,3.0,0.0,5.0,0.00026,0.0,0.0,0.0,0.0,0.0,214.81964,215.0,0.0,0.0,0.0
12627,Tom McCartin,sydney,1.04884,1.0,0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,285.11763,206.0,0.0,0.0,0.0
12967,Marcus Windhager,st_kilda,1.04032,0.0,0,0.0,3.0,0.0,5.0,5e-05,0.0,0.0,0.0,0.0,0.0,337.83783,415.0,0.0,0.0,0.0
12801,Michael Frederick,fremantle,1.0327,0.0,0,0.0,3.0,0.0,5.0,6e-05,0.0,0.0,0.0,0.0,0.0,317.71947,389.0,0.0,0.0,0.0
12856,Lloyd Meek,hawthorn,1.0293,0.0,0,0.0,3.0,0.0,5.0,6e-05,0.0,0.0,0.0,0.0,0.0,212.52369,208.0,0.0,0.0,0.0
13195,Riley Bice,sydney,1.00127,0.0,0,0.0,3.0,0.0,4.0,5e-05,0.0,0.0,0.0,0.0,0.0,295.55557,396.0,0.0,0.0,0.0
12714,James Rowbottom,sydney,0.98654,1.0,0,0.0,3.0,0.0,4.0,4e-05,0.0,0.0,0.0,0.0,0.0,286.53788,205.0,0.0,0.0,0.0
12537,Tim English,western_bulldogs,0.96613,0.0,0,0.0,3.0,0.0,4.0,5e-05,0.0,0.0,0.0,0.0,0.0,331.86916,476.0,0.0,0.0,0.0
13292,Willem Duursma,west_coast,0.94188,0.0,0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,231.23906,221.0,0.0,0.0,0.0
12966,Neil Erasmus,fremantle,0.94097,0.0,0,0.0,3.0,0.0,4.0,7e-05,0.0,0.0,0.0,0.0,0.0,261.55509,213.0,0.0,0.0,0.0
12153,Mark Blicavs,geelong,0.93895,0.0,0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,271.10791,291.0,0.0,0.0,0.0
12367,Alex Neal-Bullen,adelaide,0.90176,0.0,0,0.0,3.0,0.0,4.0,2e-05,0.0,0.0,0.0,0.0,0.0,301.80983,398.0,0.0,0.0,0.0
13049,Bailey Humphrey,gold_coast,0.89207,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,310.30789,380.0,0.0,0.0,0.0
12366,Peter Wright,essendon,0.87289,0.0,0,0.0,3.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,207.75798,226.0,0.0,0.0,0.0
12268,Jake Lloyd,sydney,0.86326,0.0,0,0.0,3.0,0.0,4.0,4e-05,0.0,0.0,0.0,0.0,0.0,305.81657,374.5,0.0,0.0,0.0
12899,Nick Bryan,essendon,0.85299,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,204.88256,212.0,0.0,0.0,0.0
12750,Connor Idun,greater_western_sydney,0.81894,0.0,0,0.0,3.0,0.0,4.0,4e-05,0.0,0.0,0.0,0.0,0.0,336.47646,405.0,0.0,0.0,0.0
12422,Darcy Byrne-Jones,port_adelaide,0.81477,0.0,0,0.0,3.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,344.01431,422.0,0.0,0.0,0.0
12664,Kane Farrell,port_adelaide,0.79385,0.0,0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,349.66474,457.0,0.0,0.0,0.0
12177,Jarrod Witts,gold_coast,0.78553,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,250.35149,284.0,0.0,0.0,0.0
12276,Blake Acres,carlton,0.77621,0.0,0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,323.77692,412.0,0.0,0.0,0.0
12996,Daniel Turner,melbourne,0.76774,0.0,0,0.0,3.0,0.0,4.0,2e-05,0.0,0.0,0.0,0.0,0.0,372.33079,504.0,0.0,0.0,0.0
12778,Trent Rivers,melbourne,0.75993,0.0,0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,391.64792,534.0,0.0,0.0,0.0
12929,Cooper Sharman,st_kilda,0.753,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,366.08361,425.0,0.0,0.0,0.0
12592,Cam Rayner,brisbane_lions,0.75062,0.0,0,0.0,2.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,314.39234,377.0,0.0,0.0,0.0
13263,Cooper Trembath,north_melbourne,0.74188,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,312.45062,391.0,0.0,0.0,0.0
13122,Connor OSullivan,geelong,0.73371,0.0,0,0.0,3.0,0.0,4.0,2e-05,0.0,0.0,0.0,0.0,0.0,297.20942,250.5,0.0,0.0,0.0
12810,Sam Draper,brisbane_lions,0.72872,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,310.52853,375.0,0.0,0.0,0.0
12619,James Worpel,geelong,0.72555,0.0,0,0.0,2.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,318.3992,273.0,0.0,0.0,0.0
13117,Kane McAuliffe,richmond,0.7249,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,371.39908,486.0,0.0,0.0,0.0
12087,Elliot Yeo,west_coast,0.72478,0.0,0,0.0,2.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,358.16797,473.0,0.0,0.0,0.0
13065,Lachlan McAndrew,adelaide,0.72238,0.0,0,0.0,2.0,0.0,4.0,1e-05,0.0,0.0,0.0,0.0,0.0,321.73517,399.0,0.0,0.0,0.0
13187,Finn OSullivan,north_melbourne,0.71498,0.0,0,0.0,3.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,334.36635,397.0,0.0,0.0,0.0
12374,Toby Nankervis,richmond,0.71039,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,375.1148,494.0,0.0,0.0,0.0
12932,Brayden Cook,adelaide,0.70244,0.0,0,0.0,2.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,323.86435,401.0,0.0,0.0,0.0
12689,Gryan Miers,geelong,0.68756,0.0,0,0.0,2.0,0.0,3.0,1e-05,0.0,0.0,0.0,0.0,0.0,256.50853,219.0,0.0,0.0,0.0
12603,Adam Cerra,carlton,0.68722,0.0,0,0.0,3.0,0.0,4.0,3e-05,0.0,0.0,0.0,0.0,0.0,336.56978,409.0,0.0,0.0,0.0
12670,Conor Nash,hawthorn,0.67559,0.0,0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,228.25943,215.0,0.0,0.0,0.0
12700,Lachie Schultz,collingwood,0.67401,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,319.8014,386.0,0.0,0.0,0.0
12960,Nathan ODriscoll,fremantle,0.66809,0.0,0,0.0,2.0,0.0,4.0,2e-05,0.0,0.0,0.0,0.0,0.0,281.46379,225.0,0.0,0.0,0.0
12340,Harris Andrews,brisbane_lions,0.6664,0.0,0,0.0,2.0,0.0,3.0,2e-05,0.0,0.0,0.0,0.0,0.0,324.49078,381.0,0.0,0.0,0.0
12394,Oscar McDonald,fremantle,0.65621,0.0,0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,302.24109,348.0,0.0,0.0,0.0
12952,Jake Soligo,adelaide,0.64115,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,333.36633,401.0,0.0,0.0,0.0
13121,Ethan Read,gold_coast,0.62392,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,223.34123,232.0,0.0,0.0,0.0
13146,Edward Allan,collingwood,0.62351,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,382.68351,484.0,0.0,0.0,0.0
12695,Willem Drew,port_adelaide,0.61388,0.0,0,0.0,2.0,0.0,3.0,1e-05,0.0,0.0,0.0,0.0,0.0,368.40714,461.0,0.0,0.0,0.0
12674,Tom De Koning,st_kilda,0.60962,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,391.91267,493.0,0.0,0.0,0.0
13278,Zeke Uwland,gold_coast,0.60835,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,222.00479,235.0,0.0,0.0,0.0
12656,Brent Daniels,greater_western_sydney,0.6052,0.0,0,0.0,2.0,0.0,3.0,1e-05,0.0,0.0,0.0,0.0,0.0,252.1629,282.0,0.0,0.0,0.0
12951,Angus Sheldrick,sydney,0.60353,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,342.70142,416.0,0.0,0.0,0.0
12994,Matt Roberts,sydney,0.5793,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,282.63663,312.0,0.0,0.0,0.0
13043,Tylar Young,west_coast,0.56076,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,312.87547,250.0,0.0,0.0,0.0
13021,Sam Darcy,western_bulldogs,0.54684,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,346.94053,407.0,0.0,0.0,0.0
12508,Nic Newman,carlton,0.54107,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,353.32495,413.0,0.0,0.0,0.0
11967,Jeremy Howe,collingwood,0.52391,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,339.56103,393.0,0.0,0.0,0.0
13099,Caleb Windsor,melbourne,0.51923,0.0,0,0.0,2.0,0.0,3.0,1e-05,0.0,0.0,0.0,0.0,0.0,397.88023,505.0,0.0,0.0,0.0
12876,Beau McCreery,collingwood,0.51714,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,341.38741,388.0,0.0,0.0,0.0
13054,Aaron Cadman,greater_western_sydney,0.51181,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,390.33409,415.0,0.0,0.0,0.0
12933,Joel Jeffrey,gold_coast,0.5041,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,371.11209,407.0,0.0,0.0,0.0
12861,Logan McDonald,sydney,0.5026,0.0,0,0.0,2.0,0.0,3.0,2e-05,0.0,0.0,0.0,0.0,0.0,358.924,418.0,0.0,0.0,0.0
12863,Braeden Campbell,sydney,0.50006,0.0,0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,261.36772,306.0,0.0,0.0,0.0
13057,Josh Weddle,hawthorn,0.49304,0.0,0,0.0,2.0,0.0,3.0,2e-05,0.0,0.0,0.0,0.0,0.0,248.2692,235.0,0.0,0.0,0.0
12910,Callum Brown,greater_western_sydney,0.48981,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,384.62567,413.0,0.0,0.0,0.0
13072,Jaspa Fletcher,brisbane_lions,0.48474,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,350.06921,386.0,0.0,0.0,0.0
13100,Seth Campbell,richmond,0.48444,0.0,0,0.0,2.0,0.0,3.0,1e-05,0.0,0.0,0.0,0.0,0.0,427.13587,493.0,0.0,0.0,0.0
13212,Matt Carroll,carlton,0.48281,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,403.10995,494.0,0.0,0.0,0.0
12536,Harry Perryman,collingwood,0.47811,0.0,0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,406.92935,483.0,0.0,0.0,0.0
13123,Koltyn Tholstrup,melbourne,0.47236,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,450.54488,548.0,0.0,0.0,0.0
13036,Mattaes Phillipou,st_kilda,0.46939,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,426.09831,533.0,0.0,0.0,0.0
12745,Hayden McLean,sydney,0.46821,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,268.24837,298.0,0.0,0.0,0.0
12351,Jake Lever,melbourne,0.44633,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,436.28299,538.0,0.0,0.0,0.0
13132,Daniel Curtin,adelaide,0.43952,0.0,0,0.0,2.0,0.0,3.0,1e-05,0.0,0.0,0.0,0.0,0.0,364.05419,404.0,0.0,0.0,0.0
12371,Brayden Maynard,collingwood,0.43351,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,355.7424,393.0,0.0,0.0,0.0
12938,Charlie Comben,north_melbourne,0.42757,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,375.64928,419.0,0.0,0.0,0.0
12521,Ben Long,gold_coast,0.42631,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,371.20036,410.0,0.0,0.0,0.0
12652,Wil Powell,gold_coast,0.42356,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,245.30051,242.0,0.0,0.0,0.0
13023,Ned Long,collingwood,0.42305,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,353.61628,389.0,0.0,0.0,0.0
12458,Jack Silvagni,st_kilda,0.41398,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,416.03846,425.0,0.0,0.0,0.0
12462,Harry Himmelberg,greater_western_sydney,0.41207,0.0,0,0.0,2.0,0.0,3.0,1e-05,0.0,0.0,0.0,0.0,0.0,394.77755,414.0,0.0,0.0,0.0
12875,Heath Chapman,fremantle,0.4108,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,292.47358,239.0,0.0,0.0,0.0
12889,Zach Reid,essendon,0.4096,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,230.65448,246.0,0.0,0.0,0.0
12404,Mitch McGovern,carlton,0.4094,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,372.82516,417.0,0.0,0.0,0.0
12544,Brennan Cox,fremantle,0.40703,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,405.33616,433.0,0.0,0.0,0.0
13064,George Wardlaw,north_melbourne,0.40157,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,460.13578,545.0,0.0,0.0,0.0
13190,Sam Lalor,richmond,0.39759,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,230.75501,243.0,0.0,0.0,0.0
13019,Mac Andrew,gold_coast,0.39667,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,394.50771,424.0,0.0,0.0,0.0
12312,Mason Wood,st_kilda,0.38776,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,421.83582,425.0,0.0,0.0,0.0
12579,Harry Morrison,hawthorn,0.36817,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,303.34554,340.0,0.0,0.0,0.0
12704,Jack Lukosius,port_adelaide,0.36457,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,421.39407,506.0,0.0,0.0,0.0
12661,Liam Baker,west_coast,0.36401,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,367.44828,475.0,0.0,0.0,0.0
11894,Ryan Lester,brisbane_lions,0.36376,0.0,0,0.0,2.0,0.0,3.0,1e-05,0.0,0.0,0.0,0.0,0.0,361.02017,388.0,0.0,0.0,0.0
13033,Judd McVee,fremantle,0.35892,0.0,0,0.0,2.0,0.0,3.0,2e-05,0.0,0.0,0.0,0.0,0.0,319.45226,272.0,0.0,0.0,0.0
11820,Jake Melksham,melbourne,0.35058,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,437.10314,506.0,0.0,0.0,0.0
12091,Nick Haynes,carlton,0.34713,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,382.30691,420.0,0.0,0.0,0.0
13050,Ned Moyle,gold_coast,0.33158,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,409.13346,461.0,0.0,0.0,0.0
12834,Jake Riccardi,greater_western_sydney,0.3308,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,232.25515,239.0,0.0,0.0,0.0
12551,Zach Guthrie,geelong,0.32234,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,293.68586,236.0,0.0,0.0,0.0
12864,Harry Sharp,melbourne,0.31923,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,477.70515,550.0,0.0,0.0,0.0
11948,Tom Lynch,richmond,0.31895,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,463.61929,534.0,0.0,0.0,0.0
12809,Mark Keane,adelaide,0.31837,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,446.07371,506.0,0.0,0.0,0.0
13038,Reuben Ginbey,west_coast,0.31771,0.0,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,265.1427,246.0,0.0,0.0,0.0
13087,Elijah Tsatas,essendon,0.31452,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,241.09628,242.0,0.0,0.0,0.0
12557,Cameron Zurhaar,north_melbourne,0.3122,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,403.86896,449.0,0.0,0.0,0.0
12891,Sam De Koning,geelong,0.30941,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,302.56856,245.0,0.0,0.0,0.0
12629,Isaac Cumming,adelaide,0.30928,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,443.14428,487.0,0.0,0.0,0.0
12904,Kieren Briggs,greater_western_sydney,0.30661,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,412.72406,420.0,0.0,0.0,0.0
13247,Jobe Shanahan,west_coast,0.30508,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,283.1146,247.0,0.0,0.0,0.0
12391,Conor McKenna,brisbane_lions,0.29117,0.0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,366.3678,386.0,0.0,0.0,0.0
12916,Lachlan Bramble,western_bulldogs,0.28805,0.0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,391.00368,465.0,0.0,0.0,0.0
13299,Jacob Farrow,essendon,0.28726,0.0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,237.35984,252.0,0.0,0.0,0.0
12453,Corey Wagner,fremantle,0.28515,0.0,0,0.0,1.0,0.0,3.0,1e-05,0.0,0.0,0.0,0.0,0.0,332.71075,362.0,0.0,0.0,0.0
13156,Logan Evans,port_adelaide,0.28189,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,422.46609,457.0,0.0,0.0,0.0
13032,Bailey Laurie,melbourne,0.27792,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,490.5011,551.0,0.0,0.0,0.0
13081,Luke Nankervis,adelaide,0.2771,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,386.78591,406.0,0.0,0.0,0.0
12740,Isaac Quaynor,collingwood,0.27161,0.0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,374.78811,392.0,0.0,0.0,0.0
13066,Oisin Mullin,geelong,0.26629,0.0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,336.28509,298.0,0.0,0.0,0.0
12499,Jack Bowes,geelong,0.26404,0.0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,377.51328,428.0,0.0,0.0,0.0
