model,window,n_seasons,mean_correct_3_pct,mean_exact_321_pct,mean_all_3_identified_pct,mean_top3_precision,mean_rank_corr,mean_log_loss,mean_brier,mean_expected_vote_mae
Model1_PlackettLuce,recent8,11,0.5749938403326295,0.09125376487337905,0.23832076408253408,0.6765889962883459,0.42169481504513756,0.18341223507188573,0.0882194841798223,0.12754508653054364
Model0_Benchmark,expanding,11,0.57186971022021,0.08716809721873706,0.2333785199486378,0.669510960737873,0.4207564665421544,0.19513172673612295,0.09056301334462385,0.1388986029177511
Model1_PlackettLuce,expanding,11,0.5693432759176148,0.08127860496740719,0.21839750574493555,0.6678320805998968,0.4208857979334471,0.18538423369490406,0.08920830431480793,0.13657906384860025
Model0_Benchmark,recent8,11,0.5691984249008377,0.08776943253924968,0.226245332700963,0.6724222860871095,0.42128594065224506,0.1982861846856217,0.08979519607493892,0.13265312692613807
Model2a_GBM_utility,expanding,11,0.5684341604603123,0.0875571863702676,0.2341998884486852,0.6691595434222231,0.4172962865468662,0.2747045140651432,0.1186721685096078,0.23572975412822653
Model2a_GBM_utility,recent8,11,0.5575771107403497,0.08521125087924108,0.22409393006472947,0.666256533344795,0.41655824313305545,0.27168071624142587,0.11729131848756853,0.23240583661648379
Model2b_GBM_multiclass,expanding,11,0.5458359306054834,0.07181365838515837,0.1994748885946244,0.6705180180378342,0.42110800603279086,0.19711544814952883,0.09132723289797175,0.1406839937871366
Model2b_GBM_multiclass,recent8,11,0.5361412510891663,0.06701989687652307,0.19268423989626643,0.6699434434779015,0.42104864644443774,0.2014070599669577,0.09161512809212202,0.1354297242795783
