rank,player_id,player_name,team_id,objective_ev,objective_3_games,objective_2_games,objective_1_games,n_matches
382,12246,Luke McDonald,north_melbourne,0.0946755742038276,0,0,0,18
383,12428,Mason Cox,fremantle,0.09341473304914856,0,0,0,16
384,12818,Sam Wicks,sydney,0.09244408781775154,0,0,0,18
385,13284,Will Lewis,western_bulldogs,0.0924255299844506,0,0,0,12
386,13028,Lachlan Cowan,carlton,0.09211554435829825,0,0,0,22
387,13033,Judd McVee,fremantle,0.09188421534977514,0,0,0,21
388,NOID2026_8172,Jack Graham,west_coast,0.08972204549805592,0,0,0,1
389,NOID2026_1144,Jack Ross,richmond,0.08949510584078996,0,0,0,1
390,12607,Jack Henry,geelong,0.08915560608000864,0,0,0,19
391,13313,Patrick Retschko,richmond,0.08782497746175368,0,0,0,18
392,13291,Cooper Duff-Tytler,west_coast,0.08781046473889222,0,0,0,16
393,12541,Will Brodie,port_adelaide,0.08760956444618413,0,0,0,2
394,13062,Jhye Clark,geelong,0.08697590702412018,0,0,0,9
395,13178,Sam Davidson,western_bulldogs,0.08581643149294094,0,0,0,16
396,12903,Malcolm Rosas,sydney,0.08543080082599012,0,0,0,16
397,12752,Changkuoth Jiath,melbourne,0.08424639212288924,0,0,0,15
398,13177,Isaac Kako,essendon,0.08390882520868957,0,0,0,15
399,13237,Lachlan Blakiston,essendon,0.0837276642442552,0,0,0,17
400,NOID2026_930,Jack Graham,west_coast,0.08355273795126371,0,0,0,1
401,13213,Cooper Hynes,western_bulldogs,0.08204916456544205,0,0,0,21
402,12874,Jaxon Prior,essendon,0.08154021668667116,0,0,0,22
403,13331,Campbell Lake,st_kilda,0.08100160210527084,0,0,0,10
404,12531,Mark OConnor,geelong,0.08037890172302332,0,0,0,20
405,12976,Jack Carroll,st_kilda,0.08032228651715428,0,0,0,12
406,13081,Luke Nankervis,adelaide,0.08013635579944331,0,0,0,16
407,13014,Tyler Sonsie,richmond,0.0800673396013404,0,0,0,15
408,NOID2026_753,Jack Ross,richmond,0.0796920492159233,0,0,0,1
409,13158,Max Gruzewski,greater_western_sydney,0.07446790120526033,0,0,0,15
410,13289,Jack Watkins,port_adelaide,0.07287233373270288,0,0,0,11
411,13156,Logan Evans,port_adelaide,0.07151947592448771,0,0,0,19
412,13276,Michael Sellwood,western_bulldogs,0.07115250688523876,0,0,0,23
413,13221,Bo Allan,west_coast,0.07067948082398974,0,0,0,19
414,12806,Brad Close,geelong,0.07063920573327753,0,0,0,16
415,12352,Alex Pearce,fremantle,0.07032965606544118,0,0,0,20
416,13196,Archer Reid,west_coast,0.07025145717345686,0,0,0,6
417,13035,Anthony Caminiti,st_kilda,0.06909577329951613,0,0,0,18
418,13043,Tylar Young,west_coast,0.0682010701773422,0,0,0,23
419,12321,Jesse Hogan,greater_western_sydney,0.06669240992693552,0,0,0,9
420,12774,Deven Robertson,west_coast,0.0655265872067819,0,0,0,4
421,12090,Lincoln McCarthy,brisbane_lions,0.06525733961331677,0,0,0,8
422,13029,Oliver Hollands,carlton,0.065127333540234,0,0,0,12
423,12883,Rhyan Mansell,richmond,0.06414027150968019,0,0,0,6
424,12941,Ben Miller,richmond,0.0608138799512952,0,0,0,21
425,12644,Sam Taylor,greater_western_sydney,0.05955726737684092,0,0,0,12
426,13298,Oscar Steene,collingwood,0.05937671739401761,0,0,0,8
427,12473,Reilly OBrien,adelaide,0.058577859012058656,0,0,0,2
428,13186,Jacob Konstanty,north_melbourne,0.05783073607515961,0,0,0,10
429,12091,Nick Haynes,carlton,0.05686797101445048,0,0,0,18
430,12383,Tom Barrass,hawthorn,0.05537810825595406,0,0,0,19
431,12769,Connor Budarick,western_bulldogs,0.055059120909021125,0,0,0,14
432,13119,Sam Clohesy,gold_coast,0.05398424549624805,0,0,0,12
433,12676,Billy Frampton,collingwood,0.05332971393505514,0,0,0,23
434,12886,Conor Stone,greater_western_sydney,0.05256600477990715,0,0,0,10
435,12559,Lewis Young,carlton,0.05090425224724414,0,0,0,12
436,13256,Zac Banch,north_melbourne,0.05024788242284292,0,0,0,8
437,NOID2026_7780,Charlie Cameron,brisbane_lions,0.05023262473430324,0,0,0,1
438,13032,Bailey Laurie,melbourne,0.0489884906424131,0,0,0,16
439,12141,Jaeger OMeara,fremantle,0.0487549818337936,0,0,0,6
440,12544,Brennan Cox,fremantle,0.04839274444123078,0,0,0,18
441,NOID2026_3696,Jack Ross,richmond,0.04727836206958133,0,0,0,1
442,13293,Josh Lindsay,west_coast,0.04719185888816482,0,0,0,15
443,12957,Brady Hough,west_coast,0.04617535972140469,0,0,0,23
444,12991,Jacob Wehr,port_adelaide,0.04599806021210803,0,0,0,17
445,13172,Liam Reidy,carlton,0.04591135955041047,0,0,0,4
446,NOID2026_2422,Charlie Cameron,brisbane_lions,0.04482159385042256,0,0,0,1
447,13333,Luke Kennedy,western_bulldogs,0.04463533051206639,0,0,0,6
448,12802,Ryan Byrnes,st_kilda,0.042549617081371956,0,0,0,15
449,13078,Sam Banks,richmond,0.042045080102495844,0,0,0,18
450,12565,Jack Scrimshaw,hawthorn,0.041771254530384314,0,0,0,6
451,12625,Charlie Ballard,gold_coast,0.04166184304357584,0,0,0,11
452,13269,Ewan Mackinlay,port_adelaide,0.04134151671640562,0,0,0,14
453,13223,Archer Day-Wicks,essendon,0.04110789460735793,0,0,0,21
454,13150,Billy Dowling,adelaide,0.04052778301123034,0,0,0,3
455,NOID2026_272,Jack Ross,richmond,0.040350983179516846,0,0,0,1
456,12822,Matthew Cottrell,carlton,0.040274764013929744,0,0,0,12
457,13170,Cooper Lord,carlton,0.04022484657342322,0,0,0,9
458,12800,Cody Weightman,western_bulldogs,0.03989254467671257,0,0,0,9
459,13363,Max Beattie,hawthorn,0.03959178030612717,0,0,0,2
460,12402,Jacob Weitering,carlton,0.03915451601555636,0,0,0,12
461,13217,Oliver Wiltshire,geelong,0.03907595468197572,0,0,0,14
462,12872,Nick Murray,adelaide,0.03785979849019299,0,0,0,11
463,12456,Nathan Broad,richmond,0.036684524302632644,0,0,0,21
464,13199,Christian Moraes,port_adelaide,0.03638873320065661,0,0,0,12
465,12639,Brody Mihocek,melbourne,0.0357028621727422,0,0,0,10
466,13126,Jake Rogers,gold_coast,0.03559601906537877,0,0,0,9
467,12854,Lachlan McNeil,western_bulldogs,0.03537912032355548,0,0,0,10
468,12918,Samson Ryan,richmond,0.0352314702554228,0,0,0,6
469,13098,Blake Howes,melbourne,0.03487519018186238,0,0,0,20
470,12414,Callum Ah Chee,adelaide,0.034675516861500215,0,0,0,7
471,13265,Jordan Croft,western_bulldogs,0.03436674210409997,0,0,0,17
472,13027,Max Michalanney,adelaide,0.03423065303212464,0,0,0,23
473,13328,Hugo Hall-Kahan,adelaide,0.03347868190452542,0,0,0,11
474,13070,Ryan Maric,west_coast,0.03320449593855949,0,0,0,12
475,13015,Jai Culley,melbourne,0.03288943644874517,0,0,0,7
476,12622,Charlie Spargo,north_melbourne,0.03280004553889748,0,0,0,19
477,12882,Lachie Jones,port_adelaide,0.03266610614821107,0,0,0,20
478,NOID2026_3063,Charlie Cameron,brisbane_lions,0.03264941056803236,0,0,0,1
479,13345,Oliver Francou,west_coast,0.03262351524568534,0,0,0,4
480,12870,Matt Flynn,west_coast,0.032265871588108994,0,0,0,4
481,13179,Josh Dolan,western_bulldogs,0.03159544803435328,0,0,0,11
482,13095,James Trezise,richmond,0.03148210644110419,0,0,0,14
483,13290,Sam Grlj,richmond,0.031118965910450932,0,0,0,21
484,13162,Will Lorenz,port_adelaide,0.030707750356305387,0,0,0,3
485,12272,Christian Salem,melbourne,0.03070290447358262,0,0,0,9
486,12697,Connor Rozee,port_adelaide,0.030674810450076875,0,0,0,2
487,12879,Archie Perkins,essendon,0.030670377983587682,0,0,0,16
488,NOID2026_6067,Jack Ross,richmond,0.03045640063318962,0,0,0,1
489,13235,Ty Gallop,brisbane_lions,0.03039930202250883,0,0,0,18
490,13061,James ODonnell,western_bulldogs,0.030324558337851134,0,0,0,19
491,12721,Liam Stocker,st_kilda,0.0299139791819736,0,0,0,18
492,13301,Josh Lai,port_adelaide,0.02937838284710157,0,0,0,19
493,13135,Calsher Dear,hawthorn,0.02892103081006432,0,0,0,5
494,13210,Hamish Davis,west_coast,0.02888298374010994,0,0,0,21
495,11820,Jake Melksham,melbourne,0.028470492392798915,0,0,0,6
496,13254,Max Heath,melbourne,0.028059825853378143,0,0,0,7
497,12547,Sean Darcy,fremantle,0.027882964694193726,0,0,0,7
498,13242,Jasper Alger,richmond,0.027713823916078625,0,0,0,8
499,NOID2026_2018,Jack Ross,richmond,0.02753753420233726,0,0,0,1
500,13272,Lachlan Gulbin,gold_coast,0.027404640196986095,0,0,0,11
501,12267,Darcy Gardiner,brisbane_lions,0.027315250279128536,0,0,0,12
502,13073,Dante Visentini,port_adelaide,0.026974001394279065,0,0,0,15
503,13361,Will Green,sydney,0.026579867313018653,0,0,0,3
504,12526,Lewis Melican,sydney,0.02650518505900629,0,0,0,10
505,13086,James Borlase,adelaide,0.026192096913432134,0,0,0,17
506,13246,Charlie West,collingwood,0.02594054956061366,0,0,0,8
507,12723,Oskar Baker,western_bulldogs,0.025348728819513968,0,0,0,9
508,12831,Liam Henry,st_kilda,0.02501291397571334,0,0,0,8
509,12575,Todd Marshall,port_adelaide,0.02487610170165491,0,0,0,15
510,13357,Oscar Ryan,adelaide,0.024577720050221713,0,0,0,2
511,13077,Cooper Harvey,north_melbourne,0.024567308605865718,0,0,0,7
512,12946,Jackson Mead,port_adelaide,0.024536581810617505,0,0,0,10
513,13321,Jack Ison,carlton,0.024302032011475388,0,0,0,8
514,12140,Dane Rampe,sydney,0.02410788862774441,0,0,0,15
515,12490,Dan Butler,st_kilda,0.02364650701069839,0,0,0,10
516,13318,Will Edwards,sydney,0.022625710473970693,0,0,0,14
517,13205,Tom Cochrane,port_adelaide,0.022034769905545724,0,0,0,3
518,NOID2026_7768,Jack Ross,richmond,0.02175597196192468,0,0,0,1
519,13053,Corey Warner,sydney,0.021627501494729452,0,0,0,5
520,12900,Buku Khamis,western_bulldogs,0.021502681105876855,0,0,0,23
521,13309,Oliver Hayes-Brown,richmond,0.0209527846730794,0,0,0,7
522,12921,Luke Pedlar,adelaide,0.02062674704856556,0,0,0,10
523,13337,Xavier Bamert,port_adelaide,0.020579595573556334,0,0,0,10
524,13249,George Stevens,geelong,0.01988397879911247,0,0,0,2
525,12935,Maurice Rioli,richmond,0.019865269755023788,0,0,0,10
526,13198,Tom Edwards,essendon,0.01940259762608121,0,0,0,7
527,12307,Nick Holman,gold_coast,0.019313923974623302,0,0,0,7
528,13273,Harry Dean,carlton,0.018927264983879317,0,0,0,20
529,NOID2026_9483,Jack Graham,west_coast,0.018654053076929238,0,0,0,1
530,13305,Mitch Zadow,port_adelaide,0.018356279746299244,0,0,0,9
531,11937,Jamie Cripps,west_coast,0.018342495713253477,0,0,0,5
532,13071,Jack Buller,collingwood,0.018175675982891874,0,0,0,10
533,13275,Lachie Jaques,western_bulldogs,0.01812919940681113,0,0,0,10
534,NOID2026_1442,Jack Ross,richmond,0.01807096196272097,0,0,0,1
535,12415,Jade Gresham,essendon,0.018062536331505355,0,0,0,7
536,NOID2026_4413,Jack Williams,west_coast,0.01791322937006169,0,0,0,1
537,12988,Sam Butler,hawthorn,0.017886749218682975,0,0,0,8
538,13350,Ollie Greeves,hawthorn,0.017587121161564665,0,0,0,4
539,13303,Wade Derksen,carlton,0.017396009447545727,0,0,0,14
540,12668,Brandon Starcevich,west_coast,0.01739465102358093,0,0,0,11
541,13216,Jedd Busslinger,western_bulldogs,0.017262110339615534,0,0,0,8
542,13229,Angus Clarke,essendon,0.016613989037726744,0,0,0,6
543,NOID2026_7267,Billy Wilson,carlton,0.016236452663862526,0,0,0,1
544,13341,Beau Addinsall,gold_coast,0.01605251299667077,0,0,0,9
545,13173,Tom Hanily,sydney,0.015955941989689193,0,0,0,5
546,13353,Jay Polkinghorne,geelong,0.01590690864401219,0,0,0,6
547,12511,Griffin Logue,north_melbourne,0.015852426870537135,0,0,0,16
548,12730,Callum Coleman-Jones,north_melbourne,0.015791026529107743,0,0,0,5
549,13000,Rhett Bazzo,west_coast,0.01570216033602268,0,0,0,14
550,13325,Harrison Oliver,greater_western_sydney,0.015695826453556543,0,0,0,5
551,12015,Harry Cunningham,sydney,0.01527839252238726,0,0,0,13
552,13304,Jack Dalton,hawthorn,0.01495846015880824,0,0,0,5
553,12718,Noah Answerth,brisbane_lions,0.014708532332033699,0,0,0,15
554,12054,Adam Treloar,western_bulldogs,0.014672795263908163,0,0,0,5
555,13300,Paddy Cross,melbourne,0.014569813097129326,0,0,0,11
556,13281,Hussien El Achkar,essendon,0.01408085948837136,0,0,0,9
557,12370,Jake Kolodjashnij,geelong,0.013825160316984499,0,0,0,11
558,13310,Charlie Edwards,adelaide,0.013605336047690719,0,0,0,2
559,12997,Judson Clarke,richmond,0.013410444986681602,0,0,0,3
560,13088,Toby McMullin,greater_western_sydney,0.013061608575325836,0,0,0,8
561,12181,Aidan Corr,north_melbourne,0.01300733685888374,0,0,0,16
562,NOID2026_9332,Jack Ross,richmond,0.0127496798057852,0,0,0,1
563,13241,Vigo Visentini,essendon,0.012605947275168805,0,0,0,3
564,NOID2026_630,Jack Graham,west_coast,0.01229585367426186,0,0,0,1
565,13214,Jonty Faull,richmond,0.011667954432975278,0,0,0,10
566,13327,Harry Kyle,sydney,0.011612180505628306,0,0,0,10
567,12846,Jack Buckley,greater_western_sydney,0.01150225170792249,0,0,0,9
568,NOID2026_1087,Charlie Cameron,brisbane_lions,0.01111723870719311,0,0,0,1
569,13347,Riley Hamilton,greater_western_sydney,0.0111113955877256,0,0,0,8
570,12965,Jordan Boyd,carlton,0.010468907735907628,0,0,0,2
571,13108,Toby Pink,north_melbourne,0.010405291196335997,0,0,0,5
572,NOID2026_3730,Charlie Cameron,brisbane_lions,0.01034803033164717,0,0,0,1
573,12631,Jordan Ridley,essendon,0.01014048742808009,0,0,0,7
574,NOID2026_6011,Jack Graham,west_coast,0.010130627076232373,0,0,0,1
575,NOID2026_4850,Jack Williams,west_coast,0.010123099118923787,0,0,0,1
576,13314,Lachlan Smith,western_bulldogs,0.010103667722188278,0,0,0,2
577,12359,Joel Hamling,sydney,0.010086087008219065,0,0,0,9
578,13068,Harvey Harrison,collingwood,0.01008262145938785,0,0,0,11
579,12608,Nick Coffield,western_bulldogs,0.010028189097029936,0,0,0,13
580,12009,Tom McDonald,melbourne,0.009914976817753647,0,0,0,10
581,13203,Saad El-Hawli,essendon,0.009856921275863987,0,0,0,8
582,NOID2026_9184,Charlie Cameron,brisbane_lions,0.009720245247623615,0,0,0,1
583,13005,James Tunstill,brisbane_lions,0.009633714267159081,0,0,0,11
584,13332,Jai Murray,gold_coast,0.00953114212569831,0,0,0,9
585,13243,Alix Tauru,st_kilda,0.009522000583052696,0,0,0,9
586,12852,Nik Cox,essendon,0.009466278055642482,0,0,0,8
587,13338,Kye Annand,richmond,0.009356156555210353,0,0,0,11
588,13191,Luke Trainor,richmond,0.00872378115380783,0,0,0,11
589,NOID2026_4685,Jack Ross,richmond,0.008610475990769455,0,0,0,1
590,NOID2026_6931,Jack Graham,west_coast,0.008579298772507413,0,0,0,1
591,NOID2026_1228,Jack Graham,west_coast,0.008456637671549696,0,0,0,1
592,13219,Finnbar Maley,adelaide,0.008388775419507546,0,0,0,6
593,13200,Liam Fawcett,richmond,0.008346883615512418,0,0,0,7
594,13130,Riley Hardeman,north_melbourne,0.007748527320917401,0,0,0,7
595,13185,Xavier Lindsay,melbourne,0.007743700355902622,0,0,0,6
596,NOID2026_4114,Jack Williams,west_coast,0.007600628953393513,0,0,0,1
597,NOID2026_8334,Charlie Cameron,brisbane_lions,0.0072948523838978,0,0,0,1
598,13206,Tobie Travaglia,st_kilda,0.006948293791903129,0,0,0,7
599,13349,Flynn Riley,carlton,0.006914295275416702,0,0,0,1
600,13324,Charlie Banfield,st_kilda,0.006802067185553248,0,0,0,3
601,NOID2026_7288,Jack Williams,west_coast,0.006758473540205472,0,0,0,1
602,13251,Oscar Adams,gold_coast,0.006550141133069741,0,0,0,13
603,13136,Harvey Johnston,west_coast,0.006548415505001502,0,0,0,8
604,13226,Cody Angove,greater_western_sydney,0.006524875533543385,0,0,0,1
605,12591,Hunter Clark,st_kilda,0.006389740559859796,0,0,0,7
606,12841,Flynn Perez,hawthorn,0.00636240133600961,0,0,0,7
607,12923,Jamarra Ugle-Hagan,gold_coast,0.006148335318922137,0,0,0,3
608,13044,Elijah Hewett,west_coast,0.005964933251692018,0,0,0,6
609,NOID2026_2549,Jack Ross,richmond,0.005962066990867592,0,0,0,1
610,13288,Lachy Dovaston,north_melbourne,0.005941768508388952,0,0,0,6
611,NOID2026_6322,Jack Williams,west_coast,0.005763449148557958,0,0,0,1
612,13091,Henry Hustwaite,hawthorn,0.005755295394167807,0,0,0,1
613,13296,Chris Scerri,fremantle,0.005705574466035693,0,0,0,9
614,NOID2026_7297,Charlie Cameron,brisbane_lions,0.005585770347590656,0,0,0,1
615,13194,Liam OConnell,st_kilda,0.005559009518850599,0,0,0,13
616,13245,Flynn Young,carlton,0.00516910149120706,0,0,0,3
617,NOID2026_443,Charlie Cameron,brisbane_lions,0.005097425762091802,0,0,0,1
618,13144,Wil Dawson,north_melbourne,0.005029664289369258,0,0,0,10
619,13211,Tom Gross,west_coast,0.004850132332643286,0,0,0,4
620,NOID2026_9061,Billy Wilson,carlton,0.004735528526057704,0,0,0,1
621,NOID2026_6830,Billy Wilson,carlton,0.004695408241585032,0,0,0,1
622,NOID2026_7611,Billy Wilson,carlton,0.004644818288028783,0,0,0,1
623,13352,Jaxon Artemis,essendon,0.004631167890193971,0,0,0,6
624,12481,Brayden Fiorini,essendon,0.004574037840954977,0,0,0,2
625,12420,Dougal Howard,st_kilda,0.004379342473962699,0,0,0,7
626,13282,Max Kondogiannis,essendon,0.004318235691494211,0,0,0,12
627,13025,Josh Goater,north_melbourne,0.004285463393427797,0,0,0,6
628,13231,Zak Johnson,essendon,0.004058893500613132,0,0,0,7
629,13228,Will Hayes,collingwood,0.004038472743274264,0,0,0,9
630,13218,Campbell Gray,richmond,0.0038636831016378857,0,0,0,10
631,13174,James Leake,greater_western_sydney,0.003853714747157792,0,0,0,5
632,NOID2026_7587,Jack Williams,west_coast,0.0038427567274886723,0,0,0,1
633,13165,Hugh Bond,adelaide,0.003830501790166611,0,0,0,7
634,NOID2026_8609,Jack Graham,west_coast,0.0036167429748228033,0,0,0,1
635,13250,Malakai Champion,west_coast,0.0035609268424434052,0,0,0,8
636,NOID2026_4621,Billy Wilson,carlton,0.003551082817742581,0,0,0,1
637,12986,Mitch Knevitt,geelong,0.0034762433032040855,0,0,0,2
638,12330,Adam Saad,carlton,0.003466902906195953,0,0,0,3
639,12813,Harry Schoenberg,west_coast,0.0033686287948896452,0,0,0,5
640,NOID2026_8758,Jack Ross,richmond,0.0033638996285113385,0,0,0,1
641,NOID2026_5894,Charlie Cameron,brisbane_lions,0.003311529414577401,0,0,0,1
642,13151,Jack Hutchinson,west_coast,0.003277792389629005,0,0,0,6
643,NOID2026_5044,Charlie Cameron,brisbane_lions,0.0032416050322548566,0,0,0,1
644,NOID2026_8692,Billy Wilson,carlton,0.0032058707212589436,0,0,0,1
645,13308,Louis Emmett,western_bulldogs,0.003200445905232204,0,0,0,7
646,NOID2026_6002,Billy Wilson,carlton,0.0031143221027199563,0,0,0,1
647,NOID2026_4460,Billy Wilson,carlton,0.0030794966488908054,0,0,0,1
648,13302,Oliver Hannaford,greater_western_sydney,0.002981370579248171,0,0,0,5
649,13311,Will McCabe,hawthorn,0.0029142039253303624,0,0,0,4
650,12853,Harry Jones,essendon,0.002827614164263327,0,0,0,7
651,13346,Dylan Patterson,gold_coast,0.0027656874812895175,0,0,0,5
652,13116,Angus Hastie,st_kilda,0.002678906980184314,0,0,0,7
653,13360,Alex Van Wyk,port_adelaide,0.002672914261716345,0,0,0,3
654,13039,Campbell Chesser,carlton,0.0026650882626511893,0,0,0,3
655,13215,Sam Marshall,brisbane_lions,0.0026273101684479005,0,0,0,2
656,13257,Ben Jepson,gold_coast,0.0024707061413589255,0,0,0,5
657,NOID2026_3978,Billy Wilson,carlton,0.002468198899347695,0,0,0,1
658,13334,Lukas Cooke,melbourne,0.002441080266124414,0,0,0,2
659,13342,Liam Puncher,collingwood,0.002351973885802389,0,0,0,8
660,12691,Chayce Jones,adelaide,0.0023385446308605284,0,0,0,3
661,13209,Sandy Brock,west_coast,0.0023224638707986397,0,0,0,6
662,13142,Shadeau Brain,brisbane_lions,0.0023123025357062272,0,0,0,2
663,12701,Bailey Scott,north_melbourne,0.0022885394265733665,0,0,0,3
664,NOID2026_6239,Charlie Cameron,brisbane_lions,0.0022877515565628537,0,0,0,1
665,NOID2026_1777,Charlie Cameron,brisbane_lions,0.002218524518503768,0,0,0,1
666,NOID2026_9496,Jack Williams,west_coast,0.00219652926228855,0,0,0,1
667,NOID2026_8117,Billy Wilson,carlton,0.002162898384359634,0,0,0,1
668,13277,Zane Zakostelsky,brisbane_lions,0.0021529227284229125,0,0,0,3
669,13295,Daniel Annable,brisbane_lions,0.0021325473488740666,0,0,0,3
670,12839,Matthew Owies,west_coast,0.002108439572457854,0,0,0,3
671,NOID2026_8185,Jack Williams,west_coast,0.0020909342838703595,0,0,0,1
672,NOID2026_6530,Billy Wilson,carlton,0.0020085935141360392,0,0,0,1
673,13270,Harrison Ramm,port_adelaide,0.0019730842075702895,0,0,0,6
674,13183,Aidan Johnson,melbourne,0.001961298345979279,0,0,0,1
675,13058,Max Ramsden,hawthorn,0.001895127721967095,0,0,0,2
676,13258,Jayden Nguyen,essendon,0.0017426196122885148,0,0,0,5
677,13354,Balyn OBrien,port_adelaide,0.0016007703881815727,0,0,0,6
678,13326,Cameron Nairn,hawthorn,0.0015805224181474702,0,0,0,4
679,NOID2026_1963,Jack Graham,west_coast,0.0015318256563180196,0,0,0,1
680,13133,Lachlan Sullivan,collingwood,0.0015264789428526776,0,0,0,2
681,NOID2026_9013,Jack Williams,west_coast,0.001489418853586492,0,0,0,1
682,NOID2026_6310,Jack Graham,west_coast,0.0014601163650415376,0,0,0,1
683,NOID2026_5196,Billy Wilson,carlton,0.0014590073309058136,0,0,0,1
684,13323,Noah Roberts-Thomson,richmond,0.0014041610283799736,0,0,0,3
685,NOID2026_9221,Billy Wilson,carlton,0.0013671977625516903,0,0,0,1
686,13147,Wil Parker,collingwood,0.001362239759613796,0,0,0,5
687,NOID2026_4489,Charlie Cameron,brisbane_lions,0.0013534634414141438,0,0,0,1
688,NOID2026_7276,Jack Graham,west_coast,0.0013422999430379894,0,0,0,1
689,13315,Tom Burton,richmond,0.0012641635373689534,0,0,0,5
690,13320,Bodie Ryan,hawthorn,0.001205769898251368,0,0,0,5
691,13233,Hudson OKeeffe,carlton,0.0011886648662132971,0,0,0,3
692,12820,Jeremy Sharp,fremantle,0.0011800571456235278,0,0,0,2
693,NOID2026_8622,Jack Williams,west_coast,0.0011679788646534847,0,0,0,1
694,13264,Rhys Unwin,essendon,0.0011596195701835234,0,0,0,4
695,12372,Darcy Moore,collingwood,0.0010744605879486396,0,0,0,4
696,13343,Matt Hill,hawthorn,0.0010190751366423126,0,0,0,2
697,12947,Josh Gibcus,richmond,0.0010113600900524822,0,0,0,1
698,13102,Harvey Gallagher,western_bulldogs,0.0009776885942943295,0,0,0,3
699,NOID2026_6998,Charlie Cameron,brisbane_lions,0.0009573854520937019,0,0,0,1
700,NOID2026_1293,Charlie Cameron,brisbane_lions,0.0008991991889264761,0,0,0,1
701,13322,Tom Anastasopoulos,port_adelaide,0.0008648491186011879,0,0,0,5
702,12776,Laitham Vandermeer,western_bulldogs,0.0008408144677836259,0,0,0,2
703,12596,Lachie Fogarty,carlton,0.0007748461077141741,0,0,0,2
704,13161,Andy Moniz-Wakefield,melbourne,0.0007656871350532916,0,0,0,2
705,12757,Brandon Zerk-Thatcher,port_adelaide,0.0007315532407199599,0,0,0,4
706,13329,Mitch Podhajski,collingwood,0.0007263069019615757,0,0,0,2
707,13189,Harry Armstrong,richmond,0.0007140177821491029,0,0,0,4
708,13359,Noah Howes,collingwood,0.0007101076575811949,0,0,0,2
709,NOID2026_4698,Charlie Cameron,brisbane_lions,0.0007084894239938721,0,0,0,1
710,12654,Darragh Joyce,brisbane_lions,0.000690224180240655,0,0,0,3
711,12612,Matt Guelfi,essendon,0.0006796354337126922,0,0,0,3
712,13336,Taylor Goad,north_melbourne,0.000667839414688247,0,0,0,2
713,13364,Tobyn Murray,fremantle,0.0006535094299300896,0,0,0,1
714,NOID2026_5749,Billy Wilson,carlton,0.0006398890747707521,0,0,0,1
715,13201,Isaac Keeler,st_kilda,0.0006229911010391116,0,0,0,2
716,12848,Jy Farrar,gold_coast,0.0005348793496032165,0,0,0,3
717,13208,Matt Whitlock,north_melbourne,0.0005147857491603163,0,0,0,3
718,NOID2026_3362,Charlie Cameron,brisbane_lions,0.0005033544757958584,0,0,0,1
719,13267,Jacob Newton,west_coast,0.00046417945712000564,0,0,0,3
720,NOID2026_1483,Jack Graham,west_coast,0.0004540974815791137,0,0,0,1
721,12727,Mitch Hinge,adelaide,0.00044435572790219377,0,0,0,1
722,13330,Luker Kentfield,melbourne,0.00041629137331812126,0,0,0,3
723,13171,Ashton Moir,carlton,0.0004146855224053808,0,0,0,2
724,12588,Bailey Banfield,fremantle,0.0003996953028858398,0,0,0,1
725,13319,Cody Curtin,brisbane_lions,0.00038139722772688824,0,0,0,4
726,13056,Ollie Lord,port_adelaide,0.00037702960050473255,0,0,0,1
727,NOID2026_8126,Charlie Cameron,brisbane_lions,0.00037155181360408495,0,0,0,1
728,13351,Zane Peucker,richmond,0.0003429892741075045,0,0,0,2
729,13358,Aidan Schubert,hawthorn,0.0003372544395511553,0,0,0,1
730,13312,Xavier Taylor,melbourne,0.0003369821112470564,0,0,0,2
731,13356,Archie Ludowyke,adelaide,0.00029617456327397164,0,0,0,2
732,12732,Ryan Gardner,western_bulldogs,0.000181996525027534,0,0,0,2
733,NOID2026_3403,Billy Wilson,carlton,0.00016298077099347765,0,0,0,1
734,NOID2026_6943,Jack Williams,west_coast,0.0001591221015629842,0,0,0,1
735,NOID2026_5504,Charlie Cameron,brisbane_lions,0.0001507533150284656,0,0,0,1
736,12987,Luke Cleary,western_bulldogs,0.00014842347919827236,0,0,0,2
737,NOID2026_6504,Jack Ross,richmond,0.00011318043151736638,0,0,0,1
738,NOID2026_2803,Jack Williams,west_coast,0.00011287620509054057,0,0,0,1
739,12914,Brandon Walker,fremantle,9.728253547223155e-05,0,0,0,1
740,12520,Zac Fisher,north_melbourne,7.96659331298776e-05,0,0,0,1
741,13202,Will McLachlan,brisbane_lions,7.536924022722268e-05,0,0,0,1
742,13362,Lachlan Carmichael,western_bulldogs,7.068849016074161e-05,0,0,0,2
743,13355,Caleb Lewis,gold_coast,5.759452171946352e-05,0,0,0,2
744,12811,Harry Edwards,west_coast,4.9048724779998166e-05,0,0,0,2
745,12773,Max King,st_kilda,1.8866254654311146e-05,0,0,0,1
