season,match_id,player_id,brownlow_votes,p3,p2,p1,p0,expected_votes,model,role,win_loss_draw,absolute_margin,disposals,goals,match_rank_of_p3
2020,2020_R13_collingwood_v_north_melbourne_2020-08-24,12372,3,0.009781475189812936,0.018789116388748237,0.029410561225071657,0.9420188471963671,0.09633321957200694,Model1_PlackettLuce,KEY_DEFENDER,win,30,16,0,9.0
2016,2016_R11_collingwood_v_port_adelaide_2016-06-05,12237,3,0.027774666696231336,0.034727419703352254,0.04153536080993487,0.8959625527904815,0.19431420030533336,Model1_PlackettLuce,MEDIUM_FORWARD,win,67,22,1,9.0
2025,2025_R3_brisbane_lions_v_west_coast_2025-03-23,12340,3,0.007889056481709874,0.02742580479596189,0.035352734729408176,0.92933240399292,0.11387151376646157,Model1_PlackettLuce,KEY_DEFENDER,win,19,20,0,9.0
2024,2024_R19_hawthorn_v_fremantle_2024-07-13,12915,3,0.030789243206265436,0.03435339453477146,0.03831078139477378,0.8965465808641894,0.199385300083113,Model1_PlackettLuce,MIDFIELDER,win,13,16,1,9.0
2025,2025_R15_west_coast_v_carlton_2025-06-15,12261,3,0.01319498508325484,0.017334760375988224,0.024817755274034552,0.9446524992667223,0.09907223127577552,Model1_PlackettLuce,MIDFIELDER,win,34,21,0,9.0
2024,2024_R9_western_bulldogs_v_hawthorn_2024-05-05,12354,3,0.03086384087972301,0.03455973295540812,0.039084077130210775,0.895492349034658,0.20079506568019606,Model1_PlackettLuce,MEDIUM_DEFENDER,loss,7,29,0,9.0
2015,2015_R10_north_melbourne_v_west_coast_2015-06-07,11654,3,0.024397903775577403,0.028906123422134812,0.03451489875073241,0.9121810740515554,0.16552085692173424,Model1_PlackettLuce,MIDFIELDER,loss,10,24,1,9.0
2022,2022_R22_western_bulldogs_v_greater_western_sydney_2022-08-13,12354,3,0.045089315049537664,0.047046865023973164,0.048987981045752575,0.8588758388807367,0.2783496562423119,Model1_PlackettLuce,MEDIUM_DEFENDER,win,5,26,1,9.0
2023,2023_R2_adelaide_v_richmond_2023-03-25,12686,3,0.013488547897293163,0.019167473070087003,0.02563988585795455,0.9417040931746653,0.10444047569000806,Model1_PlackettLuce,KEY_DEFENDER,win,32,13,0,8.0
2023,2023_R7_western_bulldogs_v_hawthorn_2023-04-29,12537,3,0.0354984214646478,0.039363728662534264,0.04359764019797088,0.8815402096748471,0.22882036191698282,Model1_PlackettLuce,RUCK,win,29,11,1,8.0
2022,2022_R15_geelong_v_richmond_2022-06-25,12552,3,0.03761870890899261,0.041058969405609935,0.04468654509164075,0.8766357765937567,0.23966061062983846,Model1_PlackettLuce,MEDIUM_FORWARD,win,3,18,3,8.0
2022,2022_R6_western_bulldogs_v_adelaide_2022-04-23,11713,3,0.03461761604437717,0.040471177947127644,0.04831086812359958,0.8766003378848957,0.2331060721509864,Model1_PlackettLuce,KEY_FORWARD,win,1,19,3,8.0
2023,2023_R9_richmond_v_geelong_2023-05-12,11917,3,0.011253536795265076,0.0188311067334605,0.029135442280907073,0.9407799141903673,0.1005582661336233,Model1_PlackettLuce,MIDFIELDER,win,24,19,1,8.0
2019,2019_R6_st_kilda_v_adelaide_2019-04-27,12560,3,0.03190452255424937,0.03742972625015681,0.044018729095605925,0.8866470220999879,0.21459174925866767,Model1_PlackettLuce,KEY_DEFENDER,win,29,21,0,8.0
2015,2015_R2_gold_coast_v_st_kilda_2015-04-11,11791,3,0.00760945860488381,0.016918895612382648,0.047857034098087316,0.9276146116846462,0.10452320113750405,Model1_PlackettLuce,UNKNOWN,win,28,22,0,8.0
2025,2025_R8_gold_coast_v_sydney_2025-04-27,12768,3,0.015142302879856323,0.026211919769343863,0.036809006910734375,0.9218367704400654,0.13465975508899108,Model1_PlackettLuce,MIDFIELDER,win,38,16,1,8.0
2024,2024_R20_geelong_v_western_bulldogs_2024-07-20,11898,3,0.004861900991970309,0.014405260759482752,0.043644012673846266,0.9370888255747007,0.0870402371687227,Model1_PlackettLuce,MIDFIELDER,win,47,23,0,8.0
2024,2024_R18_st_kilda_v_sydney_2024-07-07,12862,3,0.0499965519974065,0.0522368757600701,0.054664751758341554,0.8431018204841819,0.30912815927070125,Model1_PlackettLuce,MIDFIELDER,loss,2,28,0,8.0
2024,2024_R4_port_adelaide_v_melbourne_2024-03-30,12430,3,0.019683460109282857,0.05085285924170952,0.0635008958602979,0.8659627847887096,0.2242569946715655,Model1_PlackettLuce,MIDFIELDER,win,7,23,0,8.0
2024,2024_R14_hawthorn_v_greater_western_sydney_2024-06-08,12619,3,0.03499903570161985,0.03833735343106911,0.04190006820347,0.8847635426638409,0.22357188217046778,Model1_PlackettLuce,MIDFIELDER,win,6,20,0,8.0
2023,2023_R20_geelong_v_fremantle_2023-07-29,12352,3,0.02832461212845638,0.03454962630341922,0.041713751526978336,0.8954120100411461,0.1957868405191859,Model1_PlackettLuce,KEY_DEFENDER,win,7,18,0,8.0
2025,2025_R17_gold_coast_v_melbourne_2025-06-28,12824,3,0.028008849582117093,0.03286710367193257,0.038965505743478054,0.9001585410024723,0.18872626183369445,Model1_PlackettLuce,MEDIUM_FORWARD,win,19,28,0,8.0
2016,2016_R15_melbourne_v_adelaide_2016-07-03,12165,3,0.03421311841277988,0.044501774174713626,0.052683114155215545,0.868601993257291,0.24432601774298243,Model1_PlackettLuce,MEDIUM_DEFENDER,win,22,25,0,7.0
2018,2018_R9_brisbane_lions_v_hawthorn_2018-05-20,12454,3,0.012294874605915723,0.030263023718632334,0.0462727829507796,0.9111693187246723,0.14368345420579143,Model1_PlackettLuce,KEY_FORWARD,win,56,12,4,7.0
2019,2019_R8_port_adelaide_v_adelaide_2019-05-11,12560,3,0.01396194338841154,0.0376124499254577,0.05399734303298096,0.8944282636531498,0.17110807304913098,Model1_PlackettLuce,MEDIUM_DEFENDER,win,20,26,0,7.0
2018,2018_R18_sydney_v_gold_coast_2018-07-21,12385,3,0.05943634477922666,0.06650873768299326,0.0748866646853706,0.7991682528524094,0.3862131743890371,Model1_PlackettLuce,MEDIUM_DEFENDER,win,24,23,2,7.0
2019,2019_R2_richmond_v_collingwood_2019-03-28,12318,3,0.021745221051417307,0.035866311104414426,0.049341862622453256,0.8930466052217151,0.18631014798553402,Model1_PlackettLuce,UNKNOWN,win,44,15,5,7.0
2023,2023_R23_richmond_v_north_melbourne_2023-08-19,12707,3,0.013353044164793168,0.02308131080067768,0.08120375633297786,0.8823618887015513,0.16742551042871273,Model1_PlackettLuce,MIDFIELDER,loss,29,25,2,7.0
2025,2025_R11_west_coast_v_st_kilda_2025-05-18,12600,3,0.013644291978736577,0.023781907394619134,0.036269456599632495,0.9263043440270117,0.12476614732508048,Model1_PlackettLuce,MEDIUM_FORWARD,win,28,14,2,7.0
2025,2025_R5_collingwood_v_carlton_2025-04-03,12700,3,0.04703941865633324,0.05419896212538476,0.06245385400901711,0.8363077652092649,0.31197003422878633,Model1_PlackettLuce,MEDIUM_FORWARD,win,17,18,2,7.0
2024,2024_R14_west_coast_v_north_melbourne_2024-06-08,12590,3,0.021376253038558383,0.025993719668472023,0.0330179850899832,0.9196120422029864,0.14913418354260238,Model1_PlackettLuce,MIDFIELDER,win,9,26,0,7.0
2023,2023_R6_greater_western_sydney_v_brisbane_lions_2023-04-22,12055,3,0.007778004109245465,0.01916994820147771,0.03127911744788676,0.9417729302413901,0.09295302617857856,Model1_PlackettLuce,MIDFIELDER,win,21,20,0,7.0
2022,2022_R15_port_adelaide_v_gold_coast_2022-06-26,12357,3,0.03632603311691034,0.040897916854066046,0.046313125941999184,0.8764629240870244,0.2370870590008623,Model1_PlackettLuce,MIDFIELDER,win,2,26,0,7.0
2025,2025_R15_hawthorn_v_adelaide_2025-06-13,13057,3,0.039356275912609075,0.04547738987958229,0.051050394757542146,0.8641159394502665,0.260074002254534,Model1_PlackettLuce,MEDIUM_DEFENDER,win,3,23,0,7.0
2025,2025_R7_adelaide_v_greater_western_sydney_2025-04-19,12473,3,0.03626053794232752,0.040833510809291,0.04622881413166694,0.8766771371167146,0.2366774495772315,Model1_PlackettLuce,RUCK,win,18,17,0,7.0
2022,2022_R19_port_adelaide_v_geelong_2022-07-23,12357,3,0.03535053641593724,0.041110558062238914,0.04811963353097213,0.8754192719908517,0.23639235890326166,Model1_PlackettLuce,MIDFIELDER,loss,12,25,1,7.0
2018,2018_R14_west_coast_v_essendon_2018-06-21,12330,3,0.034701395669002,0.03930860929582914,0.04457329337010591,0.8814167016650629,0.2272946989687702,Model1_PlackettLuce,MEDIUM_DEFENDER,win,28,26,0,7.0
2017,2017_R16_collingwood_v_essendon_2017-07-08,12302,3,0.04731911624211398,0.06422754441868483,0.07639419165621512,0.8120591476829861,0.3468066292199267,Model1_PlackettLuce,MIDFIELDER,win,37,11,5,7.0
2016,2016_R17_adelaide_v_collingwood_2016-07-16,12217,3,0.06098059176471172,0.06290520022613547,0.06485081345589454,0.8112633945532584,0.3736029892023007,Model1_PlackettLuce,RUCK,loss,28,23,0,7.0
2015,2015_R21_gold_coast_v_essendon_2015-08-22,11948,3,0.01017745352432882,0.023623536806359813,0.04216602101265849,0.9240329886566528,0.11994545519836458,Model1_PlackettLuce,MIDFIELDER,win,2,13,3,7.0
2016,2016_R13_brisbane_lions_v_west_coast_2016-06-18,11904,3,0.049585075411459005,0.054314304262429995,0.05927554851372857,0.8368250718123824,0.31665938327296556,Model1_PlackettLuce,MIDFIELDER,win,49,28,0,7.0
2023,2023_R5_essendon_v_melbourne_2023-04-15,12075,3,0.01717537233310658,0.02299151048486605,0.034082439633331914,0.9257506775486954,0.13159157760238374,Model1_PlackettLuce,RUCK,win,27,12,2,7.0
2024,2024_R3_richmond_v_port_adelaide_2024-03-24,12150,3,0.018276486126975394,0.05103972859405628,0.06681512090915312,0.8638686643698152,0.22372403647819186,Model1_PlackettLuce,MIDFIELDER,win,30,26,0,6.0
2018,2018_R10_melbourne_v_adelaide_2018-05-27,12367,3,0.006609781199286459,0.01975127233983693,0.03617294480400626,0.9374660016568703,0.09550483308153951,Model1_PlackettLuce,MIDFIELDER,win,91,23,3,6.0
2016,2016_R19_melbourne_v_gold_coast_2016-07-31,11966,3,0.029506279924160238,0.039773588046036534,0.04710731024111859,0.8836128217886847,0.21517332610567236,Model1_PlackettLuce,RUCK,win,2,9,0,6.0
2025,2025_R8_greater_western_sydney_v_western_bulldogs_2025-04-26,13140,3,0.06340991900436302,0.07089220692724393,0.080687222357503,0.78501065171089,0.4127013932250799,Model1_PlackettLuce,MIDFIELDER_FORWARD,win,32,27,0,6.0
2024,2024_R22_greater_western_sydney_v_hawthorn_2024-08-04,12025,3,0.020814997805456845,0.03830102486364522,0.06426400475345513,0.8766199725774428,0.20331104789711613,Model1_PlackettLuce,MEDIUM_FORWARD,win,2,17,3,6.0
2022,2022_R4_sydney_v_north_melbourne_2022-04-09,11724,3,0.02744361365938726,0.03833121425315025,0.051843946016985096,0.8823812260704774,0.2108372155014474,Model1_PlackettLuce,MEDIUM_FORWARD,loss,11,9,5,6.0
2023,2023_R4_st_kilda_v_gold_coast_2023-04-08,12325,3,0.06824445269409471,0.0881620564817653,0.10891275072373875,0.7346807401004012,0.48997022176955346,Model1_PlackettLuce,MEDIUM_DEFENDER,win,53,31,1,6.0
2022,2022_R18_carlton_v_geelong_2022-07-16,11973,3,0.04817494980568032,0.052018787645649385,0.05561813335623829,0.844188129192432,0.304180558064578,Model1_PlackettLuce,MEDIUM_DEFENDER,win,30,24,0,6.0
2021,2021_R22_melbourne_v_adelaide_2021-08-15,12035,3,0.01606643520011879,0.0719513242919272,0.09180749869929976,0.8201747418086544,0.28390945288351055,Model1_PlackettLuce,MIDFIELDER,loss,41,36,1,6.0
2023,2023_R3_port_adelaide_v_adelaide_2023-04-01,12516,3,0.034837963808352676,0.041030580780397286,0.0496039010269218,0.8745275543843283,0.2361789540127744,Model1_PlackettLuce,MIDFIELDER,win,31,18,1,6.0
2023,2023_R15_geelong_v_melbourne_2023-06-22,12505,3,0.027639314320760527,0.04964002707659911,0.06407778968018843,0.858642868922452,0.24627578679566822,Model1_PlackettLuce,MEDIUM_DEFENDER,win,15,22,0,6.0
2023,2023_R9_sydney_v_fremantle_2023-05-13,12700,3,0.015546163098497899,0.03702214573357403,0.06362822468759476,0.8838034664803334,0.1843110054502365,Model1_PlackettLuce,MEDIUM_FORWARD,win,17,14,4,6.0
2023,2023_R20_west_coast_v_north_melbourne_2023-07-30,12253,3,0.035652424439349094,0.04700875679240884,0.06200159856991717,0.8553372201983249,0.2629763854727821,Model1_PlackettLuce,MIDFIELDER,win,5,26,0,6.0
2024,2024_R19_collingwood_v_geelong_2024-07-12,12499,3,0.06246033019760453,0.06894516006717379,0.07548033603933975,0.7931141736958819,0.40075164676650094,Model1_PlackettLuce,MIDFIELDER,win,20,24,1,6.0
2024,2024_R17_adelaide_v_greater_western_sydney_2024-06-29,12516,3,0.028667460162784337,0.03763893676550294,0.04810688449078793,0.8855867185809249,0.20938713851014681,Model1_PlackettLuce,MIDFIELDER,win,16,24,0,6.0
2015,2015_R18_fremantle_v_greater_western_sydney_2015-08-02,1421,3,0.04800930899214465,0.05520515240129993,0.06347380659643502,0.8333117320101204,0.31791203837546883,Model1_PlackettLuce,RUCK,win,21,21,0,6.0
2015,2015_R13_st_kilda_v_western_bulldogs_2015-06-27,11788,3,0.033114406703859685,0.041033952808602094,0.048178685250904595,0.8776729552366336,0.22958981097968786,Model1_PlackettLuce,MIDFIELDER,win,6,22,0,6.0
2018,2018_R21_melbourne_v_sydney_2018-08-12,12326,3,0.04489573409402182,0.05186205654536501,0.05907033867624314,0.84417187068437,0.2974816540490386,Model1_PlackettLuce,MIDFIELDER,win,9,19,2,6.0
