match_id,season,round,player_name,team_id,p3,p2,p1,p0,expected_votes,most_likely,key_drivers
2026_R1_carlton_v_richmond_2026-03-12,2026,1,Patrick Cripps,carlton,0.4572305039451756,0.27850279273511863,0.14831093285547423,0.11595577046423153,2.077008030161238,3,winning team; disposals=32 (match z=2.2); contested possessions=19 (match z=3.3); clearances=9 (match z=3.3).
2026_R1_western_bulldogs_v_greater_western_sydney_2026-03-14,2026,1,Aaron Naughton,western_bulldogs,0.4287947213856498,0.5141439967591205,0.053664201389165375,0.0033970804660643644,2.3683363590643554,2,winning team; goals=6 (match z=4.5); contested marks=5 (match z=5.2); marks=11 (match z=1.9). Uncertainty: teammate Marcus Bontempelli also had a big disposal count.
2026_R1_north_melbourne_v_port_adelaide_2026-03-15,2026,1,Harry Sheezel,north_melbourne,0.36385235043344333,0.28656675868812936,0.18398229242996567,0.16559859844846164,1.8486728611065544,3,winning team; disposals=31 (match z=2.5); clearances=5 (match z=1.7).
2026_R1_essendon_v_hawthorn_2026-03-13,2026,1,Nick Watson,hawthorn,0.34143132092267225,0.2730628449678665,0.1801560871648233,0.20534974694463798,1.750575739868573,3,winning team; tackles=5 (match z=1.6); goals=4 (match z=3.0). Uncertainty: teammate James Sicily also had a big disposal count.
2026_R1_north_melbourne_v_port_adelaide_2026-03-15,2026,1,Dylan Stephens,north_melbourne,0.30470836215130886,0.2797009448509755,0.20051693980671526,0.2150737531910003,1.6740439159625928,3,winning team; disposals=29 (match z=2.2); marks=11 (match z=2.4).
2026_R10_west_coast_v_greater_western_sydney_2026-05-17,2026,10,Harley Reid,west_coast,0.9536100699573802,0.04501140790852784,0.0013558028107960604,2.2719323295920238e-05,2.9522088284999923,3,winning team; disposals=34 (match z=2.5); contested possessions=19 (match z=2.8); clearances=10 (match z=3.1); tackles=8 (match z=1.8); goals=2 (match z=1.8); inside 50s=12 (match z=4.5).
2026_R10_carlton_v_western_bulldogs_2026-05-16,2026,10,Patrick Cripps,carlton,0.8350432629162752,0.14214404894985005,0.020181174969806103,0.002631513164068667,2.8095990616183317,3,winning team; disposals=29 (match z=2.2); contested possessions=17 (match z=3.6); clearances=8 (match z=3.4); goals=2 (match z=2.0); inside 50s=5 (match z=1.8).
2026_R10_brisbane_lions_v_geelong_2026-05-14,2026,10,Shaun Mannagh,geelong,0.810813551161955,0.18645398327957785,0.0027069116502252298,2.555390824194887e-05,2.8080555316952465,3,winning team; disposals=30 (match z=1.8); goals=5 (match z=4.1); inside 50s=7 (match z=2.0).
2026_R10_sydney_v_collingwood_2026-05-15,2026,10,Brodie Grundy,sydney,0.6503205692556099,0.27695585216677815,0.06455231482657431,0.00817126375103766,2.5694257269269603,3,winning team; disposals=34 (match z=2.2); contested possessions=24 (match z=4.1); clearances=12 (match z=3.9).
2026_R10_adelaide_v_north_melbourne_2026-05-16,2026,10,Izak Rankine,adelaide,0.6058698731201873,0.26649524906626665,0.09378014790867924,0.03385472990486686,2.4443802654017746,3,winning team; disposals=28 (match z=2.1); contested possessions=15 (match z=3.0); clearances=10 (match z=3.7); inside 50s=7 (match z=2.7).
2026_R10_essendon_v_fremantle_2026-05-17,2026,10,Patrick Voss,fremantle,0.40948903970222206,0.2952720911067589,0.17021624883311423,0.12502262035790482,1.989227550153298,3,winning team; goals=5 (match z=4.6). Uncertainty: teammate Murphy Reid also had a big disposal count.
2026_R10_st_kilda_v_richmond_2026-05-17,2026,10,Hugo Garcia,st_kilda,0.37032477544315645,0.2787531858793545,0.17918664239600118,0.17173539628148787,1.8476673404841795,3,winning team; contested possessions=16 (match z=3.0); clearances=10 (match z=3.9); tackles=7 (match z=2.7); goals=2 (match z=1.6). Uncertainty: teammate Jack Macrae also had a big disposal count.
2026_R10_gold_coast_v_port_adelaide_2026-05-15,2026,10,Noah Anderson,gold_coast,0.3211087127941443,0.25297845078696785,0.18677349345336386,0.23913934296552397,1.6560565334097326,3,winning team; disposals=33 (match z=2.1); clearances=8 (match z=2.5).
2026_R11_collingwood_v_west_coast_2026-05-23,2026,11,Nick Daicos,collingwood,0.9445348336484787,0.05325089578330961,0.0021488461895925078,6.542437861920339e-05,2.942255138701648,3,winning team; disposals=34 (match z=2.7); clearances=7 (match z=2.0); goals=3 (match z=2.7); inside 50s=5 (match z=1.6).
2026_R11_western_bulldogs_v_melbourne_2026-05-24,2026,11,Ed Richards,western_bulldogs,0.7622707791768062,0.20641515949497496,0.028280883079211373,0.003033178249007472,2.72792353959958,3,winning team; disposals=30 (match z=2.1); contested possessions=13 (match z=1.8); clearances=10 (match z=3.2); goals=3 (match z=3.0); inside 50s=10 (match z=3.7).
2026_R11_geelong_v_sydney_2026-05-23,2026,11,Max Holmes,geelong,0.46224675848866964,0.309041187228664,0.16118449013025513,0.06752756415241126,2.1660071400535923,3,winning team; disposals=35 (match z=2.4); contested possessions=13 (match z=2.1); clearances=8 (match z=2.9); inside 50s=6 (match z=1.9).
