season,round,round_label,match_id,afl_match_id,date,home_team,away_team,player_id,afl_player_id,player_name,player_team,player_team_abbr,actual_brownlow_votes,eligible,identity_status
2026,4,Round 4,2026_R4_brisbane_lions_v_collingwood_2026-04-02,CD_M20260140401,2026-04-02,brisbane_lions,collingwood,13040,CD_I1023517,Will Ashcroft,brisbane_lions,BL,3,True,resolved
2026,4,Round 4,2026_R4_brisbane_lions_v_collingwood_2026-04-02,CD_M20260140401,2026-04-02,brisbane_lions,collingwood,13137,CD_I1028019,Logan Morris,brisbane_lions,BL,2,True,resolved
2026,4,Round 4,2026_R4_brisbane_lions_v_collingwood_2026-04-02,CD_M20260140401,2026-04-02,brisbane_lions,collingwood,12610,CD_I1002312,Zac Bailey,brisbane_lions,BL,1,False,resolved
2026,4,Round 4,2026_R4_adelaide_v_fremantle_2026-04-03,CD_M20260140403,2026-04-03,adelaide,fremantle,12786,CD_I1009420,Caleb Serong,fremantle,FRE,3,True,resolved
2026,4,Round 4,2026_R4_adelaide_v_fremantle_2026-04-03,CD_M20260140403,2026-04-03,adelaide,fremantle,12934,CD_I1006013,James Peatling,adelaide,ADEL,2,True,resolved
2026,4,Round 4,2026_R4_adelaide_v_fremantle_2026-04-03,CD_M20260140403,2026-04-03,adelaide,fremantle,12589,CD_I1002232,Andrew Brayshaw,fremantle,FRE,1,True,resolved
2026,4,Round 4,2026_R4_north_melbourne_v_carlton_2026-04-03,CD_M20260140402,2026-04-03,north_melbourne,carlton,12590,CD_I1002267,Luke Davies-Uniacke,north_melbourne,NMFC,3,True,resolved
2026,4,Round 4,2026_R4_north_melbourne_v_carlton_2026-04-03,CD_M20260140402,2026-04-03,north_melbourne,carlton,13034,CD_I1023518,Harry Sheezel,north_melbourne,NMFC,2,True,resolved
2026,4,Round 4,2026_R4_north_melbourne_v_carlton_2026-04-03,CD_M20260140402,2026-04-03,north_melbourne,carlton,12417,CD_I298290,Marc Pittonet,carlton,CARL,1,True,resolved
2026,4,Round 4,2026_R4_richmond_v_port_adelaide_2026-04-04,CD_M20260140404,2026-04-04,richmond,port_adelaide,12698,CD_I1006121,Zak Butters,port_adelaide,PORT,3,True,resolved
2026,4,Round 4,2026_R4_richmond_v_port_adelaide_2026-04-04,CD_M20260140404,2026-04-04,richmond,port_adelaide,12433,CD_I294469,Aliir Aliir,port_adelaide,PORT,2,True,resolved
2026,4,Round 4,2026_R4_richmond_v_port_adelaide_2026-04-04,CD_M20260140404,2026-04-04,richmond,port_adelaide,12422,CD_I991930,Darcy Byrne-Jones,port_adelaide,PORT,1,False,resolved
2026,4,Round 4,2026_R4_west_coast_v_sydney_2026-04-04,CD_M20260140405,2026-04-04,west_coast,sydney,12217,CD_I293957,Brodie Grundy,sydney,SYD,3,True,resolved
2026,4,Round 4,2026_R4_west_coast_v_sydney_2026-04-04,CD_M20260140405,2026-04-04,west_coast,sydney,12326,CD_I298539,Isaac Heeney,sydney,SYD,2,True,resolved
2026,4,Round 4,2026_R4_west_coast_v_sydney_2026-04-04,CD_M20260140405,2026-04-04,west_coast,sydney,12797,CD_I1012014,Chad Warner,sydney,SYD,1,True,resolved_exact_full_name
2026,4,Round 4,2026_R4_melbourne_v_gold_coast_2026-04-05,CD_M20260140406,2026-04-05,melbourne,gold_coast,11966,CD_I290528,Max Gawn,melbourne,MELB,3,True,resolved
2026,4,Round 4,2026_R4_melbourne_v_gold_coast_2026-04-05,CD_M20260140406,2026-04-05,melbourne,gold_coast,12771,CD_I1008541,Kysaiah Pickett,melbourne,MELB,2,True,resolved
2026,4,Round 4,2026_R4_melbourne_v_gold_coast_2026-04-05,CD_M20260140406,2026-04-05,melbourne,gold_coast,12693,CD_I999391,Tom Sparrow,melbourne,MELB,1,True,resolved
2026,4,Round 4,2026_R4_western_bulldogs_v_essendon_2026-04-05,CD_M20260140407,2026-04-05,western_bulldogs,essendon,12269,CD_I297373,Marcus Bontempelli,western_bulldogs,WB,3,True,resolved
2026,4,Round 4,2026_R4_western_bulldogs_v_essendon_2026-04-05,CD_M20260140407,2026-04-05,western_bulldogs,essendon,12455,CD_I1001398,Matthew Kennedy,western_bulldogs,WB,2,True,resolved
2026,4,Round 4,2026_R4_western_bulldogs_v_essendon_2026-04-05,CD_M20260140407,2026-04-05,western_bulldogs,essendon,13021,CD_I1017126,Sam Darcy,western_bulldogs,WB,1,True,resolved
2026,4,Round 4,2026_R4_hawthorn_v_geelong_2026-04-06,CD_M20260140408,2026-04-06,hawthorn,geelong,12692,CD_I1006130,Bailey Smith,geelong,GEEL,3,True,resolved
2026,4,Round 4,2026_R4_hawthorn_v_geelong_2026-04-06,CD_M20260140408,2026-04-06,hawthorn,geelong,12955,CD_I1017110,Josh Ward,hawthorn,HAW,2,True,resolved
2026,4,Round 4,2026_R4_hawthorn_v_geelong_2026-04-06,CD_M20260140408,2026-04-06,hawthorn,geelong,12954,CD_I1017094,Connor Macdonald,hawthorn,HAW,1,True,resolved
2026,5,Round 5,2026_R5_adelaide_v_carlton_2026-04-09,CD_M20260140501,2026-04-09,adelaide,carlton,12953,CD_I1017051,Josh Rachele,adelaide,ADEL,3,True,resolved
2026,5,Round 5,2026_R5_adelaide_v_carlton_2026-04-09,CD_M20260140501,2026-04-09,adelaide,carlton,12798,CD_I1001195,Izak Rankine,adelaide,ADEL,2,True,resolved
2026,5,Round 5,2026_R5_adelaide_v_carlton_2026-04-09,CD_M20260140501,2026-04-09,adelaide,carlton,12516,CD_I992242,Jordan Dawson,adelaide,ADEL,1,True,resolved
2026,5,Round 5,2026_R5_collingwood_v_fremantle_2026-04-10,CD_M20260140502,2026-04-10,collingwood,fremantle,12779,CD_I1009399,Luke Jackson,fremantle,FRE,3,True,resolved
2026,5,Round 5,2026_R5_collingwood_v_fremantle_2026-04-10,CD_M20260140502,2026-04-10,collingwood,fremantle,12061,CD_I293871,Jack Crisp,collingwood,COLL,2,True,resolved
2026,5,Round 5,2026_R5_collingwood_v_fremantle_2026-04-10,CD_M20260140502,2026-04-10,collingwood,fremantle,12943,CD_I1023261,Nick Daicos,collingwood,COLL,1,True,resolved
2026,5,Round 5,2026_R5_essendon_v_melbourne_2026-04-11,CD_M20260140504,2026-04-11,essendon,melbourne,12406,CD_I993817,Darcy Parish,essendon,ESS,3,True,resolved
2026,5,Round 5,2026_R5_essendon_v_melbourne_2026-04-11,CD_M20260140504,2026-04-11,essendon,melbourne,12241,CD_I992016,Zach Merrett,essendon,ESS,2,True,resolved
2026,5,Round 5,2026_R5_essendon_v_melbourne_2026-04-11,CD_M20260140504,2026-04-11,essendon,melbourne,13168,CD_I1023515,Archie Roberts,essendon,ESS,1,True,resolved
2026,5,Round 5,2026_R5_hawthorn_v_western_bulldogs_2026-04-11,CD_M20260140506,2026-04-11,hawthorn,western_bulldogs,12915,CD_I1020895,Jai Newcombe,hawthorn,HAW,3,True,resolved
2026,5,Round 5,2026_R5_hawthorn_v_western_bulldogs_2026-04-11,CD_M20260140506,2026-04-11,hawthorn,western_bulldogs,12558,CD_I998134,Josh Battle,hawthorn,HAW,2,True,resolved
2026,5,Round 5,2026_R5_hawthorn_v_western_bulldogs_2026-04-11,CD_M20260140506,2026-04-11,hawthorn,western_bulldogs,12927,CD_I1012857,Jack Ginnivan,hawthorn,HAW,1,True,resolved
2026,5,Round 5,2026_R5_north_melbourne_v_brisbane_lions_2026-04-11,CD_M20260140503,2026-04-11,north_melbourne,brisbane_lions,12055,CD_I293535,Lachie Neale,brisbane_lions,BL,3,True,resolved
2026,5,Round 5,2026_R5_north_melbourne_v_brisbane_lions_2026-04-11,CD_M20260140503,2026-04-11,north_melbourne,brisbane_lions,11953,CD_I290778,Luke Parker,north_melbourne,NMFC,2,True,resolved
2026,5,Round 5,2026_R5_north_melbourne_v_brisbane_lions_2026-04-11,CD_M20260140503,2026-04-11,north_melbourne,brisbane_lions,12590,CD_I1002267,Luke Davies-Uniacke,north_melbourne,NMFC,1,True,resolved
2026,5,Round 5,2026_R5_sydney_v_gold_coast_2026-04-11,CD_M20260140505,2026-04-11,sydney,gold_coast,12326,CD_I298539,Isaac Heeney,sydney,SYD,3,True,resolved
2026,5,Round 5,2026_R5_sydney_v_gold_coast_2026-04-11,CD_M20260140505,2026-04-11,sydney,gold_coast,12768,CD_I1009208,Matt Rowell,gold_coast,GCFC,2,True,resolved
2026,5,Round 5,2026_R5_sydney_v_gold_coast_2026-04-11,CD_M20260140505,2026-04-11,sydney,gold_coast,12412,CD_I996765,Tom Papley,sydney,SYD,1,True,resolved
2026,5,Round 5,2026_R5_geelong_v_west_coast_2026-04-12,CD_M20260140507,2026-04-12,geelong,west_coast,12692,CD_I1006130,Bailey Smith,geelong,GEEL,3,True,resolved
2026,5,Round 5,2026_R5_geelong_v_west_coast_2026-04-12,CD_M20260140507,2026-04-12,geelong,west_coast,12871,CD_I1012805,Tanner Bruhn,geelong,GEEL,2,True,resolved
2026,5,Round 5,2026_R5_geelong_v_west_coast_2026-04-12,CD_M20260140507,2026-04-12,geelong,west_coast,12690,CD_I994386,Tom Atkins,geelong,GEEL,1,True,resolved
2026,5,Round 5,2026_R5_greater_western_sydney_v_richmond_2026-04-12,CD_M20260140508,2026-04-12,greater_western_sydney,richmond,12969,CD_I1023266,Finn Callaghan,greater_western_sydney,GWS,3,True,resolved
2026,5,Round 5,2026_R5_greater_western_sydney_v_richmond_2026-04-12,CD_M20260140508,2026-04-12,greater_western_sydney,richmond,12410,CD_I996701,Clayton Oliver,greater_western_sydney,GWS,2,True,resolved
2026,5,Round 5,2026_R5_greater_western_sydney_v_richmond_2026-04-12,CD_M20260140508,2026-04-12,greater_western_sydney,richmond,12025,CD_I295344,Toby Greene,greater_western_sydney,GWS,1,True,resolved
2026,5,Round 5,2026_R5_port_adelaide_v_st_kilda_2026-04-12,CD_M20260140509,2026-04-12,port_adelaide,st_kilda,12950,CD_I1015507,Nasiah Wanganeen-Milera,st_kilda,STK,3,True,resolved
2026,5,Round 5,2026_R5_port_adelaide_v_st_kilda_2026-04-12,CD_M20260140509,2026-04-12,port_adelaide,st_kilda,12956,CD_I1011640,Jason Horne-Francis,port_adelaide,PORT,2,False,resolved
