player_id,player_name,team_id,production_ev,production_rank,objective_ev,objective_rank,wheelo_ev,wheelo_rank,actual_votes,eligible,n_3_votes,n_2_votes,n_1_votes,actual_rank,actual_rank_eligible,role,production_error,production_abs_error,production_rank_error,objective_error,objective_abs_error,objective_rank_error,wheelo_error,wheelo_abs_error,wheelo_rank_error,best_source,worst_source,cross_model_spread,prod_obj_gap,in_production,in_objective,in_wheelo,in_all_three,consensus_ev,consensus_error
12915,Jai Newcombe,hawthorn,18.548093291501047,15.0,24.042781305812497,7,24.021,6.0,21,True,5,3,0,13,12,MIDFIELDER,-2.451906708498953,2.451906708498953,2.0,3.042781305812497,3.042781305812497,-6,3.021000000000001,3.021000000000001,-7.0,production,objective,5.49468801431145,-5.49468801431145,True,True,True,True,22.203958199104516,1.203958199104516
12516,Jordan Dawson,adelaide,20.48405454386381,10.0,17.841332739614746,21,23.532,7.0,21,True,4,4,1,13,12,MIDFIELDER,-0.5159454561361905,0.5159454561361905,-3.0,-3.158667260385254,3.158667260385254,8,2.532,2.532,-6.0,production,objective,5.690667260385254,2.6427218042490637,True,True,True,True,20.619129094492852,-0.3808709055071482
12950,Nasiah Wanganeen-Milera,st_kilda,20.04957996233928,11.0,17.236941373814098,23,22.352,9.0,21,True,4,4,1,13,12,MEDIUM_DEFENDER,-0.9504200376607201,0.9504200376607201,-2.0,-3.7630586261859023,3.7630586261859023,10,1.3520000000000003,1.3520000000000003,-4.0,production,objective,5.115058626185903,2.812638588525182,True,True,True,True,19.879507112051126,-1.120492887948874
12055,Lachie Neale,brisbane_lions,23.45663122741845,6.0,26.04633177453362,6,22.818,8.0,20,True,3,5,1,16,15,MIDFIELDER,3.4566312274184483,3.4566312274184483,-10.0,6.04633177453362,6.04633177453362,-10,2.8180000000000014,2.8180000000000014,-8.0,wheelo,objective,3.2283317745336184,-2.5897005471151715,True,True,True,True,24.106987667317355,4.106987667317355
12771,Kysaiah Pickett,melbourne,18.93946379833953,14.0,15.847297253786207,25,18.823,15.0,20,True,5,2,1,16,15,MIDFIELDER,-1.0605362016604687,1.0605362016604687,-2.0,-4.152702746213793,4.152702746213793,9,-1.1769999999999996,1.1769999999999996,-1.0,production,objective,3.092166544553324,3.092166544553324,True,True,True,True,17.86992035070858,-2.130079649291421
12590,Luke Davies-Uniacke,north_melbourne,12.845630419671991,24.0,20.554888434038077,13,16.942999999999998,17.0,19,True,3,4,2,18,17,MIDFIELDER,-6.154369580328009,6.154369580328009,6.0,1.5548884340380766,1.5548884340380766,-5,-2.057000000000002,2.057000000000002,-1.0,objective,production,7.709258014366085,-7.709258014366085,True,True,True,True,16.781172951236687,-2.2188270487633126
12779,Luke Jackson,fremantle,12.705943906955696,27.0,22.58964273292247,9,14.919,23.0,19,True,4,3,1,18,17,RUCK,-6.294056093044304,6.294056093044304,9.0,3.5896427329224707,3.5896427329224707,-9,-4.0809999999999995,4.0809999999999995,5.0,objective,production,9.883698825966775,-9.883698825966775,True,True,True,True,16.738195546626056,-2.2618044533739443
12862,Errol Gulden,sydney,14.394967702004797,19.0,9.445238560942462,42,15.823,20.0,17,True,5,1,0,20,19,MIDFIELDER,-2.605032297995203,2.605032297995203,-1.0,-7.554761439057538,7.554761439057538,22,-1.1769999999999996,1.1769999999999996,0.0,wheelo,objective,6.377761439057538,4.949729141062335,True,True,True,True,13.221068754315752,-3.778931245684248
12605,Ed Richards,western_bulldogs,18.045732035249657,16.0,21.182235529267807,12,15.958,19.0,16,True,4,0,4,21,20,MIDFIELDER,2.0457320352496566,2.0457320352496566,-5.0,5.182235529267807,5.182235529267807,-9,-0.041999999999999815,0.041999999999999815,-2.0,wheelo,objective,5.224235529267807,-3.13650349401815,True,True,True,True,18.395322521505822,2.395322521505822
12217,Brodie Grundy,sydney,13.29009899729213,23.0,11.201719465345516,36,9.552,42.0,16,True,2,4,2,21,20,RUCK,-2.70990100270787,2.70990100270787,2.0,-4.798280534654484,4.798280534654484,15,-6.448,6.448,21.0,production,wheelo,3.7380989972921306,2.0883795319466145,True,True,True,True,11.347939487545881,-4.652060512454119
13111,Harley Reid,west_coast,11.534634794982535,30.0,17.6740616100404,22,14.405,24.0,15,False,3,2,2,23,,MIDFIELDER,-3.4653652050174646,3.4653652050174646,7.0,2.6740616100404004,2.6740616100404004,-1,-0.5950000000000006,0.5950000000000006,1.0,wheelo,production,6.139426815057865,-6.139426815057865,True,True,True,True,14.537898801674311,-0.46210119832568886
12430,Christian Petracca,gold_coast,11.407867569570945,31.0,16.144907604035826,24,11.885,29.0,15,True,4,1,1,23,22,MIDFIELDER,-3.5921324304290554,3.5921324304290554,8.0,1.1449076040358257,1.1449076040358257,1,-3.115,3.115,6.0,objective,production,4.737040034464881,-4.737040034464881,True,True,True,True,13.145925057868922,-1.8540749421310778
12535,Shai Bolton,fremantle,13.682414069418996,22.0,12.61807988731196,34,12.466,28.0,15,True,2,3,3,23,22,MIDFIELDER,-1.3175859305810036,1.3175859305810036,-1.0,-2.3819201126880394,2.3819201126880394,11,-2.5340000000000007,2.5340000000000007,5.0,production,wheelo,1.216414069418997,1.0643341821070358,True,True,True,True,12.922164652243652,-2.0778353477563485
12767,Noah Anderson,gold_coast,12.278161183538751,28.0,15.32064527612067,27,11.019,31.0,15,True,2,4,1,23,22,MIDFIELDER,-2.721838816461249,2.721838816461249,5.0,0.3206452761206702,0.3206452761206702,4,-3.981,3.981,8.0,objective,wheelo,4.30164527612067,-3.042484092581919,True,True,True,True,12.872602153219807,-2.127397846780193
13180,Murphy Reid,fremantle,6.424393207793295,58.0,3.2327364980779296,86,6.177,58.0,15,True,4,1,1,23,22,MIDFIELDER,-8.575606792206706,8.575606792206706,35.0,-11.76726350192207,11.76726350192207,63,-8.823,8.823,35.0,production,objective,3.191656709715365,3.191656709715365,True,True,True,True,5.278043235290408,-9.721956764709592
12786,Caleb Serong,fremantle,14.505552234910663,18.0,19.696882239786763,17,15.197,22.0,14,True,3,1,3,28,26,MIDFIELDER,0.5055522349106631,0.5055522349106631,-10.0,5.696882239786763,5.696882239786763,-11,1.1969999999999992,1.1969999999999992,-6.0,production,objective,5.1913300048761,-5.1913300048761,True,True,True,True,16.466478158232476,2.4664781582324764
12684,Sam Walsh,carlton,11.88264946130174,29.0,9.788561586097842,40,14.132,25.0,14,True,2,2,4,28,26,MIDFIELDER,-2.1173505386982594,2.1173505386982594,1.0,-4.211438413902158,4.211438413902158,12,0.13199999999999967,0.13199999999999967,-3.0,wheelo,objective,4.343438413902158,2.0940878752038987,True,True,True,True,11.934403682466526,-2.0655963175334744
12610,Zac Bailey,brisbane_lions,11.253981395375265,33.0,11.270937997076803,35,10.149,35.0,13,False,2,2,3,30,,MIDFIELDER,-1.7460186046247355,1.7460186046247355,3.0,-1.7290620029231967,1.7290620029231967,5,-2.851000000000001,2.851000000000001,5.0,objective,wheelo,1.1219379970768042,-0.016956601701538787,True,True,True,True,10.89130646415069,-2.1086935358493104
12411,George Hewett,carlton,10.164025181300447,37.0,9.1543417743411,43,9.151,44.0,13,True,2,3,1,30,28,MIDFIELDER,-2.835974818699553,2.835974818699553,7.0,-3.8456582256589,3.8456582256589,13,-3.849,3.849,14.0,production,wheelo,1.0130251813004474,1.009683406959347,True,True,True,True,9.489788985213849,-3.510211014786151
12797,Chad Warner,sydney,12.707368083651604,26.0,17.85981482257906,20,15.647,21.0,12,True,1,2,5,32,29,MIDFIELDER,0.7073680836516036,0.7073680836516036,-6.0,5.859814822579061,5.859814822579061,-12,3.6470000000000002,3.6470000000000002,-11.0,production,objective,5.152446738927457,-5.152446738927457,True,True,True,True,15.40472763541022,3.40472763541022
13193,Max Hall,st_kilda,10.322043092814903,36.0,18.010620099445767,19,10.074,37.0,12,True,2,2,2,32,29,MIDFIELDER,-1.6779569071850968,1.6779569071850968,4.0,6.010620099445767,6.010620099445767,-13,-1.9260000000000002,1.9260000000000002,5.0,production,objective,7.936620099445767,-7.688577006630863,True,True,True,True,12.802221064086888,0.8022210640868881
12693,Tom Sparrow,melbourne,9.741481234048862,39.0,15.402427040819632,26,11.716,30.0,12,True,1,3,3,32,29,MIDFIELDER,-2.2585187659511377,2.2585187659511377,7.0,3.4024270408196315,3.4024270408196315,-6,-0.2840000000000007,0.2840000000000007,-2.0,wheelo,objective,5.660945806770769,-5.660945806770769,True,True,True,True,12.286636091622832,0.28663609162283166
12768,Matt Rowell,gold_coast,8.660307872094174,45.0,14.306054963386318,29,13.648,27.0,12,True,2,2,2,32,29,MIDFIELDER,-3.339692127905826,3.339692127905826,13.0,2.306054963386318,2.306054963386318,-3,1.6479999999999997,1.6479999999999997,-5.0,wheelo,production,5.645747091292144,-5.645747091292144,True,True,True,True,12.20478761182683,0.20478761182683058
13274,Jagga Smith,carlton,5.377139826373654,72.0,6.3564203692742085,54,8.096,47.0,12,True,3,0,3,32,29,MIDFIELDER,-6.622860173626346,6.622860173626346,40.0,-5.6435796307257915,5.6435796307257915,22,-3.904,3.904,15.0,wheelo,production,2.7188601736263465,-0.9792805429005549,True,True,True,True,6.609853398549287,-5.390146601450713
12954,Connor Macdonald,hawthorn,6.578089824572835,56.0,6.428657094611089,53,6.004,64.0,11,True,2,2,1,37,34,MIDFIELDER,-4.421910175427165,4.421910175427165,19.0,-4.571342905388911,4.571342905388911,16,-4.996,4.996,27.0,production,wheelo,0.5740898245728356,0.14943272996174617,True,True,True,True,6.336915639727974,-4.663084360272026
12881,Max Holmes,geelong,14.232218752102543,20.0,13.237761216828757,31,14.015,26.0,10,True,2,1,2,38,35,MEDIUM_DEFENDER,4.232218752102543,4.232218752102543,-18.0,3.2377612168287566,3.2377612168287566,-7,4.015000000000001,4.015000000000001,-12.0,objective,production,0.9944575352737868,0.9944575352737868,True,True,True,True,13.828326656310432,3.8283266563104323
12025,Toby Greene,greater_western_sydney,9.951610268952388,38.0,10.271158349359045,38,9.926,39.0,10,True,1,2,3,38,35,MIDFIELDER,-0.04838973104761202,0.04838973104761202,0.0,0.2711583493590446,0.2711583493590446,0,-0.07399999999999984,0.07399999999999984,1.0,production,objective,0.34515834935904444,-0.3195480804066566,True,True,True,True,10.049589539437145,0.049589539437144836
12969,Finn Callaghan,greater_western_sydney,9.583308731615295,40.0,9.479645260691514,41,10.785,32.0,10,True,2,1,2,38,35,MIDFIELDER,-0.4166912683847048,0.4166912683847048,2.0,-0.5203547393084857,0.5203547393084857,3,0.7850000000000001,0.7850000000000001,-6.0,production,wheelo,1.305354739308486,0.10366347092378092,True,True,True,True,9.949317997435603,-0.05068200256439681
12504,Tim Taranto,richmond,7.634678162566176,50.0,12.814761461778165,32,9.282,43.0,10,True,1,1,5,38,35,MIDFIELDER,-2.3653218374338243,2.3653218374338243,12.0,2.814761461778165,2.814761461778165,-6,-0.718,0.718,5.0,wheelo,objective,5.180083299211989,-5.180083299211989,True,True,True,True,9.910479874781446,-0.08952012521855401
12849,Sam Berry,adelaide,6.653003102751347,54.0,11.01788104689478,37,8.722,45.0,10,True,1,2,3,38,35,MIDFIELDER,-3.346996897248653,3.346996897248653,16.0,1.0178810468947805,1.0178810468947805,-1,-1.2780000000000005,1.2780000000000005,7.0,objective,production,4.3648779441434336,-4.3648779441434336,True,True,True,True,8.797628049882043,-1.202371950117957
13048,Jacob van Rooyen,melbourne,11.405372887593506,32.0,4.232199409561392,71,10.736,33.0,10,False,2,2,0,38,,KEY_FORWARD,1.405372887593506,1.405372887593506,-6.0,-5.767800590438608,5.767800590438608,33,0.7360000000000007,0.7360000000000007,-5.0,wheelo,objective,7.173173478032114,7.173173478032114,True,True,True,True,8.7911907657183,-1.2088092342817003
12421,Charlie Curnow,sydney,10.427444671896955,35.0,3.5050998379762497,80,9.758,40.0,10,True,2,2,0,38,35,MEDIUM_FORWARD,0.42744467189695534,0.42744467189695534,-3.0,-6.49490016202375,6.49490016202375,42,-0.24200000000000088,0.24200000000000088,2.0,wheelo,objective,6.922344833920706,6.922344833920706,True,True,True,True,7.896848169957735,-2.1031518300422647
12589,Andrew Brayshaw,fremantle,11.232259575591398,34.0,10.155813081084997,39,16.116,18.0,9,True,1,2,2,45,41,MIDFIELDER,2.2322595755913976,2.2322595755913976,-11.0,1.1558130810849967,1.1558130810849967,-6,7.116,7.116,-27.0,objective,wheelo,5.960186918915003,1.076446494506401,True,True,True,True,12.501357552225464,3.501357552225464
13104,Shaun Mannagh,geelong,9.450321186358194,41.0,7.992682679444423,48,10.062,38.0,9,True,2,1,1,45,41,MEDIUM_FORWARD,0.4503211863581935,0.4503211863581935,-4.0,-1.0073173205555772,1.0073173205555772,3,1.0619999999999994,1.0619999999999994,-7.0,production,wheelo,2.0693173205555766,1.4576385069137707,True,True,True,True,9.168334621934205,0.16833462193420523
11845,Jack Gunston,hawthorn,12.729615621310252,25.0,1.2933514794078722,153,10.083,36.0,9,True,1,2,2,45,41,MEDIUM_FORWARD,3.729615621310252,3.729615621310252,-20.0,-7.706648520592128,7.706648520592128,108,1.0830000000000002,1.0830000000000002,-9.0,wheelo,objective,11.43626414190238,11.43626414190238,True,True,True,True,8.035322366906042,-0.9646776330939577
12241,Zach Merrett,essendon,9.225945725912704,43.0,8.427354395160446,45,6.093,62.0,9,True,1,2,2,45,41,MIDFIELDER,0.22594572591270357,0.22594572591270357,-2.0,-0.5726456048395541,0.5726456048395541,0,-2.907,2.907,17.0,production,wheelo,3.1329457259127036,0.7985913307522576,True,True,True,True,7.915433373691051,-1.0845666263089493
12331,Touk Miller,gold_coast,8.463389205562827,46.0,7.546391832015423,51,6.394,55.0,9,True,1,3,0,45,41,MIDFIELDER,-0.5366107944371734,0.5366107944371734,1.0,-1.4536081679845774,1.4536081679845774,6,-2.606,2.606,10.0,production,wheelo,2.0693892055628265,0.916997373547404,True,True,True,True,7.467927012526083,-1.5320729874739172
13137,Logan Morris,brisbane_lions,7.760133270615386,49.0,3.421044776975509,82,6.9030000000000005,51.0,9,True,2,1,1,45,41,MEDIUM_FORWARD,-1.2398667293846142,1.2398667293846142,4.0,-5.578955223024491,5.578955223024491,37,-2.0969999999999995,2.0969999999999995,6.0,production,objective,4.339088493639877,4.339088493639877,True,True,True,True,6.028059349196965,-2.9719406508030346
13105,Nick Watson,hawthorn,6.801525462081028,53.0,2.697200219670077,97,6.992,50.0,9,True,1,3,0,45,41,MEDIUM_FORWARD,-2.1984745379189716,2.1984745379189716,8.0,-6.302799780329924,6.302799780329924,52,-2.008,2.008,5.0,wheelo,objective,4.294799780329923,4.104325242410951,True,True,True,True,5.496908560583702,-3.5030914394162984
12703,Callum Wilkie,st_kilda,2.716874161829048,109.0,1.1273060702050617,164,4.681,72.0,9,True,1,3,0,45,41,MEDIUM_DEFENDER,-6.283125838170951,6.283125838170951,64.0,-7.872693929794938,7.872693929794938,119,-4.319,4.319,27.0,wheelo,objective,3.5536939297949384,1.5895680916239865,True,True,True,True,2.84172674401137,-6.158273255988631
12983,Jye Amiss,fremantle,9.389614472927525,42.0,2.6558951808125517,100,9.568,41.0,8,True,0,2,4,53,49,MEDIUM_FORWARD,1.3896144729275246,1.3896144729275246,-11.0,-5.344104819187448,5.344104819187448,47,1.5679999999999996,1.5679999999999996,-12.0,production,objective,6.912104819187448,6.733719292114973,True,True,True,True,7.204503217913358,-0.7954967820866417
12318,Jordan de Goey,collingwood,4.57600737027686,78.0,8.078544984308962,46,6.175,59.0,8,True,1,2,1,53,49,MIDFIELDER,-3.4239926297231396,3.4239926297231396,25.0,0.07854498430896228,0.07854498430896228,-7,-1.8250000000000002,1.8250000000000002,6.0,objective,production,3.502537614032102,-3.502537614032102,True,True,True,True,6.2765174515286075,-1.7234825484713925
12953,Josh Rachele,adelaide,6.092127523742349,60.0,5.830568022169628,58,5.116,68.0,8,True,1,2,1,53,49,MIDFIELDER,-1.9078724762576513,1.9078724762576513,7.0,-2.1694319778303717,2.1694319778303717,5,-2.8840000000000003,2.8840000000000003,15.0,production,wheelo,0.976127523742349,0.26155950157272034,True,True,True,True,5.679565181970659,-2.320434818029341
13125,Hugo Garcia,st_kilda,7.939914186730384,48.0,13.39508963871764,30,7.244999999999999,48.0,7,True,2,0,1,56,52,MIDFIELDER,0.939914186730384,0.939914186730384,-8.0,6.395089638717639,6.395089638717639,-26,0.24499999999999922,0.24499999999999922,-8.0,wheelo,objective,6.15008963871764,-5.455175451987255,True,True,True,True,9.526667941816008,2.526667941816008
12887,Josh Treacy,fremantle,8.99246997263832,44.0,5.4700996194622045,60,6.746,52.0,7,True,1,1,2,56,52,MEDIUM_FORWARD,1.99246997263832,1.99246997263832,-12.0,-1.5299003805377955,1.5299003805377955,4,-0.25399999999999956,0.25399999999999956,-4.0,wheelo,production,3.5223703531761155,3.5223703531761155,True,True,True,True,7.069523197366841,0.06952319736684132
12743,John Noble,gold_coast,7.29541671042546,51.0,1.633424861104319,134,6.744,53.0,7,True,0,2,3,56,52,MIDFIELDER,0.29541671042546014,0.29541671042546014,-5.0,-5.366575138895681,5.366575138895681,78,-0.2560000000000002,0.2560000000000002,-3.0,wheelo,objective,5.661991849321141,5.661991849321141,True,True,True,True,5.22428052384326,-1.7757194761567403
13129,Patrick Voss,fremantle,6.114884119833374,59.0,3.240187893010095,85,4.3180000000000005,76.0,7,True,2,0,1,56,52,MEDIUM_FORWARD,-0.8851158801666257,0.8851158801666257,3.0,-3.759812106989905,3.759812106989905,29,-2.6819999999999995,2.6819999999999995,20.0,production,objective,2.8746962268232794,2.8746962268232794,True,True,True,True,4.5576906709478235,-2.4423093290521765
12060,Bradley Hill,st_kilda,5.756092104900636,66.0,1.0098683260319514,178,4.297000000000001,77.0,7,True,1,1,2,56,52,MIDFIELDER,-1.2439078950993636,1.2439078950993636,10.0,-5.990131673968048,5.990131673968048,122,-2.7029999999999994,2.7029999999999994,21.0,production,objective,4.746223778868685,4.746223778868685,True,True,True,True,3.687653476977529,-3.312346523022471
12927,Jack Ginnivan,hawthorn,3.957153993167319,85.0,3.005894801329993,92,2.832,108.0,7,True,2,0,1,56,52,MIDFIELDER,-3.042846006832681,3.042846006832681,29.0,-3.994105198670007,3.994105198670007,36,-4.168,4.168,52.0,production,wheelo,1.1251539931673191,0.9512591918373259,True,True,True,True,3.2650162648324375,-3.7349837351675625
12167,Jake Stringer,greater_western_sydney,6.6445487997330215,55.0,3.581313815827404,79,6.381,56.0,6,True,2,0,0,62,58,MEDIUM_FORWARD,0.6445487997330215,0.6445487997330215,-7.0,-2.418686184172596,2.418686184172596,17,0.3810000000000002,0.3810000000000002,-6.0,wheelo,objective,3.0632349839056174,3.0632349839056174,True,True,True,True,5.5356208718534745,-0.4643791281465255
12974,Oliver Dempsey,geelong,6.573872133525281,57.0,3.746806565239152,78,5.067,69.0,6,True,1,1,1,62,58,MIDFIELDER,0.5738721335252812,0.5738721335252812,-5.0,-2.253193434760848,2.253193434760848,16,-0.9329999999999998,0.9329999999999998,7.0,production,objective,2.8270655682861294,2.8270655682861294,True,True,True,True,5.129226232921478,-0.8707737670785223
12406,Darcy Parish,essendon,3.2520861861454007,94.0,6.11268446903832,57,4.565,74.0,6,True,2,0,0,62,58,MIDFIELDER,-2.7479138138545993,2.7479138138545993,32.0,0.11268446903831997,0.11268446903831997,-5,-1.4349999999999996,1.4349999999999996,12.0,objective,production,2.8605982828929193,-2.8605982828929193,True,True,True,True,4.64325688506124,-1.3567431149387597
12794,Will Day,hawthorn,3.2615181577183647,93.0,4.802840196662826,64,4.029999999999999,82.0,6,True,1,1,1,62,58,MIDFIELDER,-2.7384818422816353,2.7384818422816353,31.0,-1.1971598033371738,1.1971598033371738,2,-1.9700000000000006,1.9700000000000006,20.0,objective,production,1.5413220389444615,-1.5413220389444615,True,True,True,True,4.03145278479373,-1.9685472152062697
11953,Luke Parker,north_melbourne,4.010073470325814,83.0,0.9763287264228095,181,2.619,113.0,6,True,1,1,1,62,58,MEDIUM_DEFENDER,-1.989926529674186,1.989926529674186,21.0,-5.0236712735771905,5.0236712735771905,119,-3.381,3.381,51.0,production,objective,3.0337447439030045,3.0337447439030045,True,True,True,True,2.535134065582875,-3.464865934417125
12601,Jake Waterman,west_coast,2.847813283029821,103.0,1.326028219783721,149,2.393,118.0,6,True,1,1,1,62,58,KEY_FORWARD,-3.152186716970179,3.152186716970179,41.0,-4.673971780216279,4.673971780216279,87,-3.607,3.607,56.0,production,objective,1.5217850632460999,1.5217850632460999,True,True,True,True,2.1889471676045136,-3.8110528323954864
12564,Rowan Marshall,st_kilda,6.068027878973185,61.0,12.62342801365396,33,6.11,61.0,5,True,1,0,2,68,64,RUCK,1.0680278789731847,1.0680278789731847,-7.0,7.62342801365396,7.62342801365396,-35,1.1100000000000003,1.1100000000000003,-7.0,production,objective,6.5554001346807755,-6.5554001346807755,True,True,True,True,8.267151964209049,3.2671519642090487
12782,Lachie Ash,greater_western_sydney,8.130964419381165,47.0,2.1323471465889137,109,8.171999999999999,46.0,5,True,1,0,2,68,64,MEDIUM_DEFENDER,3.130964419381165,3.130964419381165,-21.0,-2.8676528534110863,2.8676528534110863,41,3.171999999999999,3.171999999999999,-22.0,objective,wheelo,6.039652853411085,5.998617272792251,True,True,True,True,6.145103855323359,1.1451038553233586
12699,Nick Blakey,sydney,6.901986542795094,52.0,4.133170538152434,72,6.706,54.0,5,True,1,0,2,68,64,MEDIUM_DEFENDER,1.9019865427950942,1.9019865427950942,-16.0,-0.8668294618475656,0.8668294618475656,4,1.7060000000000004,1.7060000000000004,-14.0,objective,production,2.7688160046426598,2.7688160046426598,True,True,True,True,5.913719026982509,0.9137190269825091
12237,Jarman Impey,hawthorn,5.917418250273903,65.0,3.3055558950793773,84,7.035,49.0,5,True,1,1,0,68,64,MEDIUM_DEFENDER,0.9174182502739026,0.9174182502739026,-3.0,-1.6944441049206227,1.6944441049206227,16,2.035,2.035,-19.0,production,wheelo,3.729444104920623,2.6118623551945253,True,True,True,True,5.41932471511776,0.41932471511776015
12968,Kai Lohmann,brisbane_lions,5.953113016917809,64.0,2.1254182291583814,110,5.308999999999999,67.0,5,True,1,0,2,68,64,MEDIUM_FORWARD,0.9531130169178086,0.9531130169178086,-4.0,-2.8745817708416186,2.8745817708416186,42,0.3089999999999993,0.3089999999999993,-1.0,wheelo,objective,3.827694787759427,3.827694787759427,True,True,True,True,4.46251041535873,-0.5374895846412704
12892,Riley Thilthorpe,adelaide,4.357213004403344,79.0,4.559742263014145,65,3.359,95.0,5,False,0,2,1,68,,KEY_FORWARD,-0.6427869955966559,0.6427869955966559,11.0,-0.44025773698585535,0.44025773698585535,-3,-1.641,1.641,27.0,objective,wheelo,1.2007422630141447,-0.2025292586108005,True,True,True,True,4.091985089139163,-0.9080149108608371
4182,Scott Pendlebury,collingwood,4.299605843074206,80.0,4.269567240941584,70,3.454,92.0,5,True,1,1,0,68,64,MIDFIELDER,-0.7003941569257943,0.7003941569257943,12.0,-0.7304327590584156,0.7304327590584156,2,-1.5459999999999998,1.5459999999999998,24.0,production,wheelo,0.8456058430742055,0.030038602132621328,True,True,True,True,4.007724361338597,-0.9922756386614031
